Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2020,VIMIAN.ST,Vimian Group AB,Pharmaceuticals,Health Care,763.79,265.27,438.38,0.0,0.0,2346.87,526.18,,0.020932458537094724
2021,VIMIAN.ST,Vimian Group AB,Pharmaceuticals,Health Care,1761.53,513.18,1077.9099999999999,0.0,68.25,3578.24,12.27,30027.16,0.028461137832787003
2022,VIMIAN.ST,Vimian Group AB,Pharmaceuticals,Health Care,2839.46,881.34,1626.5399999999997,0.0,111.55000000000001,5051.46,-3.31,11281.83,0.043586264275031476
2023,VIMIAN.ST,Vimian Group AB,Pharmaceuticals,Health Care,3784.18,1167.02,2147.07,0.0,219.65,5887.5,3.78,13610.07,0.04251028638937543
2024,VIMIAN.ST,Vimian Group AB,Pharmaceuticals,Health Care,4355.03,1353.68,2429.66,0.0,295.14,8235.69,77.66,21408.5,0.03326577131962441
