Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2003,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,2384.9,434.42,1068.06,0.0,291.02,3581.45,0.0,7094.84,0.1651286490108755
2004,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,2795.93,476.66,1203.51,0.0,311.62,3580.57,0.0,10736.92,0.2245843538877888
2005,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,2944.47,718.7,1162.03,0.0,244.73,3653.44,0.0,15757.78,0.22417502408688783
2006,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3111.13,512.55,1248.0900000000001,0.0,213.5,3792.92,0.0,16629.66,0.29976640688440565
2007,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3145.66,514.99,1311.67,0.0,169.62,3973.14,0.0,19330.3,0.2892875660057285
2008,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3440.18,643.18,1395.41,0.0,194.79,4169.16,0.0,11468.09,0.28945878786134377
2009,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3426.9,557.51,1539.22,0.0,308.46999999999997,3556.95,0.0,10717.78,0.28724047287704363
2010,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3481.84,621.93,1428.77,0.0,315.43,3637.61,0.0,14559.54,0.3067151233914576
2011,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3498.38,625.96,1450.6999999999998,0.0,248.06,3034.51,0.0,14333.6,0.38677084603445044
2012,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3531.15,576.3,1600.96,0.0,229.29999999999998,3545.98,0.0,15420.26,0.3171450487594404
2013,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,3817.04,603.37,1777.0299999999997,0.0,250.95000000000002,3242.77,0.0,24435.21,0.36564110313096526
2014,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,4336.44,670.4,2030.5900000000001,0.0,262.82,3454.04,0.0,28583.41,0.39739840881981664
2015,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,4871.83,701.65,2273.81,0.0,271.78,3848.36,0.0,38171.7,0.4221512540406823
2016,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,5517.48,766.87,2513.74,0.0,254.16999999999996,3714.72,0.0,59494.81,0.5337414394624629
2017,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,5569.51,623.14,2663.07,0.0,285.90999999999997,4170.1,0.0,58864.24,0.47897892136879205
2018,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,5726.95,752.33,2936.01,0.0,285.14,4095.05,0.0,56647.73,0.4281925739612458
2019,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,5731.14,702.79,3142.19,0.0,267.71999999999997,4293.8,0.0,59152.03,0.3769248684149239
2020,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,2267.26,505.05,3305.13,0.0,261.01,3743.79,0.0,59448.06,-0.4818459368714591
2021,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,2406.61,578.93,2871.96,0.0,261.45,3385.88,919.92,61924.53,-0.30324910585721576
2022,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,4793.63,963.61,3266.7799999999997,0.0,267.36,3803.41,902.55,65963.17,0.06287346258786734
2023,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,6219.25,1099.59,4006.29,0.0,522.23,4279.6,879.33,54643.05,0.11458577650791925
2024,KBHL.CO,Copenhagen Airports A/S,Transport Infrastructure,Industrials,7900.15,1118.8,4197.84,0.0,559.4,6080.37,888.46,75795.83,0.290451912300917
