Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,235.7,118.4,111.52000000000001,0.0,0.0,121.99,0.0,212.92,0.04738093286334923
2005,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,284.21,153.41,135.48000000000002,0.0,0.0,106.23,0.17,177.66,-0.04398496240601537
2006,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,376.17,208.06,146.04000000000002,0.0,0.0,89.35,0.37,315.82,0.24598751671868027
2007,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,461.18,260.37,150.41,0.0,0.0,120.04,0.45,432.38,0.4182919744377127
2008,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,550.9,274.57,226.41,0.0,0.0,421.31,0.0,249.62,0.11848757447010512
2009,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,406.21,193.89,221.63000000000002,0.0,0.0,364.12,0.03,255.16,-0.02556638747768785
2010,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,522.04,224.33,297.02,0.0,0.0,203.21,0.05,165.3,0.0033946669290560896
2011,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,535.22,239.4,272.4,0.0,0.0,210.24,0.14,139.78,0.11132236904648765
2012,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,592.45,298.42,280.08,0.0,0.0,188.01,0.35,186.82,0.0740603100445957
2013,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,716.51,378.47,312.12,0.0,0.0,250.8,0.0,249.39,0.10334928229665055
2014,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,828.51,408.29,394.04,0.0,0.0,246.52,0.0,321.73,0.1061982800584129
2015,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1146.15,630.35,457.11,0.0,0.0,297.3,-0.05,627.92,0.19744322960471003
2016,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1119.57,572.73,467.65,0.0,0.0,320.98,0.0,718.89,0.24671319085301244
2017,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,951.39,472.0,459.57000000000005,0.0,0.0,281.01,0.0,492.57,0.07053129781858275
2018,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1067.47,534.66,503.1600000000001,0.0,0.0,265.14,0.0,394.95,0.11182771366070747
2019,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,988.25,530.56,420.72,0.0,0.56,263.9,0.0,532.51,0.13796892762410015
2020,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,941.71,552.6,388.30000000000007,0.0,3.1,366.06,0.0,865.33,-0.0062558050592800485
2021,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,981.34,560.1,393.74,0.0,1.8900000000000001,498.19,0.0,1144.9,0.0514060900459664
2022,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1372.39,850.96,484.0899999999999,0.0,4.199999999999999,507.21,0.0,987.54,0.06533782851284506
2023,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1342.4,805.27,576.5799999999999,0.0,11.219999999999999,474.85,-1.91,599.26,-0.10713832621474144
2024,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1309.07,779.11,569.44,0.0,17.299999999999997,465.2,-3.53,500.51,-0.12298828167305678
