Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2018,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,830.6,206.58,581.1,0.0,6.27,419.78,19.49,,0.08343387893550655
2019,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,1047.77,271.15,744.9899999999999,0.0,9.040000000000001,548.68,15.52,,0.04003899326479991
2020,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,1237.01,243.96,936.01,0.0,15.29,843.27,28.31,,0.047901512196241273
2021,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,1610.88,297.68,1189.12,21.55,15.700000000000001,1099.24,9.39,8016.01,0.11719870470761219
2022,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,1866.7,378.66,1319.8000000000002,11.16,14.06,1201.8,8.18,3983.39,0.1366468867254003
2023,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,2371.6,481.77,1686.34,15.01,40.93000000000001,1351.02,10.03,3090.59,0.13046544946915983
2024,TRIFOR.CO,Trifork Group AG,Software & IT Services,Information Technology,2393.03,424.24,1893.3400000000001,9.44,69.44999999999999,1574.3,12.17,2321.36,0.009732298751315885
