Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2012,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.15,0.0,13.889999999999999,0.0,0.0,7.68,0.0,,-1.7890624999999998
2013,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.31,0.0,18.419999999999998,0.0,0.11,78.79,0.0,,-0.23124762025637768
2014,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.44,0.0,69.11999999999999,0.0,0.0,330.21,0.0,736.05,-0.20798885557675417
2015,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.44,0.0,183.53000000000003,0.0,0.0,712.74,0.0,627.72,-0.2568818924151865
2016,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.31,0.0,216.67,0.0,0.0,949.29,0.0,4735.68,-0.22791770691780172
2017,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.3,0.0,316.82,0.0,0.0,679.61,0.0,3972.6,-0.4657377025058489
2018,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,340.01,0.0,0.0,363.19,0.0,2520.98,-0.9361766568462788
2019,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,440.34999999999997,0.0,0.0,388.01,0.0,2099.39,-1.134893430581686
2020,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,434.17,0.0,0.0,178.67,0.0,1247.23,-2.4300106341299603
2021,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,442.44,0.0,0.0,140.52,0.0,2259.73,-3.148590947907771
2022,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,317.35999999999996,202.54,0.0,63.84,0.0,136.23,-1.798558897243107
2023,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,7.16,0.95,0.0,271.93,0.0,301.27,-0.022836759460155186
2024,TRMED.OL,Thor Medical ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,43.93,3.31,0.0,337.14,0.0,766.62,-0.1204840718989144
