Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2005,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,0.0,7.81,17.099999999999998,0.0,0.0,49.94,0.0,,-0.49879855826992386
2006,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,0.0,25.74,61.5,0.0,0.0,55.72,0.0,,-1.5656855707106963
2007,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,835.97,357.41999999999996,419.64,0.0,0.0,1784.26,0.0,2625.86,0.03301648862833897
2008,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,2423.53,673.55,926.42,0.0,0.0,2996.49,0.0,1531.74,0.27484156463061793
2009,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,1431.2,977.03,743.29,0.0,0.0,3722.22,0.0,3409.22,-0.07767407622332906
2010,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,624.67,775.15,553.4,0.0,0.0,3674.86,0.0,3513.17,-0.19153926952319272
2011,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,1616.01,1452.22,685.1500000000001,0.0,56.78,2426.66,0.0,892.7,-0.23824516001417592
2012,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,832.0,1432.0,517.0,0.0,412.0,2028.0,0.0,1059.09,-0.7539447731755424
2013,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,894.0,1096.0,541.0,0.0,443.0,1750.0,0.0,213.07,-0.6777142857142857
2014,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,37.0,9.0,469.0,0.0,821.0,-803.0,0.0,44.59,1.5716064757160648
2015,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,13.0,7.0,97.0,0.0,113.0,144.0,0.0,148.26,-1.4166666666666667
2016,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,11.0,5.0,32.0,0.0,45.0,437.0,0.0,1262.45,-0.16247139588100687
2017,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,10.0,386.0,63.0,0.0,31.0,141.0,0.0,1627.85,-3.3333333333333335
2018,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,16.0,3.0,176.0,0.0,23.0,-50.0,0.0,1619.6,3.72
2019,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,2929.76,1513.27,1293.31,0.0,325.52,5170.48,0.0,4349.0,-0.03913369745168722
2020,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,5326.54,2795.02,2004.51,0.0,809.3299999999999,5404.08,0.0,2728.97,-0.05224200974078843
2021,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,4855.99,2526.83,1151.68,0.0,773.53,4332.9,0.0,2962.33,0.09322855362459319
2022,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,9289.42,3113.77,1586.1799999999998,0.0,940.5699999999999,6506.84,0.0,7967.67,0.5607791185890539
2023,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,8388.33,3603.29,1421.26,0.0,1021.38,8245.92,0.0,10242.36,0.2840677571453518
2024,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,7545.36,3398.2599999999998,1799.58,0.0,1434.29,7905.98,0.0,13677.21,0.1155112965122604
