Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,1559.19,0.0,71.02,0.0,0.0,471.47,0.81,953.27,3.1510332853392056
2005,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,1641.09,811.37,693.64,0.0,0.0,464.69,0.8,1251.55,0.29233710713441735
2006,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,1817.1,1002.92,743.21,0.0,0.0,477.5,0.93,1288.58,0.148339359989967
2007,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,1673.21,1009.31,552.9300000000001,0.0,9.12,498.32,1.28,1192.27,0.20386309047237797
2008,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,2950.24,0.0,2847.35,0.0,0.0,640.32,0.13,913.8,0.16065266609415235
2009,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,2874.79,1941.82,860.1,0.0,41.91,555.35,-0.51,1142.93,0.055799870232859934
2010,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,3168.64,0.0,3035.91,0.0,0.0,535.17,5.84,1526.98,0.24533742444686793
2011,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,3711.36,2621.35,906.51,0.0,30.12,710.09,5.44,1440.67,0.21435858734085253
2012,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,3599.3,2726.23,835.9399999999999,0.0,30.05,656.67,5.16,1356.35,0.01069761116903166
2013,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,3719.61,2754.58,873.69,0.0,30.44,855.51,5.86,1557.0,0.07070132463401343
2014,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,4035.08,2943.85,960.9100000000001,0.0,31.86,941.12,0.0,1593.11,0.10462002720163203
2015,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,3987.78,2846.5,955.5600000000001,0.0,39.26,984.72,0.0,2230.24,0.14873263465756778
2016,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,4248.44,3109.23,961.19,0.0,29.39,1039.92,0.0,2300.72,0.1429244557273632
2017,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,4687.13,3457.35,1032.92,0.0,29.93,1105.28,0.0,3049.58,0.15102960335842514
2018,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,5193.76,3669.5,1319.02,0.0,38.37,1155.72,0.0,2477.92,0.1443861835046553
2019,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,5785.74,3830.36,1621.5000000000002,0.0,45.57,1201.23,0.0,2356.02,0.24001232070461062
2020,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,5085.83,3167.47,1601.51,0.0,47.48,1189.02,0.0,2764.94,0.22654791340768038
2021,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,5825.57,3550.69,1716.05,0.0,40.85,1295.38,0.0,3573.39,0.3998672204295262
2022,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,5659.57,3353.15,1767.43,0.0,0.0,1506.43,0.0,2701.19,0.3577929276501394
2023,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,6119.32,3862.58,1848.3799999999999,0.0,107.05,1571.35,0.0,2101.56,0.19175231488847164
2024,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,6885.77,4403.32,2047.21,0.0,137.39,1898.02,323.85,1793.12,0.13405374751898208
