Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2005,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,54.72,10.920000000000002,58.49999999999999,0.0,1.54,17.72,0.75,82.62,-0.8792636708175418
2006,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,87.64,19.18,75.41999999999999,0.0,4.369999999999999,28.83,0.5,173.69,-0.3862938970337531
2007,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,80.31,12.36,81.61,0.0,3.48,21.1,0.29,647.01,-0.8013090229079007
2008,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,122.65,17.88,100.61,0.0,13.38,71.56,3.32,440.26,-0.12313034188034175
2009,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,138.17,24.740000000000002,133.98000000000002,0.0,17.2,42.51,2.65,248.02,-0.8359167404783003
2010,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,111.27,17.57,114.64999999999999,0.0,1.5,26.61,1.52,147.16,-0.7980803412726628
2011,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,76.88,12.61,94.44,0.0,0.75,52.91,0.36,160.85,-0.5804392716350667
2012,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,100.64,15.6,95.71,0.0,0.45,36.19,0.0,79.75,-0.3072672008842218
2013,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,106.06,114.56,7.58,0.0,0.24,30.38,0.0,49.95,-0.5371955233706385
2014,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,118.66,129.85000000000002,10.02,0.0,0.18,11.23,0.0,77.49,-1.90471950133571
2015,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,84.08,109.62,10.19,0.0,0.13,43.42,0.0,99.47,-0.8258866881621374
2016,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,137.0,135.84,10.98,0.0,0.22,44.84,0.0,90.31,-0.2239072256913471
2017,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,137.28,137.77,12.74,0.0,0.46,34.25,0.0,77.23,-0.3997080291970806
2018,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,144.96,142.43,14.24,0.0,0.42,35.98,0.02,95.68,-0.33694444444444444
2019,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,169.3,153.07,15.49,0.0,0.21,72.99,0.2,142.36,0.007241426424375161
2020,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,169.13,167.55,20.75,0.0,0.3,98.7,0.29,283.6,-0.1966865339933328
2021,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,201.86,209.17,26.32,0.0,0.46,128.17,0.23,384.35,-0.2654984423676011
2022,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,255.42,240.42000000000002,36.45,0.0,12.33,140.51,-0.19,277.77,-0.24073546180159658
2023,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,257.48,241.31,39.1,0.0,0.71,261.23,-0.24,427.92,-0.09057818307214831
2024,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,286.32,299.77,50.04,0.0,0.0,345.89,-0.23,422.94,-0.18367760226812474
