Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2010,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,19631.34,15373.75,3433.28,472.18,328.12,2422.02,62.3,,0.38979278031815534
2011,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,21062.19,16246.64,3522.05,467.53,296.1,3102.42,61.89,,0.46295400893085664
2012,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,22525.86,17974.35,3445.39,485.79,276.53,3053.37,51.38,,0.4236669619131982
2013,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,20403.87,16960.28,3677.85,468.52,78.09,6737.18,41.69,,0.023037762930990004
2014,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,20665.86,16746.62,3401.14,309.19,66.85,7267.27,45.19,13844.12,0.10399236371891289
2015,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,26189.97,20474.33,4651.23,483.01,80.5,8198.42,57.6,12804.47,0.17767883314236158
2016,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,27177.17,20963.39,4913.4400000000005,548.0,37.15,7999.58,45.4,19023.8,0.22513294004459902
2017,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,28531.83,22037.99,5010.33,559.81,37.32,8988.6,49.23,24256.18,0.22195593411250264
2018,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,31924.84,24589.32,5396.01,595.29,28.8,9352.85,49.54,26652.34,0.26652797852460913
2019,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,34919.87,26463.09,5975.85,659.61,49.22,10234.22,59.04,31500.81,0.3003246784789272
2020,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,40104.84,30496.83,6358.87,772.07,64.34,11900.95,62.86,36675.42,0.33073661316921565
2021,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,39986.21,29905.83,6259.59,792.61,71.13,13275.22,60.07,56593.84,0.3406202639762613
2022,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,51215.77,38457.25,8781.58,918.53,131.22,26168.73,52.42,48675.99,0.18169492947487034
2023,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,63105.77,46804.59,10768.6,1243.41,467.7,28700.81,67.11,53890.28,0.21928210312042024
2024,VALMT.HE,Valmet Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,62269.47,44700.63,12037.91,1359.49,894.71,30676.45,82.37,50657.62,0.19492652839088118
