Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,1.37,0.0,17.96,0.0,0.0,3217.17,0.0,2773.67,-0.005156706049105269
2005,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,1.2,0.0,36.5,0.0,0.0,4440.01,0.0,6597.67,-0.007950432544070846
2006,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,1588.3,0.0,1276.5,0.0,0.0,5174.62,3798.44,10931.53,0.03474845816254432
2007,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,6565.13,131.86,4661.030000000001,0.0,0.0,5536.72,4715.99,9993.38,0.1728557620375491
2008,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,8413.3,181.45,5605.74,0.0,0.0,6188.06,4883.79,5914.45,0.2371880038114677
2009,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,9844.6,0.0,6992.5,0.0,0.0,6043.34,4756.89,6689.45,0.2640777094561875
2010,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,9259.42,269.78,6721.879999999999,0.0,0.0,6344.0,5345.18,7260.5,0.19400505424674785
2011,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,9882.76,358.78,7302.45,0.0,0.0,6661.23,5798.58,4751.95,0.17829565619379428
2012,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,9594.48,419.62,7104.240000000001,0.0,455.14,6382.37,5605.31,5547.35,0.13476168866703134
2013,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,10257.4,0.0,8700.7,0.0,0.0,7094.18,5859.31,5241.43,0.1201761069796633
2014,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,12321.68,626.06,10146.25,0.0,694.18,7930.18,6603.56,2987.82,0.05884170213585772
2015,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,14629.12,795.36,11302.29,0.0,780.66,9100.78,6344.16,2161.83,0.11335816131367292
2016,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,12368.84,789.91,9877.81,0.0,720.67,9461.51,3653.27,3072.93,0.07475916485064948
2017,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,6323.44,803.72,4831.41,0.0,333.22,8514.06,2637.03,3817.24,0.03184352381695417
2018,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,6785.15,877.48,5455.68,0.0,362.65,6333.04,1020.3,3980.99,0.012149581006726168
2019,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,7834.77,815.78,6506.4800000000005,0.0,422.0,5658.22,234.31,8463.85,0.015360125446964242
2020,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,6174.27,711.61,5968.35,0.0,431.34,4459.63,165.13,10292.72,-0.2026115949800637
2021,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,7540.53,673.66,5862.99,0.0,433.1,4622.13,-197.7,15098.82,0.12900644828825408
2022,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,11433.0,955.02,7712.379999999999,0.0,440.38,5719.09,1237.09,12206.65,0.33426679585634644
2023,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,12468.91,1022.0,9049.93,79.08,592.13,6677.45,1230.39,10292.72,0.23823572555843306
2024,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,13994.49,973.94,10620.77,60.94,639.89,7771.65,1429.74,11100.82,0.19788640629296222
