Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,71.4,18.04,67.2,0.0,0.0,-2.31,0.0,6.29,5.991341991341989
2005,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,136.16,64.88,20.02,0.0,0.0,31.87,0.0,95.25,1.608409162221525
2006,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,115.93,34.5,69.46,2.41,0.0,90.14,0.0,147.59,0.15952962059019313
2007,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,197.87,82.52,29.630000000000003,6.41,0.0,143.41,0.0,350.7,0.6424238198173071
2008,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,374.29,110.03,233.23000000000002,4.35,0.0,170.77,0.0,220.97,0.20717924694032888
2009,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,262.24,66.44,201.19,3.6,0.0,130.21,0.0,215.17,-0.01374702403809225
2010,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,210.65,66.94,27.1,1.82,0.0,109.85,0.0,173.18,1.0781065088757398
2011,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,167.13,43.0,99.12,2.81,3.62,127.09,0.0,275.45,0.1904162404595168
2012,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,157.9,33.14,93.36,2.58,2.5300000000000002,107.72,0.0,217.88,0.29196063869290756
2013,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,105.48,30.56,42.33,1.88,0.46,124.7,0.0,810.37,0.2727345629510826
2014,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,133.96,42.86,54.39,3.23,0.27,111.21,0.0,1043.19,0.35671252585199176
2015,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,181.13,47.43,82.88,0.86,0.4,149.28,0.0,2182.54,0.3435155412647374
2016,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,217.66,63.17,89.59,1.67,0.21,143.01,0.0,2208.39,0.4640234948604994
2017,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,249.97,64.43,111.82,8.92,0.21,157.4,0.0,2828.1,0.523697585768742
2018,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,294.36,75.2,123.11999999999999,10.24,0.16,179.04,0.0,2986.42,0.5927167113494194
2019,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,487.07,147.05,228.93999999999997,15.49,3.17,633.37,0.0,6856.92,0.194830825583782
2020,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,654.83,190.1,274.17,18.96,2.87,730.29,0.0,14047.99,0.28296977912883925
2021,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,800.52,233.95,344.21999999999997,26.16,2.75,785.19,0.0,14838.38,0.3129943071103809
2022,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,978.85,274.62,407.72,32.28,3.42,953.19,0.0,10797.65,0.3413485244284979
2023,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,1101.68,323.3,480.35,32.55,9.729999999999999,1117.32,0.0,8105.34,0.28716034797551293
2024,REG1V.HE,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,1202.83,355.3,560.51,31.08,9.830000000000002,1267.39,0.0,8344.94,0.24323215426979858
