Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
1995,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1185.6,742.68,0.0,0.0,0.0,3632.04,0.0,,0.12194799616744308
2004,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1703.1,576.26,63.32,0.0,0.0,7339.02,0.0,9347.92,0.14491308103806774
2005,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1647.14,550.21,58.73,0.0,0.0,7591.47,0.0,10443.36,0.1367587568679057
2006,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1752.51,609.12,58.3,0.0,0.0,9272.76,0.0,14291.22,0.11701909679534463
2007,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1957.98,668.25,59.81,0.0,0.0,9422.55,0.0,9728.22,0.13052942144111734
2008,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,2139.14,710.77,60.73,0.0,0.0,8935.83,0.0,9291.89,0.15305125545136825
2009,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,2217.16,775.27,66.66,0.0,0.0,7841.91,0.0,10090.02,0.1753692659058826
2010,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,2317.04,806.2199999999999,107.49000000000001,0.0,0.0,9615.37,0.0,13663.18,0.1459465418387436
2011,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,2521.13,866.2900000000001,113.15,0.0,0.0,9720.93,0.0,12731.17,0.15859490810035665
2012,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,2641.0,895.51,124.62,0.0,0.0,10328.01,0.0,13590.54,0.156939236116154
2013,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,2932.28,997.29,86.64,0.0,0.0,12371.61,0.0,16227.08,0.1494025434038092
2014,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,3047.85,1006.7699999999999,101.05,0.0,609.94,13082.59,0.0,20130.49,0.10166870627299333
2015,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,3154.19,1026.85,109.95,0.0,0.0,16502.22,0.0,21727.94,0.12224961247638197
2016,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,4451.21,1469.99,142.38,0.0,819.93,27725.04,-1.9,32359.32,0.07282400189877483
2017,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,5017.97,1554.1899999999998,161.71,0.0,860.86,33759.8,-2.0,37835.49,0.07231543524755761
2018,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,5222.68,1528.32,157.32,0.0,802.55,38791.4,-1.95,43550.1,0.07049571468530748
2019,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,5416.93,1589.44,161.93,0.0,729.58,41049.94,-1.88,56357.55,0.07152542653660124
2020,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,6144.99,1708.1899999999998,165.81,0.0,810.6,50377.46,-2.09,60422.45,0.06869210092154161
2021,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,6367.02,2011.43,185.4,0.0,848.87,80810.57,675.18,65858.04,0.04075951930245473
2022,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,8482.89,2935.95,264.14000000000004,0.0,1491.73,74343.95,0.0,41084.98,0.05099365852903968
2023,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,9759.68,3224.6899999999996,409.06,0.0,2248.33,77699.08,0.0,71067.31,0.04990535280469216
2024,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,10016.41,3115.07,247.13,0.0,2205.87,81398.44,0.0,61051.51,0.054648958874396115
