Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,1555.12,652.9,799.01,0.0,18.03,851.47,0.0,804.01,0.10003875650345863
2005,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,1094.93,514.77,687.88,38.69,11.57,609.25,0.0,601.28,-0.1322938038572014
2006,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,398.11,215.24,245.14000000000001,31.75,17.13,366.93,0.0,294.0,-0.12986128144332706
2007,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,209.72,78.85,231.61,0.0,50.76,37.23,0.0,43.52,-4.069298952457696
2008,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,183.64,58.76,107.47,0.0,17.41,47.99,0.0,29.07,-7.403029128569496e-17
2009,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,116.71,36.2,93.77999999999999,0.0,11.85,20.22,0.0,53.81,-1.2423343224530168
2010,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,152.14,46.01,90.15,0.0,12.91,22.08,0.0,69.96,0.1390398550724633
2011,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,184.0,57.42,95.15,0.0,3.88,78.13,0.0,120.83,0.3526174324843209
2012,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,174.65,62.74,107.86999999999999,0.0,0.4,104.95,0.0,77.12,0.03468318246784189
2013,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,150.96,65.98,93.25,0.0,0.0,104.91,0.0,60.9,-0.07882947288151745
2014,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,175.44,62.62,125.47,0.0,0.72,96.31,0.0,60.22,-0.13882255217526743
2015,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,156.1,65.89,104.51,0.0,0.94,90.86,0.0,68.88,-0.16773057451023565
2016,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,200.84,87.79,109.72,0.0,0.5,96.6,0.0,94.38,0.029296066252587977
2017,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,223.22,100.51,109.64999999999999,0.0,0.49,119.09,0.0,155.55,0.10555042404903855
2018,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,279.75,127.71,126.22,0.0,1.14,147.51,0.0,244.38,0.16731069080062383
2019,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,307.05,143.77,136.91,0.0,1.22,178.08,0.0,347.04,0.1412286612758311
2020,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,274.89,126.11,148.82999999999998,0.0,3.9499999999999997,179.65,0.0,280.95,-0.02226551628165884
2021,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,336.9,176.44,151.48,0.0,0.4,191.77,0.0,,0.04474109610470871
2022,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,394.81,182.59,169.24,0.0,1.05,228.59,0.0,526.48,0.18342884640622945
2023,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,368.47,183.29,201.45999999999998,0.0,3.13,209.91,0.0,293.08,-0.09246820065742434
2024,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,320.48,181.81,192.93,0.0,4.39,180.58,0.0,256.0,-0.3247867980950271
