Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2006,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,16.66,7.64,5.67,0.0,6.79,353.56,0.0,,-0.009729607421654034
2007,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,63.79,28.17,8.15,0.0,0.0,406.12,0.0,,0.06764010637250073
2008,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,49.27,29.68,9.49,0.0,20.19,289.98,0.0,,-0.03479550313814745
2017,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,97.42,38.44,13.65,0.0,9.88,321.41,0.0,,0.11029526150399802
2018,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,91.59,37.45,11.61,0.0,10.49,379.9,0.0,,0.08433798367991577
2019,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,102.09,41.5,14.520000000000001,0.0,19.54,895.94,0.0,,0.029611357903431033
2020,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,182.59,55.46,62.85,0.0,44.93,2148.86,0.0,1917.36,0.009004774624684717
2021,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,227.4,56.419999999999995,46.0,0.0,40.09,2217.36,0.0,2108.32,0.03828426597395101
2022,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,249.51,63.66,48.37,0.0,59.480000000000004,2354.2,0.0,1081.24,0.033132274233285186
2023,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,290.72,68.58,49.669999999999995,0.0,128.99,2317.87,0.0,990.6,0.01875860164720198
2024,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,330.52,81.36,52.79,0.0,132.21,2687.34,0.0,1441.95,0.023874909762069543
