Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,825.77,218.61,447.11,0.0,0.0,183.43,54.8,794.21,0.6718297443646893
2005,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,783.41,203.09,437.72,0.0,0.0,221.01,64.79,974.06,0.498950314905528
2006,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,802.11,206.94,442.22,0.0,10.83,296.83,0.0,811.63,0.47879257487450744
2007,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,839.41,218.38,454.77000000000004,0.0,17.29,355.75,0.0,782.4,0.41874912157413896
2008,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,866.88,220.2,475.34000000000003,0.0,14.67,425.98,0.0,702.19,0.36778722005727976
2009,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,852.05,232.51,488.03,1.04,14.4,408.68,0.0,697.63,0.28910149750415975
2010,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,815.78,203.91,452.78999999999996,5.35,11.87,445.04,0.0,819.98,0.3428006471328421
2011,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,846.77,223.13,468.93,4.44,11.62,435.29,0.0,667.76,0.3389234763031541
2012,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,794.06,211.39,462.20000000000005,3.76,11.35,427.91,0.0,555.72,0.2637937884134512
2013,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,1171.22,360.44,711.2,4.49,18.38,486.78,2.38,408.73,0.1751778559162645
2014,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,1317.47,422.54,783.5799999999999,4.88,24.08,563.36,3.51,866.36,0.16255931695097664
2015,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,1339.93,420.14,807.8100000000001,4.59,22.56,635.68,7.56,855.71,0.14615073689447183
2016,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,1412.11,423.59,894.38,4.64,17.17,656.17,6.17,742.21,0.1232146631639339
2017,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,1624.0,456.81,1040.12,9.33,12.66,806.18,6.76,1022.99,0.1522129554456665
2018,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,1594.73,455.41,1069.64,12.48,10.32,782.9,4.84,937.22,0.09119760327011432
2019,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,2275.26,634.65,1507.3400000000001,14.65,9.41,764.92,2.15,1193.91,0.18057022175290402
2020,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,2217.5,635.3,1504.2600000000002,14.06,8.57,969.73,-1.69,1146.75,0.08618445518780193
2021,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,2150.65,547.17,1489.8000000000002,12.51,7.64,905.66,0.09,1643.83,0.13088600607231557
2022,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,2230.77,693.47,1515.46,11.01,7.15,869.26,-0.89,1268.72,0.02959567926114434
2023,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,2379.53,774.75,1625.3000000000002,11.51,22.47,646.73,-2.19,950.27,-0.04884103391566077
2024,KSL.HE,Keskisuomalainen Oyj,Media & Publishing,Communication Services,2354.79,694.54,1641.12,12.2,29.92,557.54,-2.44,820.06,0.0025400828679519962
