Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2007,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,43.36,5.32,17.92,0.0,0.0,34.04,0.0,286.13,0.5910693301997649
2008,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,54.11,7.05,27.959999999999997,0.0,0.0,38.97,0.0,112.66,0.49012060559404685
2009,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,66.32,12.4,37.17,0.0,0.0,37.95,0.0,186.39,0.4413702239789194
2010,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,104.22,29.67,47.85,0.0,0.01,42.38,0.0,297.4,0.6297781972628597
2011,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,112.38,21.87,62.6,0.0,0.01,49.2,0.0,217.62,0.567073170731707
2012,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,117.43,18.95,90.15,0.0,0.01,45.12,0.0,177.48,0.18439716312056736
2013,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,124.13,15.49,101.48,0.0,0.0,45.45,0.0,205.64,0.15753575357535746
2014,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,166.24,17.06,136.22,0.0,0.01,60.61,0.0,347.17,0.21366111202771834
2015,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,216.95,19.31,143.67000000000002,0.0,0.01,95.08,0.0,1390.86,0.5675220866638617
2016,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,237.98,18.8,161.83,0.0,0.01,99.02,0.0,1177.28,0.5790749343566953
2017,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,292.21,29.19,196.42,0.0,0.11,114.68,0.0,1440.81,0.5797872340425532
2018,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,284.57,35.35,218.64,0.0,0.02,107.44,0.0,1006.48,0.2844378257632168
2019,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,286.28,27.43,252.93,0.0,0.61,71.31,0.0,634.87,0.07446360959192201
2020,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,317.34,28.79,259.24,0.0,0.51,92.2,0.0,786.42,0.3123644251626892
2021,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,333.69,40.97,248.29999999999998,0.0,0.31,88.44,0.0,694.0,0.4987562189054731
2022,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,344.88,54.01,273.01000000000005,0.0,0.01,109.25,0.0,728.97,0.1633867276887868
2023,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,414.98,39.82,334.47999999999996,0.0,2.05,116.69,0.0,1200.83,0.3310480760990665
2024,MSABb.ST,Micro Systemation AB (publ),Office Equipment,Information Technology,411.58,23.68,340.79,0.0,2.06,134.09,0.0,918.52,0.33596837944664
