Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1633.77,1272.38,158.63,0.0,23.09,517.45,0.0,769.15,0.34722195381196225
2005,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1686.49,1345.59,162.25,0.0,19.23,541.56,0.0,785.24,0.29437181475736784
2006,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1461.95,1081.3,156.05,0.0,17.43,506.57,0.0,1030.09,0.40896618433780146
2007,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1764.37,1294.87,208.03,0.0,36.11,725.16,0.0,1073.33,0.3107727949693861
2008,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1874.15,1490.36,232.87,0.0,43.72,780.47,0.0,208.2,0.1373531333683552
2009,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1445.8,1176.59,204.77,0.0,26.3,619.05,0.0,256.3,0.06161053226718364
2010,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1432.65,1217.99,178.39,0.0,23.33,710.89,0.0,438.16,0.018202534850680272
2011,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1588.19,1283.71,150.83,0.0,21.74,763.16,0.0,267.69,0.17284710938728445
2012,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1653.69,1338.25,159.13,0.0,18.31,816.47,0.0,396.87,0.16902029468320948
2013,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,1891.98,1436.23,224.09,0.0,22.53,978.81,0.0,499.93,0.2136574003126245
2014,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,3426.43,2661.54,400.6,0.0,32.1,1291.77,0.0,930.77,0.25715878213613863
2015,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,4050.17,3109.26,437.49,0.0,22.02,1557.27,0.0,1803.51,0.30913072235386274
2016,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,6171.89,4999.04,556.97,0.0,43.7,2286.4,0.0,3562.61,0.25025367389783076
2017,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,9046.29,7754.51,677.16,0.0,73.59,2448.58,6.2,2901.21,0.22039856932189472
2018,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,10059.26,8737.44,634.83,0.0,81.1,2631.89,10.15,3008.77,0.22932658097530684
2019,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,10472.88,9101.02,739.16,0.0,125.91,2603.89,0.0,2891.0,0.19462803728268047
2020,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,11309.58,9701.07,750.21,0.0,112.07,3014.61,21.82,4415.7,0.24575899987814642
2021,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,11759.0,10110.57,783.73,0.0,91.9,3192.22,26.7,5994.0,0.240080523902427
2022,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,14227.94,12108.36,1006.58,0.0,178.25,3609.56,33.41,4992.15,0.25659008995407595
2023,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,13801.2,11464.09,1162.98,0.0,335.71,3862.35,27.99,3417.31,0.2155132970383053
2024,ELANb.ST,Elanders AB,Freight & Logistics Services,Industrials,14383.4,11930.4,1371.93,0.0,512.5699999999999,4192.57,25.7,3191.63,0.13477088948787064
