Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2005,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,220.76,45.39,152.7,0.0,0.1,42.75,0.0,,0.5279532163742694
2006,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,316.29,70.02,213.77,0.0,0.11,47.99,0.0,,0.6749322775578251
2007,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,447.67,100.0,299.94,0.0,0.29,140.86,0.0,407.82,0.33678830044015345
2008,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,565.37,97.17,398.68000000000006,0.0,0.21,120.96,0.0,343.48,0.572999338624338
2009,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,589.09,90.5,441.5,0.0,0.37,126.75,0.0,524.76,0.44749506903353087
2011,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,897.25,150.81,658.42,0.0,0.47,135.61,2.01,711.32,0.6361720680133708
2012,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1030.35,171.76,780.35,0.0,0.9099999999999999,140.01,2.34,660.51,0.5432384966631535
2013,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1112.77,152.0,865.6700000000001,0.0,0.8700000000000001,157.1,2.73,904.39,0.5895639116561341
2014,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1132.6,136.65,916.7900000000001,0.0,1.06,150.36,3.17,772.29,0.5086953689832596
2015,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1232.49,148.2,984.94,0.0,0.8200000000000001,171.22,3.4,995.85,0.5642538082693844
2016,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1330.81,183.0,1041.52,0.0,2.1100000000000003,172.53,3.63,1402.32,0.5913941871026338
2017,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1607.35,247.35,1215.8600000000001,0.0,0.99,217.39,3.02,2072.99,0.6494714395898546
2018,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1846.71,258.51,1396.64,0.0,2.73,276.99,0.0,1991.7,0.6817213617820136
2019,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,2132.05,286.64,1613.3700000000001,0.0,7.4,316.96,0.8,3942.75,0.7069486404833842
2020,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,2401.84,308.82,1778.47,0.0,6.08,422.05,0.87,7240.42,0.7293814432989689
2021,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,2695.12,326.65,2028.4,0.0,6.140000000000001,445.59,3.67,7769.46,0.7432889640742548
2022,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,3085.47,325.17,2358.61,0.0,7.43,451.76,5.2,6228.04,0.8627888655462176
2023,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,3525.76,347.46,2771.3199999999997,0.0,9.52,453.3,5.07,6321.46,0.8671160852586349
2024,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,3921.4,324.96,3106.0899999999997,0.0,25.25,464.84,0.0,7940.75,1.0005593322433535
