Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,37.17,14.82,99.63,40.8,0.01,104.76,0.0,486.87,-0.34831996945399
2005,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,78.5,29.14,101.84,46.45,0.01,125.42,0.0,782.34,-0.048158188486684746
2006,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,117.28,34.64,104.32,42.36,0.0,124.56,0.0,2652.59,0.16602440590879902
2007,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,198.28,57.89,122.41999999999999,46.26,0.0,152.4,0.0,1344.99,0.4214566929133857
2008,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,234.62,64.74,140.74,61.17,0.0,244.07,0.0,1115.73,0.37001679845945834
2009,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,191.6,45.24,118.38,33.97,0.13,271.24,0.0,1493.63,0.22791623654328264
2010,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,241.61,90.0,115.43,18.6,0.1,382.27,0.0,1157.04,0.14304025950244592
2011,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,254.38,97.04,120.36,17.33,0.11,426.67,0.0,691.57,0.1270302575761126
2012,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,240.89,97.08,138.87,25.72,0.16,430.93,0.0,519.18,0.07077715638270717
2013,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,253.43,112.2,149.96,34.68,0.17,465.72,0.0,527.63,0.05535514901657651
2014,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,348.24,135.17,163.85,37.65,0.17,514.61,0.0,1158.63,0.1684770991624726
2015,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,359.28,143.15,197.76000000000002,42.03,0.01,556.3,0.0,3388.45,0.10855653424411281
2016,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,494.44,184.32,261.57000000000005,73.68,0.04,533.93,0.0,3291.05,0.22885022381211015
2017,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,413.51,173.74,248.64000000000001,60.41,0.07,546.44,0.0,1845.57,0.09419149403411163
2018,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,420.93,165.28,253.36,58.43,0.04,481.94,0.0,1017.89,0.12590778935137154
2019,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,417.41,154.71,248.41000000000003,65.86,2.11,434.84,0.0,840.94,0.17946831018305592
2020,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,339.89,132.97,207.26,57.17,1.41,723.23,0.0,643.33,0.07662845844337211
2021,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,381.53,152.64,209.61,53.08,1.21,629.9,0.0,2514.96,0.11295443721225586
2022,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,451.43,168.61,222.48,48.82,0.96,569.55,0.0,2101.68,0.1899745413045387
2023,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,556.73,216.55,265.09999999999997,51.57,0.96,626.37,0.0,1879.63,0.2006641441959226
2024,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,618.35,239.22,298.09000000000003,50.41,0.78,664.53,0.0,2695.94,0.1966352158668532
