Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2010,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,82.13,17.13,6.59,0.0,16.19,45.03,0.0,,0.9375971574505885
2011,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,92.49,16.63,6.65,0.0,26.78,192.13,0.0,,0.2208400562119398
2012,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,85.5,17.18,6.77,0.0,25.62,280.94,0.0,,0.12789207659998575
2013,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,97.98,20.76,10.11,0.0,15.81,437.58,0.0,,0.11723570547099958
2014,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,214.03,43.93,14.7,0.0,6.48,1142.88,0.0,,0.13030239395212095
2015,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,361.99,83.04,23.23,0.0,47.0,1601.11,0.0,1873.81,0.1303595630531319
2016,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,470.4,134.16,28.45,0.0,64.57,2013.87,0.0,2831.71,0.12077244310705261
2017,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,591.89,205.72,9.33,0.0,62.1,2320.21,0.0,2804.83,0.13565151430258465
2018,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,612.28,218.24,8.99,0.0,129.66,2300.63,0.0,2141.51,0.11100872369742198
2019,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,622.07,222.35,11.86,0.0,103.34,2362.46,0.0,2069.66,0.12043378512228778
2020,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,581.11,200.9,21.17,0.0,141.57,2231.17,0.0,2133.0,0.09746904090678882
2021,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,587.47,197.56,9.15,0.0,323.62,2546.29,0.0,,0.022440491852852597
2022,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,716.25,240.36,0.0,0.0,518.11,3031.32,0.0,2799.7,-0.01392792578810552
2023,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,860.38,300.8,3.83,0.0,590.01,3657.36,0.0,2988.62,-0.009367412559879286
2024,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,896.04,318.04,13.72,0.0,511.34999999999997,4310.93,0.0,3952.0,0.012278093126077205
