Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2013,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,2784.17,1779.55,1038.87,0.0,86.23,407.52,0.0,,-0.295641931684334
2014,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,4838.35,2769.43,1776.7199999999998,0.0,144.67,849.42,0.0,2774.8,0.17368321913776547
2015,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,5184.86,3006.47,1957.9099999999999,0.0,51.44,967.97,0.0,3410.02,0.17463351136915403
2016,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,5859.72,3538.18,2163.35,0.0,60.39,921.77,0.0,3246.54,0.10610022022847404
2017,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,6876.13,4193.13,2518.5699999999997,5.71,47.64000000000001,1455.54,0.0,4197.58,0.08416120477623447
2018,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,8238.11,4954.85,3003.25,5.62,55.25,1547.71,0.98,3990.46,0.14875798255299646
2019,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,9204.4,5629.1,3268.21,5.58,67.01,1629.66,2.81,4608.55,0.1504836229762257
2020,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,10173.41,6036.5,3831.92,3.07,70.62,1957.88,1.04,4745.88,0.12120964613154184
2021,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,10123.29,6213.68,3757.27,6.01,62.14,1900.82,0.0,2638.83,0.05061499773781885
2022,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,11514.8,7419.68,3951.65,10.45,87.41000000000001,2194.09,1.88,3046.86,0.030287299006816436
2023,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,12952.53,8068.71,4368.27,12.94,151.28,2414.22,0.0,3824.2,0.15624508122706293
2024,SCST.ST,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,13245.38,8012.92,4765.65,27.46,170.85,2684.36,0.0,5779.73,0.12048309466688503
