Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2015,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,64.76,29.87,24.21,0.0,0.0,30.45,0.28,149.53,0.34754311747478034
2016,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,424.68,282.8,105.15,0.0,1.1,97.53,0.88,430.2,0.3620567015547199
2017,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,939.16,639.22,282.53000000000003,0.0,5.3,251.69,0.44,788.79,0.048030777773370524
2018,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,812.99,427.73,401.66999999999996,0.0,3.46,314.98,0.36,379.5,-0.06301135282552156
2019,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,1393.3,604.94,789.0,0.0,9.25,97.23,0.66,161.78,-0.10103177035448054
2020,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,1437.83,593.51,812.68,0.0,10.91,166.57,0.57,438.39,0.12402776115831032
2021,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,1693.69,579.55,992.3599999999999,0.0,9.34,243.98,0.91,1774.34,0.45914492220997266
2022,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,2334.93,1116.88,1180.4,0.0,24.43,364.88,1.09,1108.86,0.03612317949558608
2023,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,2675.98,1278.49,1343.25,0.0,47.38,561.96,0.51,634.62,0.012196206019876627
2024,TRANS.ST,Transtema Group AB,Telecommunications Services,Communication Services,2531.02,1172.66,1320.4699999999998,0.0,40.58,572.11,0.0,664.13,-0.004701892992606139
