Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,3780.75,2503.04,1166.42,0.0,19.13,393.57,0.0,724.76,0.2341641893436999
2005,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,4174.87,2753.26,964.0,0.0,5.35,432.69,0.0,1113.02,1.0452286856641004
2006,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,5357.71,3606.55,1559.33,0.0,22.060000000000002,534.12,0.0,1455.99,0.31784992136598506
2007,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,5538.42,0.0,5309.41,0.0,0.0,609.14,4.44,1747.18,0.3732357638775713
2008,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,5916.44,3436.35,2133.72,0.0,28.830000000000002,778.0,-38.0,1192.8,0.42910810810810796
2009,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,5400.97,2984.4300000000003,2091.24,0.0,19.049999999999997,914.56,0.26,2107.01,0.33476530902254015
2010,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,5828.0,3245.0,2269.0,0.0,5.0,967.0,1.0,2673.71,0.31921487603305787
2011,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,7356.0,4637.0,2399.0,0.0,1.0,1266.0,65.0,3342.08,0.2396694214876033
2012,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,9830.0,6335.0,3249.0,0.0,17.0,1102.0,100.0,4302.65,0.19051580698835274
2013,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,10127.0,6003.0,3638.0,0.0,9.0,1229.0,106.0,5242.73,0.35730337078651686
2014,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,9935.0,5966.0,3468.0,0.0,20.0,1362.0,137.0,6587.9,0.3208805870580387
2015,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,12398.0,7910.0,3626.0,0.0,0.0,1561.0,259.0,12151.63,0.4736263736263736
2016,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,11876.0,6946.0,3856.0,0.0,20.0,1680.0,270.0,13945.85,0.5405128205128205
2017,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,13704.0,8510.0,4383.0,0.0,18.0,1693.0,384.0,12709.07,0.3818006740491093
2018,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,18767.0,12614.0,5218.0,0.0,14.0,1746.0,378.0,13069.21,0.4336158192090395
2019,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,22612.0,15083.0,6370.0,0.0,117.0,2189.0,809.0,18139.49,0.3475650433622415
2020,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,27025.0,18753.0,7093.0,0.0,57.0,2593.0,901.0,18613.34,0.3211219232970807
2021,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,27868.0,19073.0,7384.0,0.0,37.0,2654.0,918.0,20677.35,0.38465845464725645
2022,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,31205.0,21900.0,8081.0,0.0,46.0,2575.0,918.0,15487.55,0.3372459204122531
2023,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,30530.0,20905.0,8889.0,0.0,99.0,2323.0,880.0,13479.67,0.19887605369965658
2024,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,30638.0,20333.0,9262.0,0.0,113.0,2606.0,882.0,16106.15,0.2666284403669725
