Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,SAND.ST,Sandvik AB,Metals & Mining,Materials,50111.16,33075.57,10435.16,1187.4,646.92,20612.29,898.77,59984.29,0.3319645800811305
2005,SAND.ST,Sandvik AB,Metals & Mining,Materials,54734.87,36035.01,10721.54,1219.59,938.88,19945.01,865.29,69305.77,0.39687222192856425
2006,SAND.ST,Sandvik AB,Metals & Mining,Materials,62903.39,40970.87,11702.859999999999,1377.47,907.58,24764.39,0.0,97612.71,0.43205384828780347
2007,SAND.ST,Sandvik AB,Metals & Mining,Materials,74833.25,48517.06,14122.789999999999,1575.75,1335.66,24064.33,1016.77,105634.02,0.49573144718533085
2008,SAND.ST,Sandvik AB,Metals & Mining,Materials,79248.31,52654.87,16101.289999999999,1722.6,1929.59,31645.78,1011.05,49194.54,0.3149466742485415
2009,SAND.ST,Sandvik AB,Metals & Mining,Materials,59204.2,45158.87,14853.52,1651.76,1813.89,23453.71,784.84,78927.93,-0.04003209762960267
2010,SAND.ST,Sandvik AB,Metals & Mining,Materials,69413.76,44620.01,15325.71,1768.64,1616.64,28268.24,1069.82,128427.79,0.3279030719822644
2011,SAND.ST,Sandvik AB,Metals & Mining,Materials,81259.96,53293.49,18942.58,2091.01,1702.34,25912.37,1215.66,82733.6,0.34696806218512766
2012,SAND.ST,Sandvik AB,Metals & Mining,Materials,84677.73,54853.3,17935.23,2210.43,1903.61,27760.21,91.6,105774.15,0.43788967395655776
2013,SAND.ST,Sandvik AB,Metals & Mining,Materials,78815.15,53111.42,18172.21,2401.6,1818.58,31581.67,94.25,102051.14,0.2561737749053539
2014,SAND.ST,Sandvik AB,Metals & Mining,Materials,75813.29,47149.87,19021.07,2396.58,1777.46,35021.74,128.44,87425.11,0.2919322177013032
2015,SAND.ST,Sandvik AB,Metals & Mining,Materials,82076.85,52814.29,22177.820000000003,2869.27,1797.48,35561.19,84.77,92521.07,0.22882060126869924
2016,SAND.ST,Sandvik AB,Metals & Mining,Materials,80081.46,48981.93,20407.010000000002,3019.51,1639.87,37171.24,88.19,127593.36,0.3240028094901078
2017,SAND.ST,Sandvik AB,Metals & Mining,Materials,87951.96,52509.53,21241.64,3062.88,1333.41,48725.47,28.02,171667.18,0.32675117206993815
2018,SAND.ST,Sandvik AB,Metals & Mining,Materials,93714.26,55339.66,21624.93,3310.42,1019.81,56716.96,40.99,147201.61,0.3354645472572563
2019,SAND.ST,Sandvik AB,Metals & Mining,Materials,96071.6,57381.65,23509.329999999998,3418.96,1410.76,57988.82,13.13,204463.77,0.29634900205941367
2020,SAND.ST,Sandvik AB,Metals & Mining,Materials,88432.94,55438.95,20104.26,3509.52,1130.95,67957.63,1.04,250944.52,0.22467037686287866
2021,SAND.ST,Sandvik AB,Metals & Mining,Materials,85889.15,49103.14,19222.32,3475.65,949.09,75214.32,128.6,293809.95,0.2666508014289862
2022,SAND.ST,Sandvik AB,Metals & Mining,Materials,106731.65,63623.58,25404.980000000003,3976.36,1715.01,76456.15,40.47,222445.73,0.260984602979844
2023,SAND.ST,Sandvik AB,Metals & Mining,Materials,125905.46,74104.31,29021.27,4467.8,2833.56,88223.8,66.45,275432.26,0.27652113342073453
2024,SAND.ST,Sandvik AB,Metals & Mining,Materials,124966.62,74995.43,30057.350000000002,4889.72,2866.92,99647.14,77.11,255733.37,0.21997297547988579
