Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,462.64,74.42,351.07000000000005,0.0,2.21,190.84,0.0,342.16,0.18308530706350828
2005,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,469.69,77.74,346.2,0.0,1.8,203.74,0.0,428.18,0.21571610876607442
2006,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,660.8,115.53,489.03999999999996,0.0,4.52,252.59,0.0,779.19,0.20471911002019091
2007,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,559.86,114.05,468.2,11.94,0.0,218.83,0.0,333.84,-0.0477539642644975
2008,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,547.68,102.57,423.41999999999996,11.09,8.32,264.47,0.0,175.56,0.09248686051347968
2009,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,463.79,89.02,392.93,10.59,6.98,197.27,0.0,237.29,-0.07375678004765039
2010,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,447.33,92.06,372.28999999999996,11.67,6.1,172.11,0.0,243.83,-0.0665272209633372
2011,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,457.95,95.18,391.03000000000003,10.54,5.94,145.48,0.0,131.56,-0.16263403904316764
2012,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,382.59,79.98,318.66999999999996,7.74,6.41,133.31,0.0,112.92,-0.110494336508889
2013,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,341.42,70.89,304.13,10.47,7.57,173.26,0.0,139.52,-0.17719034976336107
2014,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,328.36,73.21,285.90999999999997,0.0,5.52,164.15,0.0,99.98,-0.22101736216874765
2015,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,285.79,63.52,251.97,0.0,5.77,138.33,0.0,94.75,-0.2564158172486083
2016,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,283.15,62.67,239.84,0.0,5.77,112.57,0.0,105.59,-0.22323887358976674
2017,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,273.2,64.87,223.66,0.0,5.79,109.87,0.0,108.34,-0.19222717757349606
2018,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,274.44,67.72,210.03000000000003,0.0,5.57,92.24,0.0,54.51,-0.0962705984388555
2019,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,282.36,68.06,218.01,0.0,6.62,75.94,0.0,93.78,-0.1360284435080324
2020,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,312.73,74.0,233.23000000000002,0.0,6.42,82.77,0.0,228.79,-0.011115138335145583
2021,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,340.59,87.47,241.8,0.0,5.3,95.85,0.0,271.45,0.0628064684402709
2022,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,447.02,121.64,294.36,0.0,6.010000000000001,151.49,0.0,356.83,0.16509340550531373
2023,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,516.98,123.84,345.66999999999996,0.0,9.790000000000001,202.83,0.0,300.74,0.18577133560124254
2024,TULAV.HE,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,387.21,91.93,291.98,0.0,8.209999999999999,220.09,0.0,276.92,-0.022309055386433026
