Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,426.82,217.29,181.37,0.0,0.94,104.96,0.0,440.4,0.2593368902439024
2005,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,534.37,223.0,269.65999999999997,0.0,2.02,127.8,0.0,623.4,0.3105633802816904
2006,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,640.01,257.14,325.55,0.0,3.62,179.25,6.61,900.7,0.28892714946734094
2007,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,836.75,482.72,279.23,0.0,0.0,179.36,9.26,790.07,0.3965645212596753
2008,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1097.2,0.0,997.53,0.0,0.0,262.78,13.57,409.39,0.36066582232675987
2009,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,895.98,514.47,329.79999999999995,0.0,7.03,238.49,12.18,669.51,0.17824231060757184
2010,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1037.81,0.0,933.4,0.0,0.0,293.03,23.98,1147.1,0.3293586953092961
2011,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1224.47,670.51,424.47,0.0,16.25,364.67,16.39,998.1,0.29717104917860704
2012,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1174.97,647.91,439.42999999999995,0.0,20.25,329.06,18.25,1004.93,0.19400535544614353
2013,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1242.03,681.66,482.89,0.0,19.39,368.84,4.52,1213.0,0.15558710092136283
2014,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1287.46,695.27,525.11,0.0,15.86,475.93,6.09,950.37,0.10626115098958558
2015,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1314.24,719.11,554.45,0.0,8.22,545.22,6.26,1087.57,0.05885979545949074
2016,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1101.27,575.97,565.63,100.89,14.86,393.92,5.47,739.56,0.11442449735847152
2017,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1167.74,598.72,551.5,121.66,17.98,585.39,6.23,858.6,0.20486122849126118
2018,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1327.2,661.58,598.03,126.93,8.54,637.13,3.75,1011.6,0.2901947322431657
2019,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1450.5,696.54,660.81,149.66,11.2,641.77,3.98,1892.53,0.3586682152535812
2020,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1471.51,741.4,711.22,191.69,14.87,665.36,3.74,1226.2,0.29249738454640567
2021,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1622.37,854.05,712.8,202.86,18.12,710.44,4.18,2186.21,0.33620665528532645
2022,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,2022.27,1062.86,771.02,181.6,20.99,931.14,4.59,2996.66,0.3729708356042877
2023,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,2458.98,1241.82,892.65,212.36,43.61,1166.92,4.64,3659.61,0.42102837242650826
2024,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,2296.51,1129.29,917.33,223.25,42.54,1369.32,0.0,2900.01,0.31446265299564763
