Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,505.5,266.11,98.06,0.0,2.72,137.5,7.24,305.87,0.9576481967666158
2005,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,481.37,260.31,89.51,0.0,2.41,133.95,8.15,228.62,0.9087966220971149
2006,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,499.08,273.25,90.52,0.0,3.54,142.3,7.31,245.67,0.8807566339148453
2007,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,593.5,325.12,114.5,0.0,5.05,153.73,8.31,174.91,0.9184769192791903
2008,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,627.37,356.02,115.15,0.0,4.34,175.56,11.04,147.54,0.8138263665594856
2009,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,652.66,404.81,114.92999999999999,0.0,3.62,140.05,9.26,175.37,0.865983524211372
2010,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,745.13,489.92,116.65,0.0,2.19,121.93,9.02,133.79,1.0413898434516988
2011,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,772.43,516.13,107.69,0.0,2.68,123.76,9.27,101.73,1.0969706081335033
2012,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,674.42,443.91,223.54,0.0,1.69,120.26,9.42,85.84,0.04071560764959857
2013,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,652.35,439.58,222.23000000000002,0.0,1.58,97.76,9.48,86.5,-0.10294666169339779
2014,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,620.58,413.15,210.88,0.0,1.85,114.8,0.39,58.83,-0.04601093844951759
2015,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,615.57,414.25,192.78,0.0,1.35,115.21,5.54,85.0,0.059544513457557346
2016,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,550.83,364.05,185.41,0.0,1.04,105.48,4.4,82.2,0.00300327630142003
2017,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,531.18,355.28000000000003,176.45,0.0,0.86,105.36,3.68,107.34,-0.012931034482759245
2018,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,536.62,351.71999999999997,171.78,0.0,0.77,116.09,3.66,115.66,0.103131524008351
2019,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,554.7,374.27,167.32999999999998,0.0,1.91,118.37,3.44,120.32,0.0918643789508257
2020,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,617.02,412.38,173.84,0.0,1.94,141.62,7.77,234.46,0.1931856215275452
2021,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,918.86,649.6,250.89,0.0,3.3,185.33,8.31,340.25,0.07782482958066517
2022,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,1031.29,740.97,253.69,0.0,4.79,215.37,8.11,238.27,0.14247359942724153
2023,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,1069.81,764.04,271.40999999999997,0.0,10.51,240.59,5.32,150.66,0.0969867024521167
2024,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,1194.67,869.77,290.48,0.0,11.530000000000001,260.37,4.17,249.53,0.08652755726922232
