Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,350.29,307.54,63.96,0.0,4.93,127.16,0.11,84.78,-0.20539011550247507
2005,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,409.65,345.57,167.0,0.0,8.67,32.27,0.0,127.14,-3.4580105361016424
2006,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,103.84,82.91,24.979999999999997,0.0,0.0,38.42,0.0,76.01,-0.10541384695471083
2007,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,117.06,93.72,61.48,0.0,0.0,188.81,0.0,159.48,-0.2020020126052645
2008,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,176.21,129.75,54.57,0.0,0.6,135.9,0.0,63.55,-0.06409124356144218
2009,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,125.97,98.81,57.89,0.0,0.25,88.7,0.0,42.61,-0.34926719278466745
2010,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,105.42,84.17,34.50000000000001,0.0,0.37,35.53,0.0,54.39,-0.38333802420489743
2011,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,185.48,121.91,66.16,0.0,0.66,38.5,0.0,54.4,-0.08441558441558451
2012,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,129.27,76.65,58.00999999999999,0.0,0.44,33.25,0.0,42.93,-0.17533834586466127
2013,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,95.95,66.91,48.71,0.0,0.29,27.82,0.16,33.09,-0.7133666904932092
2014,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,72.28,48.43,34.71,0.0,0.85,18.83,0.0,16.82,-0.6218799787573022
2015,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,46.08,22.37,26.490000000000002,0.0,1.53,21.45,0.0,39.11,-0.20093240093240117
2016,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,81.31,44.38,38.7,0.0,1.96,16.69,0.0,65.02,-0.22348711803475152
2017,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,84.73,47.06,41.54,0.0,1.16,26.52,0.0,48.43,-0.18966817496229252
2018,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,118.74,59.75,59.0,0.0,0.28,46.35,0.0,79.95,-0.006256742179072387
2019,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,322.08,178.67,133.81,0.0,0.6599999999999999,87.11,0.0,132.93,0.10262886006199053
2020,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,449.1,239.6,205.21,0.0,22.419999999999998,123.95,0.0,466.34,-0.14626865671641773
2021,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,585.79,268.69,294.53999999999996,0.0,30.46,247.47,0.1,551.21,-0.03191016682150503
2022,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,726.48,329.13,373.40999999999997,0.0,36.959999999999994,245.67,0.0,121.78,-0.052997924044449626
2023,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,814.43,312.52,479.42,0.0,54.739999999999995,225.21,0.0,108.65,-0.14319968029838837
2024,STWK.ST,Stockwik Forvaltning AB,Professional & Commercial Services,Industrials,865.36,355.34,476.15,0.0,49.53,217.13,0.0,110.69,-0.07212269147515286
