Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,706.4,410.18,287.58,0.0,7.58,174.51,0.07,144.84,0.006071714973078167
2005,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,639.67,364.9,260.51,0.0,4.48,154.11,0.06,130.89,0.06343646623856775
2006,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,698.36,412.85,283.91,0.0,5.41,144.94,0.07,145.4,-0.02627405006551296
2007,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,762.92,472.9,263.88,0.0,5.93,147.47,-0.06,137.11,0.13710060375822528
2008,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,654.36,389.11,258.6,7.68,5.08,155.96,0.09,71.77,0.05927587311759041
2009,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,463.07,249.11,223.98,5.55,4.19,102.15,0.07,70.91,-0.08471923302680494
2010,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,465.24,261.19,157.52,4.89,2.15,136.61,1.56,142.42,0.3565897083303176
2011,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,433.03,225.14,165.01,4.19,0.0,140.06,1.87,110.94,0.3316423589093214
2012,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,345.51,198.71,169.92,3.0,1.94,96.28,1.53,70.61,-0.22553931090890508
2013,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,377.12,241.36,157.45000000000002,5.27,2.27,89.92,1.76,102.16,-0.20386125654450277
2014,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,380.32,243.83,141.26999999999998,3.98,2.81,80.63,1.84,74.63,-0.04377349339153645
2015,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,349.83,221.54,132.59,3.24,3.44,76.7,1.96,74.6,-0.05720823798627005
2016,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,335.12,213.8,130.73,2.69,1.83,60.64,0.04,72.77,-0.14090309822017139
2017,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,405.05,282.23,128.04,2.38,1.36,88.18,0.04,205.75,-0.047608252097030186
2018,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,469.17,310.13,140.76999999999998,2.35,1.26,100.37,0.05,113.85,0.192790280820554
2019,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,468.12,295.64,141.13,0.0,1.5,123.39,0.0,239.26,0.24191587648918084
2020,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,567.22,371.53,169.20000000000002,0.0,1.73,153.19,0.0,259.57,0.16162934917422833
2021,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,707.78,520.86,174.83,5.08,1.09,169.18,0.0,434.51,0.09504669582692965
2022,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,743.92,533.34,174.77,4.04,1.0,190.93,0.0,282.63,0.2034777143455712
2023,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,528.04,350.42,171.85,6.87,1.56,184.01,0.0,223.71,0.06021411879789119
2024,HONBS.HE,Honkarakenne Oyj,Homebuilding & Construction Supplies,Consumer Discretionary,426.59,273.17,179.39999999999998,6.19,1.9,160.84,0.0,169.57,-0.1348545138025368
