PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.021317311029967614,-0.0017764425858306345,-0.40005689810132944,0.6893393992744543
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.10061674404276484,-0.008384728670230403,-2.0869102954802434,0.037562210527405826
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.02135494050394594,-0.0017795783753288283,-0.5289115913346212,0.5971788630098884
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.09648589776965563,-0.008040491480804636,-2.460692353179124,0.014315627494475125
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.011085770623985282,-0.0009238142186654402,-0.2429610507006881,0.8081687640317026
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.054465743832716226,-0.0045388119860596855,-1.2708181077142577,0.20458324817803342
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.01926986686400148,-0.0016058222386667901,-0.5449144706375766,0.5861388678956496
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.08958271794154746,-0.007465226495128955,-2.457265250369289,0.01445557406567377
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.012226251874210354,-0.0010188543228508628,-0.30402752265421823,0.7612778286141939
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.05978751557414815,-0.004982292964512346,-1.5141968376266934,0.13082966526139495
