PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.11020401716384062,0.08888670613387306,0.009587273121075691,0.007178313244038836,0.010829060837801663,0.7147312796924266,2.71785909375602,2.5735257291375166,0.3660550156429245,-0.021317311029967614,-0.10061674404276484,0.6893393992744543,0.037562210527405826,-0.40005689810132944,-2.0869102954802434
LongShort,FF3,0.10187829303726792,0.08052335253331433,0.005392395267607533,0.0019108389841977491,0.0010796402318073994,0.8101837849167606,3.1482120882667175,3.320429122985454,0.24052704734258212,-0.02135494050394594,-0.09648589776965563,0.5971788630098884,0.014315627494475125,-0.5289115913346212,-2.460692353179124
LongShort,FF3+MOM,0.053124754765637223,0.0420389841416734,-0.0013409890670723996,0.1384105299437577,0.1421510667803656,0.955600823051699,1.4880937913812067,1.474044408358694,-0.05574957786080061,-0.011085770623985282,-0.054465743832716226,0.8081687640317026,0.20458324817803342,-0.2429610507006881,-1.2708181077142577
LongShort,FF5,0.08634989112104098,0.0670800242570325,-0.0032328268205068086,0.0031468566455790103,0.0015966588758131728,0.8868462216593576,2.9920659995222696,3.2036634752687787,-0.14249125238209173,-0.01926986686400148,-0.08958271794154746,0.5861388678956496,0.01445557406567377,-0.5449144706375766,-2.457265250369289
LongShort,FF5+MOM,0.054794181873043975,0.04256792999882865,-0.004993333701138758,0.08297939126844489,0.0975356813413093,0.8377226751604254,1.7430896965537783,1.6653488939458192,-0.20509591455004234,-0.012226251874210354,-0.05978751557414815,0.7612778286141939,0.13082966526139495,-0.30402752265421823,-1.5141968376266934
Q5,CAPM,0.046968946654112415,0.04544526652867572,0.03201401694580412,0.010393840403131849,0.0018144714981527255,0.09078425839025961,2.5881950283046553,3.1636338556666654,1.699909923075743,-0.0015236801254367507,-0.014954929708308282,0.9475302435380075,0.5678140368461817,-0.06585205408849036,-0.5717726871658269
Q5,FF3,0.04274647401975938,0.04163065411219345,0.028942561375578366,0.007019763687257097,0.0028034289020981706,0.09712068611745472,2.72585253250551,3.028459863279415,1.6672950565073057,-0.0011158199075823674,-0.01380391264419776,0.9572780211115912,0.5549025413904216,-0.053605402985264755,-0.5909596193536081
Q5,FF3+MOM,0.026879215090680517,0.02900824637421186,0.03233085043584599,0.134950831990301,0.0656647239441086,0.07769208074138856,1.5013533341226966,1.8515672783346482,1.7739902970321604,0.0021290312835419156,0.0054516353451801725,0.9285615803388905,0.8307453803270577,0.0897151758825947,0.21389515373940832
Q5,FF5,0.03754077340840559,0.03677412706906449,0.024743848836222868,0.023330689962085538,0.01230718777872597,0.1721378016591395,2.286853373073937,2.5278860914581105,1.3706438124795555,-0.0007666463393634568,-0.012796924572206055,0.9721001680990757,0.5999024375958799,-0.034997923559222446,-0.524990630419
Q5,FF5+MOM,0.023375244620930935,0.02433536233921981,0.02778680110920192,0.18411117011727685,0.1127115010884292,0.12530973537420564,1.333182846101509,1.5936946499496303,1.5398330530424138,0.000960117718292075,0.004411556488280968,0.9670172380886957,0.8606433409236571,0.0413775380470848,0.17567759705908362
