FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2014,Method1_ObservedQuality,1,Q1,Observed Quality,29,1111286.1099999999,-0.0965863376339523,-0.05152977642595292,-0.12625166957027353,0.0025314819830647576,0.7890792503730522,0.07121335985877839
2014,Method1_ObservedQuality,2,Q2,Observed Quality,28,533354.61,0.09659663214505752,0.10869801632204537,0.06544558707263892,0.011847624403903762,0.29386164747556354,0.07143790877881565
2014,Method1_ObservedQuality,3,Q3,Observed Quality,28,479407.79,0.17193189133586947,0.17285907337196435,0.14403760874434787,0.041405825208937055,0.07764446533060683,0.0667929179091889
2014,Method1_ObservedQuality,4,Q4,Observed Quality,28,1171043.48,0.26124826051358374,0.24481929350619538,0.22447941189801326,0.2770959469833939,0.01794327120628006,0.08199727130272984
2014,Method1_ObservedQuality,5,Q5,Observed Quality,28,2822834.74,0.44872822352755326,0.3896429044450465,0.40777458371605346,0.8302722079373431,0.0025055326462406244,0.08733838434862297
2014,Method2_LatentQuality,1,Q1,Latent Quality,29,1126163.4,-0.09253896233454167,-0.05407768422498926,-0.11413212331274641,0.00021945483052065347,0.7748170672889706,0.05781894522106045
2014,Method2_LatentQuality,2,Q2,Latent Quality,28,535947.67,0.09346549975418054,0.11118930851423785,0.05748362150478726,0.0112100266015194,0.2953140514399056,0.07980076827053914
2014,Method2_LatentQuality,3,Q3,Latent Quality,28,448417.33999999997,0.1730710876135801,0.17272786815505844,0.13707415771716622,0.05831866014413512,0.09463154831781874,0.08025405611664231
2014,Method2_LatentQuality,4,Q4,Latent Quality,28,1110085.17,0.26147565987516425,0.24283900589471658,0.2238517952507876,0.2705925692003474,0.016054554975885857,0.08181461656393718
2014,Method2_LatentQuality,5,Q5,Latent Quality,28,2897313.15,0.44630083586189245,0.39190200958738347,0.41077522976301656,0.8228949481384253,0.0007263086907366639,0.07956982797730372
2014,Method3_ConservativeQuality,1,Q1,Conservative Quality,29,944363.08,-0.09376948517942726,-0.04533451612353041,-0.1311598584996704,0.007244345335144521,0.7756986433830988,0.08289425421982942
2014,Method3_ConservativeQuality,2,Q2,Conservative Quality,28,690058.39,0.09779909694802728,0.10708186572271194,0.06815777024942178,0.01667536822653844,0.32551344320401115,0.0693089761901816
