Method,Portfolio,FactorModel,alpha,t_stat,p_value,r_squared,n_obs
Method1_ObservedQuality,Q1,CAPM,-0.0007530391085847654,-0.3058812042101921,0.7600353521142431,0.5759490634856508,189.0
Method1_ObservedQuality,Q1,FF3,-0.0012650878530630191,-0.5958678460904279,0.5519918245697697,0.599343043017906,189.0
Method1_ObservedQuality,Q1,Carhart,0.0007811671453844904,0.2664436005416301,0.790195939211539,0.6036803100145466,189.0
Method1_ObservedQuality,Q1,FF5,0.00237965577972364,1.0488521067549477,0.2956293997501822,0.7775519660502944,189.0
Method1_ObservedQuality,Q1,FF5_MOM,0.00290906816115965,1.1370488114513488,0.2570126922061813,0.7778553019478803,189.0
Method1_ObservedQuality,Q2,CAPM,3.746874242447615e-05,0.016116239962979114,0.9871588392828967,0.5658710488288656,189.0
Method1_ObservedQuality,Q2,FF3,-0.0008986763910174515,-0.48762351378632285,0.6263938907584481,0.6596986904635194,189.0
Method1_ObservedQuality,Q2,Carhart,0.0015058576137550546,0.7286166768150437,0.46716249416890676,0.6665097537296322,189.0
Method1_ObservedQuality,Q2,FF5,0.0010635314271616532,0.5151946222570102,0.6070387917709279,0.7078087509517066,189.0
Method1_ObservedQuality,Q2,FF5_MOM,0.002723115658151986,1.3763344368156851,0.1704091106497434,0.7111986802232536,189.0
Method1_ObservedQuality,Q3,CAPM,0.0008981551069997724,0.6106504855667813,0.5421724616614791,0.7401039001091054,189.0
Method1_ObservedQuality,Q3,FF3,0.0004662519160116122,0.3585344697471828,0.7203521837934388,0.7784310598799307,189.0
Method1_ObservedQuality,Q3,Carhart,0.0008669879095763881,0.4934511936841084,0.6222822698610586,0.7787339116397429,189.0
Method1_ObservedQuality,Q3,FF5,0.0006351303911185558,0.49455047984853306,0.6215106436529418,0.7788273703150853,189.0
Method1_ObservedQuality,Q3,FF5_MOM,0.0009865231332545367,0.5822722379943616,0.5611039407472469,0.7790706679806321,189.0
Method1_ObservedQuality,Q4,CAPM,0.0002224969890151782,0.10573286388063664,0.9159076374095543,0.7624555548505996,189.0
Method1_ObservedQuality,Q4,FF3,-4.293069206509365e-05,-0.021965557236488787,0.9824991035959914,0.7753397711293304,189.0
Method1_ObservedQuality,Q4,Carhart,0.00016544157164555555,0.08883540325441855,0.9293093373524635,0.7754095458298251,189.0
Method1_ObservedQuality,Q4,FF5,0.00014695303593597597,0.07673603890724448,0.93891736416986,0.7757348479517543,189.0
Method1_ObservedQuality,Q4,FF5_MOM,0.0003197453376463193,0.1785517292754615,0.8584882965158029,0.7757849788989912,189.0
Method1_ObservedQuality,Q5,CAPM,0.0005743797365890711,0.4135314010264487,0.6796911667325372,0.8628839840324047,189.0
Method1_ObservedQuality,Q5,FF3,0.0010502989439769698,0.9707343944737251,0.3329480114932184,0.9044279569363498,189.0
Method1_ObservedQuality,Q5,Carhart,0.0006343072933419878,0.585744974777008,0.5587646625711635,0.904761269006942,189.0
Method1_ObservedQuality,Q5,FF5,-9.968130836108372e-05,-0.09139046429814729,0.9272822988355705,0.9255329757592032,189.0
Method1_ObservedQuality,Q5,FF5_MOM,-0.00016791064728001733,-0.16018449683527597,0.8729133870838517,0.9255423441092602,189.0
Method2_LatentQuality,Q1,CAPM,-0.0008081877818206921,-0.33674575388915284,0.7366861826133513,0.5782586611902805,189.0
Method2_LatentQuality,Q1,FF3,-0.0012785036722656059,-0.6160509885557072,0.5386181060816897,0.5979741683967018,189.0
Method2_LatentQuality,Q1,Carhart,0.0001598041711964573,0.0566326315298519,0.9548992905497129,0.60012284057276,189.0
Method2_LatentQuality,Q1,FF5,0.00252678938090313,1.1700720096104913,0.24349356058941063,0.7973078400957229,189.0
Method2_LatentQuality,Q1,FF5_MOM,0.0023717446379702798,0.998742490413861,0.31924546396901987,0.7973339268185008,189.0
Method2_LatentQuality,Q2,CAPM,0.00010720601826005095,0.04747149987434263,0.9621881047229581,0.5690074414744443,189.0
Method2_LatentQuality,Q2,FF3,-0.0008261561706791182,-0.45907187075937617,0.6467214793141083,0.6641276656650614,189.0
Method2_LatentQuality,Q2,Carhart,0.0026970067946151394,1.2831631415883988,0.20104875231729635,0.6791847731927299,189.0
Method2_LatentQuality,Q2,FF5,0.0006863382452654504,0.3638354951272879,0.7164008538910691,0.6982369841551848,189.0
Method2_LatentQuality,Q2,FF5_MOM,0.0035579923543102077,1.819868801273794,0.0704219377685602,0.7086885007245274,189.0
Method2_LatentQuality,Q3,CAPM,0.0013774846771227199,0.881139518250884,0.379373411762546,0.7420666816880255,189.0
Method2_LatentQuality,Q3,FF3,0.0009500760554101598,0.6726087710912187,0.5020354602635735,0.7803618635561431,189.0
Method2_LatentQuality,Q3,Carhart,0.0016020751458974325,0.8888586723168458,0.3752395828990318,0.7811321319594433,189.0
Method2_LatentQuality,Q3,FF5,0.0011749875922953397,0.8668204006173829,0.38717554923439335,0.7810213608477319,189.0
Method2_LatentQuality,Q3,FF5_MOM,0.0017875441630908775,1.0486839954522769,0.29571416949693363,0.7817317224515479,189.0
Method2_LatentQuality,Q4,CAPM,0.0006802621494467374,0.33762843011894667,0.7360219077657923,0.7494939726936714,189.0
Method2_LatentQuality,Q4,FF3,0.00040598233073428267,0.22405691997110033,0.8229602606057029,0.7640024226340502,189.0
Method2_LatentQuality,Q4,Carhart,0.0006536472647381877,0.3809593523049756,0.7036728987318752,0.7641027948554411,189.0
Method2_LatentQuality,Q4,FF5,0.0006480538192115338,0.3568298965059585,0.7216302664435341,0.7646541182577595,189.0
Method2_LatentQuality,Q4,FF5_MOM,0.0008492378363221087,0.5025701507605798,0.6158740831851297,0.7647233189462836,189.0
Method2_LatentQuality,Q5,CAPM,0.0003634379031038988,0.2601895139858661,0.7950038579173855,0.8684142946122633,189.0
Method2_LatentQuality,Q5,FF3,0.0008245794362567885,0.7511512479295853,0.453516066749148,0.9072900408644587,189.0
Method2_LatentQuality,Q5,Carhart,0.00035967115160961917,0.3127532345435951,0.7548223345605711,0.9077037783413975,189.0
Method2_LatentQuality,Q5,FF5,-0.00030496167323408016,-0.27781151083977995,0.781470665591693,0.9267212718983592,189.0
Method2_LatentQuality,Q5,FF5_MOM,-0.00044161485929194766,-0.40863398192695943,0.6832886892142076,0.9267586200216897,189.0
Method3_ConservativeQuality,Q1,CAPM,-0.0008640542987827567,-0.33296615280257447,0.7395328316471166,0.5634235955952684,189.0
Method3_ConservativeQuality,Q1,FF3,-0.0013549807696864354,-0.6057538038247245,0.5454207036524359,0.586134327175271,189.0
Method3_ConservativeQuality,Q1,Carhart,0.0007173108659643628,0.23761524249542787,0.8124439020771179,0.5905568368096804,189.0
Method3_ConservativeQuality,Q1,FF5,0.0024569992031042687,1.0214119423700556,0.30840768253097695,0.7678363149198045,189.0
Method3_ConservativeQuality,Q1,FF5_MOM,0.0030004800855244177,1.1615705082252201,0.246931064530042,0.7681541300386288,189.0
Method3_ConservativeQuality,Q2,CAPM,-0.0003587914860640033,-0.1974269011484545,0.8437079102968386,0.5835797350920346,189.0
Method3_ConservativeQuality,Q2,FF3,-0.0012114446463250064,-0.7855572298672143,0.4331318543278857,0.6618811688795793,189.0
Method3_ConservativeQuality,Q2,Carhart,0.0011253598331215143,0.6408740556563204,0.5224018969346123,0.6685022207308847,189.0
Method3_ConservativeQuality,Q2,FF5,0.0006159268550294799,0.3550473264840215,0.7229629948966145,0.7148814988788559,189.0
Method3_ConservativeQuality,Q2,FF5_MOM,0.0021680170598524697,1.2982603624271765,0.1958406134276769,0.7179332922277919,189.0
Method3_ConservativeQuality,Q3,CAPM,0.0014516256345322874,0.935250568192096,0.35086534380460854,0.7314857320318394,189.0
Method3_ConservativeQuality,Q3,FF3,0.0009838961274695373,0.7411008948734222,0.459571929153733,0.7762475123790784,189.0
Method3_ConservativeQuality,Q3,Carhart,0.0014385203272936264,0.9102944213626637,0.36385818206213205,0.7766154962503571,189.0
Method3_ConservativeQuality,Q3,FF5,0.001071834471911031,0.8450810229787477,0.39916911658254284,0.7764044561743351,189.0
Method3_ConservativeQuality,Q3,FF5_MOM,0.0015196858715427217,1.027636237648245,0.30548478671223633,0.7767775607079523,189.0
Method3_ConservativeQuality,Q4,CAPM,0.00023415833571214172,0.11765487501110072,0.9064673980510816,0.768843692636804,189.0
Method3_ConservativeQuality,Q4,FF3,-5.054448100589299e-05,-0.028603775833292985,0.9772114334796222,0.7851408287941235,189.0
Method3_ConservativeQuality,Q4,Carhart,-3.117679573034397e-05,-0.018655314838966885,0.9851362892139519,0.7851414576330804,189.0
Method3_ConservativeQuality,Q4,FF5,0.00015111682013845072,0.08522467928120035,0.932175937256531,0.7856937790348082,189.0
Method3_ConservativeQuality,Q4,FF5_MOM,0.00015266032045075688,0.09362093361726562,0.925513263169236,0.7856937832076932,189.0
Method3_ConservativeQuality,Q5,CAPM,0.0005282097535518281,0.384388618454476,0.7011271964993382,0.8733082995924415,189.0
Method3_ConservativeQuality,Q5,FF3,0.000980025065346189,0.9195220668509961,0.3590199535304026,0.9120124712475781,189.0
Method3_ConservativeQuality,Q5,Carhart,0.0006634253062441054,0.5954228707329726,0.5522924667064819,0.9122067560195455,189.0
Method3_ConservativeQuality,Q5,FF5,-0.00012978217356716552,-0.12073300168122857,0.9040349749748073,0.9309649819832698,189.0
