Year,n_obs,r2,adj_r2,coef_const,coef_CFO_t-1,coef_CFO_t,coef_dREV,coef_PPE,t_CFO_t-1,t_CFO_t,t_dREV,t_PPE,p_CFO_t-1,p_CFO_t,p_dREV,p_PPE
1999,23,0.6800431790469464,0.6089416632796012,0.04441762187266781,0.32217838733080806,-0.6726904346080399,0.09620327724168086,-0.04029130450543721,1.0918253383781509,-2.030115009264724,1.3281099444298425,-1.1777134144695693,0.2749098795159848,0.04234485021085813,0.18414178872547626,0.23891087718879245
2000,25,0.39363360151618343,0.27236032181942016,0.051386907534547194,-1.247486940568522,1.5120218273482062,0.18282225913750533,-0.012120133736277518,-1.7887608742616714,1.6707854468646681,1.8452555844435568,-0.23664486904868998,0.07365333455242744,0.09476406409537715,0.06500036819408408,0.8129323082151159
2001,30,0.13055780343763745,-0.008552948012340522,-0.058513977069012506,0.3663726469853887,-0.24539295476633904,0.01557607552577254,0.02353285145761546,1.14412934520203,-0.9297340061422389,0.33869294816266643,0.6660445325123976,0.2525699993370756,0.3525088227952954,0.734841053570273,0.505382636537518
2002,33,0.3932246578390296,0.3065424661017482,-0.08857081422947966,-0.06717560354751392,0.4887821318199096,0.12016947890165834,0.05295672071699566,-0.25265243558545664,1.286028758377313,0.6240630298416852,1.3324254372807158,0.80053680643494,0.19843302525119222,0.5325861921723499,0.18272042793490917
2003,35,0.14236956920506127,0.02801884509906949,0.044363386123236044,-0.3456922865082023,0.3636145180939768,-0.09436220615572755,-0.011824899025754104,-1.0272257949481383,0.9746160346844956,-0.7082168820574292,-0.543530662744221,0.304314154494688,0.3297507567871927,0.47881058394941756,0.5867644849783318
2004,53,0.16902893055711032,0.09978134143686956,0.07106350196592495,0.17757714447621903,-0.14721887368440612,0.07914421217724002,-0.1094308722352132,0.568215969916046,-0.4555158280036638,1.0306145035686902,-2.1313190539878804,0.5698883288436876,0.6487381831536962,0.3027216319747984,0.03306286637880233
2005,251,0.016985601644951998,0.0010016276879593056,0.010204045997592065,-0.1584227761628922,0.06265202185712179,0.010124407760570272,-0.0005640795831679517,-1.3101291156521413,0.6871117539438155,0.22039819146202555,-0.05719376833550566,0.1901521602956734,0.49201230786395134,0.8255610537906164,0.9543908421844096
2006,292,0.1178884435066101,0.10559420578544776,-0.0016385130182691768,0.2507951909308668,-0.03755144492831323,0.09821331418168854,0.02695279666152033,1.3490315929371535,-0.24531005195248545,1.2775677009664723,0.8274857576609058,0.17732681866139532,0.8062163691671422,0.20140189513481632,0.4079617912941016
2007,308,0.05287778731518278,0.04037452378138984,0.017628508135110067,0.1608305763910316,-0.20690983479710978,0.08691558430329782,-0.04071323342272567,1.282510959507661,-1.8463310654889682,2.22529805839678,-0.8702259011442107,0.1996634629020122,0.06484414970652014,0.026061235712590843,0.3841769638797836
2008,324,0.013901574845219367,0.001536704310363124,0.01900154938820201,0.012459486484838163,0.035212251046624364,0.023547370004053984,-0.015377802683733191,0.11898261358421834,0.30174414446139397,0.6386272561972453,-1.2994302171946048,0.9052891302725984,0.7628471134027768,0.5230654456727464,0.19379632725857865
2009,337,0.028391296971066682,0.016685168018910956,-0.035809044405518894,0.07498546742309749,-0.10851289045243283,0.03466458547903305,0.009680203416494478,1.0138595321410715,-1.5084878019291668,0.23442356909836015,0.8072819257096389,0.31064978365302887,0.13142972629110197,0.8146561628612734,0.4195040747798999
2010,357,0.057179295313474876,0.046465423669309724,0.014084910806553726,0.1731864782993028,-0.19174112576197727,0.040051131179916384,-0.009201045688855235,2.6722284881812017,-2.782369008787732,1.4865232878470935,-1.1854422511831375,0.007534932328880009,0.005396364445049358,0.137140761755388,0.23584263473447387
2011,374,0.0222872615900922,0.011688749520608055,0.010915786933439156,-0.06295145464254034,0.09535536358201872,0.016391557646762086,-0.04554760108864054,-0.39514283386636156,0.49900757484798,0.4955419446417221,-0.9397559485510402,0.6927374787518434,0.617774047712696,0.6202176215891464,0.3473427594183186
2012,386,0.11806831665958151,0.10880919137516765,-0.0292629499009009,0.0468741381986429,0.09060584888624969,0.11411473895277374,0.01052263669797417,0.3063349407540502,0.4754961606728406,4.100603810201448,0.6298316771623764,0.7593496382546592,0.6344333691272812,4.120735295202478e-05,0.5288047179721527
2013,420,0.035338510614110086,0.02604056854773995,-0.00585662624473606,0.10175887391170116,-0.126689447914737,0.08763378726581984,0.016911006778109337,0.6280873253115005,-1.0909408150362336,1.7204946241628387,0.8693103722980995,0.5299467356583165,0.2752989260832833,0.08534257002919807,0.38467739111561317
2014,433,0.0791336650894614,0.07052743766039105,0.01417192021939833,0.17031022910316396,-0.197604540732012,0.09475575327905741,-0.03113429777111739,1.5969386408585542,-2.005983220187766,2.4277610437192254,-3.070640016990737,0.11027938534170517,0.04485803829884271,0.015192349299656084,0.0021360050886660687
2015,463,0.07041449039173109,0.06229583965279417,0.0005777953877396684,0.25478309459900694,-0.16695224670506878,0.06346939951612415,0.002392900441404341,2.8777364399705205,-1.0235090401371154,1.5054023884957406,0.17167249275343996,0.004005396259163815,0.30606722781621265,0.1322206553931029,0.8636950123275271
2016,492,0.20538379348092362,0.19885717166146522,-0.014393523619362351,0.460411872678421,-0.2877418407145877,0.10325288828696293,-0.0017751662779742564,2.0278669605206607,-1.403560028325865,2.5129425083104695,-0.0849365373830646,0.042573827995684994,0.16044990492789102,0.011972884481932008,0.9323118440970547
2017,513,0.06148713926169669,0.054097274216513225,0.017271517060192653,0.20681669832261376,-0.19543278506747475,0.018204894237361716,-0.02591021257648516,2.219375887794904,-2.3281882201350648,0.47736621547162067,-1.9258802949347134,0.02646116266387119,0.019902111417691895,0.6331013673174744,0.05411932243328096
2018,529,0.07230146837575835,0.06521980019542073,0.010346287459319013,0.19566552511468083,-0.2720429908920719,0.05205965661309972,-0.0009998987477168085,0.7574012570813351,-1.384541754547663,0.5029515979184611,-0.0871683248239637,0.44880950323318625,0.16619263210236068,0.6149983027251813,0.9305377166227146
2019,556,0.04674490091239503,0.03982471870486248,-0.014636074010651175,0.1998610547063241,-0.12111284592710696,0.020079898424054474,-0.005041572297268704,3.0903141771108893,-1.9503743365023303,0.28381124400582114,-0.40730349830818546,0.0019994487360584495,0.05113151837691106,0.7765550372328245,0.6837850937299244
2020,575,0.2568694728132037,0.2516545217452262,-0.014350399043892318,0.5088715429020617,-0.27147121766953586,0.05332453145288703,-0.00862421966803123,0.9937294012995125,-1.0363870086028557,0.8453911113057959,-0.5028507647293189,0.32035462480956345,0.3000216287432932,0.39789250568288914,0.6150691992492678
2021,605,0.09118939035052898,0.08513065295286593,0.02710403739376202,0.10052750479433686,-0.2879231020174111,0.06549711895786664,-9.09243555197491e-05,0.6571453680932346,-2.1087217520599335,2.154693441503669,-0.006224284062746352,0.5110874497377774,0.03496860613303849,0.031185831368226644,0.9950337719110005
2022,621,0.03169383185498853,0.025406129464436433,0.01559596555658136,-0.04006636980630912,-0.027763875304357588,0.09895054366682336,-0.00037850103694358,-0.9687981568893677,-0.4478373724609813,3.12962930084741,-0.026179177837290762,0.33264590638406377,0.6542705694570305,0.0017502702420894183,0.9791144238690371
2023,619,0.05491265160947778,0.04875573077305739,0.007884770309977753,0.04428457380643906,-0.11990416148564048,0.061417062417280226,-0.015086757965664548,1.439758734338225,-2.180957969155375,1.7161617833722613,-1.6342612189393693,0.14993566979094866,0.029186525409517168,0.08613243573981114,0.1022040129941426
2024,621,0.017192722203890676,0.010810856763656118,-0.001831356015932488,0.08956614140543759,-0.07773731195483259,0.029418348516827376,0.004387011888566227,1.2034261215306519,-0.4948234747294632,0.6296315203646476,0.516566081601534,0.2288114645450262,0.6207247323799465,0.528935695891074,0.6054590982222299
