Method,Portfolio,FactorModel,alpha,t_stat,p_value,r_squared,n_obs
Method1_Raw,Q1,CAPM,-0.0026424429699653785,-1.348076337959536,0.17923880944987802,0.601072684838393,192.0
Method1_Raw,Q1,FF3,-0.0025003482306535222,-1.3285233671081158,0.18561563908922696,0.6057837529752139,192.0
Method1_Raw,Q1,Carhart,0.001001736289673113,0.4215572480830821,0.6738323961105643,0.6277157361888901,192.0
Method1_Raw,Q1,FF5,-0.000624248215808604,-0.3423182179240109,0.7324979301790968,0.7594971084156292,192.0
Method1_Raw,Q1,FF5_MOM,0.0013386840306911243,0.6342685471115136,0.5266890943215006,0.7663423483850896,192.0
Method1_Raw,Q2,CAPM,-0.0035270091412184794,-1.437723768570255,0.15215737391407513,0.6216949392049702,192.0
Method1_Raw,Q2,FF3,-0.00302837599003615,-1.4256995781713724,0.15561333868249072,0.6782592656460311,192.0
Method1_Raw,Q2,Carhart,-0.0014649046982426854,-0.6994724853200299,0.4851259567131945,0.6833739629972848,192.0
Method1_Raw,Q2,FF5,-0.002379828535501867,-1.0604170386383571,0.29032994664792855,0.7053346397158584,192.0
Method1_Raw,Q2,FF5_MOM,-0.0014614163853138597,-0.6806314704828139,0.496955667960987,0.7070879902886307,192.0
Method1_Raw,Q3,CAPM,0.0011545989191006666,0.6811766875810366,0.49658906099811606,0.7235280410907058,192.0
Method1_Raw,Q3,FF3,0.0013367147543750678,0.9075722627219251,0.3652661134894095,0.7513306347571725,192.0
Method1_Raw,Q3,Carhart,0.0034177211210668777,1.5826447174036498,0.11519226303929475,0.7642991964090523,192.0
Method1_Raw,Q3,FF5,0.001360004667171883,0.988268232555893,0.32430515101919144,0.7531921900741592,192.0
Method1_Raw,Q3,FF5_MOM,0.003641005811057976,1.9160812823816615,0.05689647871655157,0.7686714217196998,192.0
Method1_Raw,Q4,CAPM,0.000807704957266017,0.45404585725526037,0.6503140509969811,0.7835890750563965,192.0
Method1_Raw,Q4,FF3,0.0010255876653302676,0.5836093160618108,0.5601827014513496,0.7915902071362848,192.0
Method1_Raw,Q4,Carhart,0.0010931948763324322,0.6858674687661215,0.49364612871486524,0.7916031724316605,192.0
Method1_Raw,Q4,FF5,0.0009353122874046464,0.5352087735823994,0.5931448023917092,0.7934909299020068,192.0
Method1_Raw,Q4,FF5_MOM,0.0008874838964391418,0.5613957756851696,0.575207176081872,0.7934973763623592,192.0
Method1_Raw,Q5,CAPM,0.0008133414072470426,0.7019421784022457,0.4835741937671063,0.8676692937876538,192.0
Method1_Raw,Q5,FF3,0.0005950165896205929,0.6203198624112382,0.5357984325231273,0.8905417147940833,192.0
Method1_Raw,Q5,Carhart,-0.00026760033452981563,-0.22846850384773737,0.8195316845917278,0.8932557645138861,192.0
Method1_Raw,Q5,FF5,8.829302999404989e-05,0.08556480345124,0.9319044119199174,0.9099305501453854,192.0
Method1_Raw,Q5,FF5_MOM,-0.00043154603488593116,-0.36934383268676685,0.712293858456861,0.910909753913427,192.0
Method2_PostMean,Q1,CAPM,-0.0013483062620236008,-0.6534308883158193,0.5142685036150456,0.6712450027809969,192.0
Method2_PostMean,Q1,FF3,-0.0010559966445562717,-0.5583318541127661,0.5772821347416781,0.6845941439455966,192.0
Method2_PostMean,Q1,Carhart,0.0015791820382551123,0.8169140918270837,0.41501703767708653,0.6996317772316849,192.0
Method2_PostMean,Q1,FF5,0.0004942465947846682,0.29891201107659654,0.7653408860087896,0.8171024086548475,192.0
Method2_PostMean,Q1,FF5_MOM,0.0017969908284370436,1.1375764287287469,0.25676856897355593,0.8207535703934402,192.0
Method2_PostMean,Q2,CAPM,-0.0035840260175386326,-1.5662994422733283,0.11894249631957621,0.6139619473126279,192.0
Method2_PostMean,Q2,FF3,-0.0030732002285539166,-1.7781107422429587,0.0770019986417263,0.6710230274177668,192.0
Method2_PostMean,Q2,Carhart,-0.0011536448902460853,-0.49096191888519863,0.6240290513301487,0.678913437906461,192.0
Method2_PostMean,Q2,FF5,-0.0022275358835362542,-1.1770013272102786,0.2406989619582729,0.7024951115571576,192.0
Method2_PostMean,Q2,FF5_MOM,-0.0008618236124098822,-0.3799951504265626,0.7043849039900492,0.7064630977040776,192.0
Method2_PostMean,Q3,CAPM,-0.00015061384281537922,-0.06306577204950149,0.9497804266770087,0.6778838407869638,192.0
Method2_PostMean,Q3,FF3,0.00010804521380881363,0.04861185650351976,0.9612802252237325,0.7017500043068443,192.0
Method2_PostMean,Q3,Carhart,0.0031288764817631242,1.2608949810479175,0.20891755408697077,0.7200350550023755,192.0
Method2_PostMean,Q3,FF5,0.0004288822524992614,0.19317361929099575,0.8470337743729919,0.7051543071806101,192.0
Method2_PostMean,Q3,FF5_MOM,0.003398528464879583,1.4010474185525574,0.16287511256575016,0.7227095183889359,192.0
Method2_PostMean,Q4,CAPM,-0.0007780965105515003,-0.41660663207696985,0.6774364181138575,0.7641762352779807,192.0
Method2_PostMean,Q4,FF3,-0.0007443828321626048,-0.4283200033622073,0.6689084642755319,0.7813189348478315,192.0
Method2_PostMean,Q4,Carhart,-0.000644485093396178,-0.3317584142804877,0.7404432145571649,0.7813490201775319,192.0
Method2_PostMean,Q4,FF5,-0.0008429667334322187,-0.48787761606513813,0.6262111253615226,0.7825332111701571,192.0
Method2_PostMean,Q4,FF5_MOM,-0.0006129294038829744,-0.32736003947568065,0.7437657169763572,0.7826916981152623,192.0
Method2_PostMean,Q5,CAPM,0.0011121732641325734,0.9564014132656677,0.34008478383240126,0.8770834040969627,192.0
Method2_PostMean,Q5,FF3,0.0009440098535312953,1.000967916781442,0.31812892719845065,0.9020137049425722,192.0
Method2_PostMean,Q5,Carhart,-0.00011579223527860204,-0.1024737664339924,0.9184904373171006,0.906158881545373,192.0
Method2_PostMean,Q5,FF5,0.0004464401914132306,0.447642202799621,0.6549323450992919,0.9193925231066794,192.0
Method2_PostMean,Q5,FF5_MOM,-0.00032612504469130076,-0.2893905174038449,0.7726066069006692,0.9215808753055568,192.0
Method3_ProbQ5,Q1,CAPM,0.0013677327839709728,0.8574929861923324,0.3922528114585613,0.7448517105860485,192.0
Method3_ProbQ5,Q1,FF3,0.001597185437424118,1.1602340524320476,0.24742479135802897,0.7533099561145346,192.0
Method3_ProbQ5,Q1,Carhart,0.0036985347039665117,2.14185661442971,0.03349878797868544,0.7657497781454626,192.0
Method3_ProbQ5,Q1,FF5,0.002656240557832207,1.7453552759079092,0.08257442881523902,0.8297771831439307,192.0
Method3_ProbQ5,Q1,FF5_MOM,0.0039000511085808304,2.3492548522125074,0.019865957256831157,0.834107099977243,192.0
Method3_ProbQ5,Q2,CAPM,-0.0025985862747871613,-1.4179234348622616,0.15785108420426064,0.7068756162437577,192.0
Method3_ProbQ5,Q2,FF3,-0.002286783639442564,-1.4445219573954564,0.15025678040268864,0.7432127272799588,192.0
Method3_ProbQ5,Q2,Carhart,-0.0003528073481267174,-0.1779255991566347,0.8589739988220266,0.7527190015458787,192.0
Method3_ProbQ5,Q2,FF5,-0.0020598332094304947,-1.315022567151018,0.19012125702834437,0.7453493536718108,192.0
Method3_ProbQ5,Q2,FF5_MOM,-0.00015486512083553674,-0.08170231881769652,0.9349717598082463,0.7545123362004214,192.0
Method3_ProbQ5,Q3,CAPM,-0.0032512437191373066,-1.7916332585438461,0.07478318252437588,0.6746375929453937,192.0
Method3_ProbQ5,Q3,FF3,-0.0030359635619018593,-1.64023712153755,0.1026279640036627,0.7021196710999675,192.0
Method3_ProbQ5,Q3,Carhart,-0.002206818287381357,-0.8368203408109837,0.40376167915734795,0.7036333234462435,192.0
Method3_ProbQ5,Q3,FF5,-0.0026144731799710185,-1.39343840193696,0.16515010684165343,0.7126605829458622,192.0
Method3_ProbQ5,Q3,FF5_MOM,-0.0021643977115649716,-0.8177953826247509,0.41452605684728194,0.7131036698997473,192.0
Method3_ProbQ5,Q4,CAPM,0.003623182752399975,1.5985489329172644,0.11158250337881714,0.6875507932313536,192.0
Method3_ProbQ5,Q4,FF3,0.0039002267190124387,1.8763615584040487,0.06215524241723425,0.7049464064589808,192.0
Method3_ProbQ5,Q4,Carhart,0.004249260190564203,2.211444024768425,0.028216896105637712,0.7052421341187094,192.0
Method3_ProbQ5,Q4,FF5,0.003971720605269601,1.9212678413681585,0.056226871790761246,0.70823843177472,192.0
Method3_ProbQ5,Q4,FF5_MOM,0.004085169775698301,2.102424297670738,0.03686923475984405,0.7082694712122004,192.0
Method3_ProbQ5,Q5,CAPM,-0.0002299536893924486,-0.22648441883267248,0.8210681502324819,0.8788561195198431,192.0
Method3_ProbQ5,Q5,FF3,-0.0004363787443355383,-0.515125527152719,0.6070704547892576,0.8976317304394538,192.0
Method3_ProbQ5,Q5,Carhart,-0.0011710619968323516,-1.1762053127402716,0.24100801053624643,0.8995948441171804,192.0
Method3_ProbQ5,Q5,FF5,-0.0009593630274330298,-1.0163149861819814,0.31079958270422137,0.9168985102216297,192.0
Method3_ProbQ5,Q5,FF5_MOM,-0.0013720276337203948,-1.3414409500177356,0.181421718801976,0.9175138188601631,192.0
