variant,vs_baseline,median_abs_diff,p95_abs_diff,median_rel_diff_pct,p95_rel_diff_pct,spearman_rho
sigma0_half,baseline,0.0004002486456916657,0.0028875920857922613,0.6843730324712209,1.7827895371792233,0.9999144083731525
sigma0_double,baseline,0.00022624403400881704,0.0011551581559700525,0.38915946261543516,1.0606627124858197,0.9999497907385816
tau_double,baseline,0.00019765178081602303,0.0006755005599625354,0.32030666966692106,0.9356173261479541,0.9999235066956914
nu_loose,baseline,0.0001824113903110547,0.0006557406063705137,0.2905762859053828,0.9043665722611629,0.9999430512404046
betas_3x_wider,baseline,0.00021119654402819432,0.0007567807671341509,0.33951117287321236,1.1099536097582525,0.9999322680433215
