sigma_firm,baseline,sigma0_half,sigma0_double,tau_double,nu_loose,betas_3x_wider
39,0.15593312239227156,0.15416897709293254,0.15637040872975952,0.1556564365862372,0.15517724483352027,0.155672595923603
40,0.0946444005939225,0.09362334212571564,0.09525880903857223,0.09431417547426627,0.09499408044630869,0.09486913432443264
41,0.11583529903902838,0.11380811501634772,0.11598314544227559,0.11515532013546048,0.11535509888536197,0.1149723240818329
43,0.07310878441733878,0.07285152317849672,0.07319944952346076,0.07301373799777852,0.07308030644063716,0.07292900893272804
44,0.036426540438916064,0.035865011430457755,0.036443298509978364,0.036185840838552724,0.036428837301206204,0.03628085814965175
46,0.10279345233534777,0.10186473568981695,0.10299246660991444,0.10351736226750864,0.1034123719724701,0.10303544971287594
48,0.10622344623596199,0.10642124438221309,0.10708833594698151,0.10677298678679366,0.10646271622594736,0.10694349480843642
51,0.09520329527890489,0.0947355859358956,0.09590916869789134,0.0952709032383319,0.09551480268837917,0.09524753554802018
52,0.022836015154287834,0.022559071171237226,0.02262506702078943,0.022663079122604655,0.022651845127821965,0.022774990915740707
53,0.061604237085367455,0.06151270994096008,0.061867635986150325,0.06180629401160877,0.0620841931702174,0.06196018733984889
54,0.04981028629315172,0.04966929633512559,0.049674700378726164,0.04942137561202731,0.04941518583478428,0.04904017018243882
56,0.08785775798877653,0.08652527389136808,0.0878621534023705,0.08687911121101899,0.08743269172262202,0.08819007683724439
58,0.037803670987803094,0.03732708641855958,0.03745859308537265,0.03772370528244355,0.037621123849154024,0.03727767087201395
59,0.06400709714264229,0.06280773348830841,0.064133248967,0.0637907996772214,0.06400744790503761,0.06391787186254422
61,0.08220675495878416,0.08131432134249027,0.08230040610650059,0.08194416252341033,0.0816966364806213,0.08229893151901525
63,0.0793364704152156,0.07864177726399933,0.08027273739779851,0.08002723067414509,0.07970039538305229,0.07947827515387093
64,0.025204953481832815,0.024890635977313048,0.02494476322001496,0.02493746722077603,0.025166664484195078,0.024908087403656565
65,0.07544665360031944,0.07465922928359148,0.07532458251389972,0.07533382780926379,0.07548287923618263,0.07525912049334796
70,0.08742987997876268,0.08745858160849287,0.0880454212834405,0.08766013578055341,0.08786201196495415,0.08736574493666835
71,0.08036635640470217,0.08007187202461533,0.08079076630614912,0.08107848706754027,0.08103406998019697,0.08092376462864746
72,0.07246664229888826,0.07216791280143824,0.07249016579267,0.07256584674617987,0.07256200024169614,0.07197673780395984
73,0.09176827894297215,0.09092458879231116,0.09225398699597344,0.09205788507565076,0.09205397747644832,0.09222780766172052
75,0.06974572490607145,0.06962538786387922,0.06983360241795511,0.07001510018883451,0.06987352119172212,0.07004471182729055
80,0.07879746376433182,0.07783858008466098,0.0790701349378944,0.07861357012738164,0.07857587660311798,0.07873213042236504
84,0.07638272690852202,0.07578124144530768,0.07652522967005451,0.0761223770777002,0.07625711617887104,0.07635485192040091
85,0.05326440163673561,0.05304840866930025,0.053467269583004816,0.053199448651005725,0.05323427698594773,0.0533170622618399
86,0.04926778769899574,0.04899008168360102,0.049417992850305265,0.0491507992278605,0.049352982552593766,0.04951110638226838
87,0.22775852063146523,0.22510293271330195,0.22968404139292842,0.22818595529289606,0.22843672992541678,0.2297635370806387
89,0.12283520784400634,0.12179298504734028,0.1230009409761542,0.12283701368710731,0.12291940886242299,0.12336951412394506
90,0.07300684697114274,0.07223122063079737,0.07353256983282835,0.07250410778473908,0.07325851524175257,0.07275898056871326
91,0.14017360181163563,0.1384562321156787,0.1407656016436356,0.13971165298668894,0.1398097372809272,0.14056528243584906
92,0.13775286799173214,0.13583862436994196,0.13810484143573132,0.13749750823114776,0.13798006868601165,0.13791188074763439
94,0.09478374135147336,0.09368562263114322,0.09514538851666059,0.09500726318374393,0.09538914590473924,0.0949401554954527
95,0.03935560950440602,0.03913806162750971,0.039269978459136136,0.039161030609405206,0.039391321590694875,0.039157539934621885
96,0.09010604424392472,0.08919702685403702,0.09025869792461196,0.09011783625588664,0.09021942735846417,0.09084282199569076
97,0.05014297157892807,0.049799806603762174,0.05035970951368901,0.05005651900244407,0.05023415678711656,0.05035275545803518
100,0.03308957312693197,0.033019512226888925,0.03313763597079473,0.033079911873884704,0.033142295656428185,0.03340961723023529
103,0.09908236594189844,0.09732391047749087,0.09956819677980382,0.09882259219849646,0.09912920920606404,0.09962113759861817
104,0.1041902361943415,0.10324238036738184,0.1047050957126134,0.1041958340805788,0.1048750332822523,0.10430195563636552
105,0.059794040715930905,0.05905921510181905,0.06011543641813375,0.06004083441918132,0.059644357796035885,0.05968777998188018
107,0.11876575145561985,0.11703856388444618,0.11862305539645517,0.11870625625214426,0.11851856406958897,0.11858362091429951
110,0.017151675447717094,0.017135088287650396,0.017096064849440935,0.01698338591830302,0.017234307422528378,0.017028065136927957
112,0.048941215528352885,0.048804147398091684,0.04906850185451549,0.04893862706958683,0.04892570892616408,0.04905432730229946
122,0.03998150980241526,0.03957967599294604,0.039859684360928925,0.0398426738818875,0.03996120186631078,0.03974671537536087
123,0.006616016302351329,0.006630731795976342,0.00666643230171683,0.006665478861643815,0.006654767977483633,0.006655925188404809
124,0.1814240094162505,0.17351550855316153,0.1841498767009006,0.18224287960449626,0.182029202786524,0.18101232203228074
127,0.12163289424205442,0.12034064007677715,0.12195950531354488,0.12219693763229791,0.12199055022161051,0.12116480012801611
128,0.14252170019293586,0.14023049122834527,0.14295437885637785,0.14318940386282286,0.1427005262922306,0.14243403538305066
129,0.11005003843580285,0.10912426843928917,0.10987556039307526,0.10984297340960789,0.10979601065421454,0.11013859400355969
130,0.12023231270584489,0.11863669919640199,0.12058484362190763,0.1205628346147235,0.12061422640491248,0.12090100078814389
134,0.064045740037029,0.06407971485818045,0.0642361552236183,0.06440398196358511,0.06386332864671794,0.06408915544326228
137,0.04115389678144227,0.041020290522731574,0.04158958385670654,0.04123166636980103,0.04128693104246674,0.04140351734464166
138,0.027120109568952448,0.026849200932025346,0.027269262405400813,0.027261511847633618,0.027193718268114363,0.0270839534796232
139,0.04503168816967584,0.04475176608645771,0.04466672774210591,0.04460347772687615,0.04477784023876732,0.044896622384404485
141,0.1640920708665919,0.16239996289136083,0.16424932722313512,0.1639549570637612,0.16432336471764378,0.16487953463392843
143,0.2782754168227319,0.2674718568213915,0.28285630599392586,0.2785216809702647,0.27841466170322143,0.27829228965451497
145,0.1663062187588678,0.16493429771413473,0.16731392413588417,0.16675171468548639,0.16562966400989948,0.16647030781009747
148,0.05757300848519969,0.05702333107811897,0.057474555740728954,0.05759489133349883,0.057785397875430335,0.05804349716631496
150,0.03728317106756579,0.037272630822404985,0.03742627649347063,0.03732935361105295,0.03719898461259237,0.03749989944540185
151,0.047716773316834916,0.04765515302740947,0.047585132811530165,0.04761941456921783,0.04781285243695389,0.04711882566441512
153,0.03785561900817325,0.03790843866075584,0.03824885052811241,0.03818657510652457,0.03825097510748965,0.038218976596980474
154,0.0595803163834195,0.059579169235779376,0.05970650952169266,0.05948489808621425,0.059637408007158686,0.0597617120229205
155,0.05052690179916288,0.05041836308440917,0.05085295689117468,0.05096006207987975,0.05093958622627935,0.05055578934360457
156,0.07273539766632803,0.07179874492252597,0.07310249246220206,0.07317930769315335,0.07303584022070354,0.07295462894150587
157,0.03960260930227572,0.039582930789263025,0.03966433915370794,0.03948308127198152,0.03930926830069785,0.03980800438950025
158,0.07083351093457665,0.07017887639566878,0.07110954579828184,0.07060505470760764,0.0706301851058788,0.07054724090267331
159,0.05390352153616701,0.053651075675233,0.05402767496124851,0.05417898326372535,0.05414324274248494,0.054048584771066874
162,0.1049459796208464,0.10310560269949193,0.10510332687909486,0.1050290687281206,0.10447942854362646,0.10444776013810597
163,0.03732469233261012,0.03737402976419226,0.03747697373401138,0.03741085678849945,0.03735467037990556,0.037496628161523264
164,0.054877066364930824,0.05433916464007566,0.05496007642797917,0.05500956767198946,0.05487534074796515,0.05466586982090263
173,0.035259345547566684,0.035223575022173444,0.0355584678105979,0.0355357953036913,0.035700258839050335,0.0353364860938209
174,0.041038590892971426,0.04082948403332664,0.0409496025088732,0.041204604583956424,0.04122294991493356,0.0410771186879131
176,0.03766292454019202,0.037491643813890016,0.03776901653004746,0.037904244380158464,0.03776935497905663,0.03792460927600459
177,0.04618409890371281,0.045952570306857565,0.04634201578824103,0.046002815219744,0.04615616133184193,0.04615292283435699
178,0.05171035922774123,0.05166095422308399,0.05194049029475063,0.051521567737968746,0.05175679035974833,0.05170298403061188
184,0.07345369401466802,0.07247695808196121,0.07357489115474423,0.07318512916746238,0.07303201218107781,0.0730938233482206
185,0.07179446310395991,0.0718098766508244,0.07198306013747142,0.07148158454588945,0.07231930558452954,0.07224888818182884
186,0.1276725003474067,0.12553197366117919,0.12879990150839057,0.127969652435493,0.12779231187711731,0.12932888681394084
188,0.05635977393766964,0.05595952529197797,0.05611826263164872,0.056602053540378124,0.05661869710763013,0.05682814901206463
191,0.02887529374414782,0.028461397404849403,0.029124553741373856,0.028860057557691485,0.02868054083055055,0.028873416458161813
192,0.010904588660709714,0.010924643005500731,0.010985942917222385,0.010898672085618255,0.011030887601599555,0.011018094971602445
193,0.06716892885438354,0.06672831900501716,0.06685312469298005,0.06731463952097748,0.06699362415757405,0.06715696243087933
196,0.06197382688138281,0.06212366094645267,0.062129360893093455,0.06242562943100176,0.0623118681986904,0.06216855508288576
198,0.11596521327924172,0.11498518738354244,0.11568910487569097,0.11559376896661484,0.11588304997353234,0.1155210559704388
203,0.0621974129712977,0.061602355357330225,0.06213457103699136,0.062307102835943734,0.06217199375007972,0.062340620551447616
205,0.0483099197296047,0.04800174567206331,0.048468173639162074,0.04817242076853289,0.04829154144033878,0.04827829464884827
208,0.08185996836863785,0.08084208272287986,0.08150185669805027,0.08168191539436738,0.0817642455597671,0.0819188579584113
210,0.13259018483889515,0.13181903287486996,0.1338268387319902,0.13279865025521972,0.13330154691468402,0.13298920163206818
211,0.042648801739551226,0.042700587293500715,0.043034848219350885,0.04278035007734514,0.042609586605042694,0.042721052583014674
214,0.04698573920541892,0.0470730069694735,0.04695613547137404,0.046973133090379086,0.04703813669306898,0.047079843763281996
215,0.1304556381365001,0.12960923750122938,0.13080269556064006,0.1303493776007929,0.12986144810537614,0.13005609414254599
216,0.05752703787379732,0.05721346199689988,0.05714494413793814,0.0575031288827633,0.0575252808644741,0.05732174587333691
217,0.059367003789393406,0.05895900439461797,0.059397276896933464,0.05929894734084646,0.05948263231201549,0.060073869343718514
218,0.06754900751567483,0.06649577946654163,0.06734791116188156,0.0671245524491138,0.06772277128729572,0.06794259354392018
219,0.056368618875676665,0.0561784853274518,0.05652331161835652,0.05622229135761038,0.056167067711342854,0.056285764846694245
221,0.04877441231765054,0.04870188941459898,0.04881526511184237,0.049115901920675456,0.04882435301288378,0.04887282677480445
222,0.07718317075377637,0.07729028282918136,0.07737718662874936,0.07726572711219579,0.07711384627204491,0.07722884193810318
226,0.0843628505565637,0.0839447692912532,0.08483093439822212,0.08480353328320735,0.0842106881600653,0.08491365163991385
227,0.0750903488530717,0.07471447533715635,0.07560543910076573,0.07502187049650642,0.07523765803637684,0.07557884244012868
228,0.21014097948739055,0.2068116019848725,0.21170275908791972,0.21059948693137412,0.21028401425409993,0.21148028735725627
229,0.18251633681791668,0.1793659007726586,0.18313373058294893,0.18290743375411553,0.18277576894521105,0.18275119393574604
230,0.037990974813019086,0.03756349542083533,0.03779224742430049,0.03776153744778743,0.03791145693985808,0.03771097262386112
234,0.1121562567659001,0.11100336485341217,0.11317695914415406,0.11235666585966071,0.1122975124627984,0.11224574821145408
236,0.02894796344705797,0.029022665506633915,0.029015242894068382,0.0288828745412764,0.02898428031927564,0.02885229265302015
237,0.024302421580376963,0.02399806524287963,0.024333879825725,0.024174860427591198,0.024328460073668637,0.024041549111991824
240,0.034507272779293115,0.03438187865008657,0.03449643501958276,0.03465725434223293,0.03450161561185266,0.034488686351641214
241,0.040321264690026115,0.03988143367429664,0.04039210617784772,0.040040655966940654,0.04048806532758474,0.04004883112501324
244,0.07969578123630751,0.07882252416607725,0.08011280077809615,0.08004737084850214,0.08031506957789425,0.07981616437064833
247,0.06385229562818819,0.06385183984168244,0.06403161302444356,0.06414790537474123,0.06426153571347533,0.06393938411678868
248,0.02531047294416163,0.024880950547833895,0.025298908596009927,0.02529383859788858,0.02526444635327432,0.025067892022219734
249,0.024196195417674787,0.024308298338851075,0.024311985047067056,0.02440583404494652,0.02433658467665868,0.024475820135160815
250,0.03003282685277672,0.02981084485773594,0.02986344490623677,0.029919724624020434,0.029914370420224486,0.02974387388786396
251,0.13310979846401008,0.13258150045735298,0.13332024402686887,0.13278354960322347,0.13276285383075195,0.13309795670168476
252,0.10870258328335466,0.10851560350206946,0.10935814923552091,0.10911515471472437,0.1091392513867323,0.10915742891475852
253,0.03666821308347481,0.03669364375253342,0.036710727124142285,0.03674942990058989,0.03661893301050651,0.036700405041047386
256,0.048672108943227425,0.04829706585519923,0.049002727466224374,0.04895298201001542,0.04891511309599179,0.04878123518005982
260,0.06335617023795997,0.06283851669036582,0.06373483339933549,0.06304633949784107,0.06346660639090056,0.06355095432416638
262,0.04793627649495678,0.04785489038635831,0.04789337779877217,0.04763150267164603,0.04795715855947419,0.04790352599279574
263,0.19223497209176366,0.18933674563828826,0.19352152142012097,0.1923301536082005,0.19167273464569515,0.19239569001367154
264,0.03560452137094344,0.03559121224007525,0.035216216898783737,0.03512790354828532,0.035443948262954376,0.03536494790904115
266,0.0732480851483524,0.07249023002250259,0.07390974827371702,0.07357298191298406,0.07315698980500872,0.07380994815471956
267,0.08335207815214525,0.08234157582379262,0.08366417196420782,0.08317155669210606,0.0832776342822599,0.08325917062147106
271,0.20408620918768597,0.20113097922826995,0.20430659882179864,0.20393215068663048,0.20358198524883675,0.2041899576568203
272,0.0434216687308385,0.04294698659030492,0.04333895248521911,0.04338118644581763,0.04332843047331407,0.043532424055425005
274,0.05969150992918349,0.05950116920845313,0.05948954868558036,0.05958686212007409,0.05900099068817664,0.05941750402917692
275,0.010166587739224178,0.010129416116452097,0.0101624640790671,0.010269239104629829,0.010173878751283096,0.010293504585454456
280,0.0743109270026211,0.0739705642157071,0.07500795323685278,0.07434227698855422,0.0744131191956592,0.07438673322360383
285,0.009012674608661887,0.009045148942945308,0.009123518861366137,0.00906248354532465,0.009085899888471033,0.009104507465490096
287,0.04539221910965072,0.045169212910629114,0.04557079859545135,0.04557026889846827,0.04526643959000386,0.04517661126530346
289,0.09302550280257717,0.09270839450668307,0.09320221985017221,0.09321243140063928,0.09344072206547538,0.09312643857604894
290,0.07000320819122043,0.0697383152118915,0.07043361812423157,0.07031631547154456,0.07042169914887966,0.07039934997139026
292,0.04419227611266815,0.044157862259387885,0.044263326725257506,0.044356386235851177,0.04380530514176075,0.04403951378118107
295,0.09952534299961624,0.0988970727744897,0.09942309071415247,0.09991219962956599,0.09930852706946491,0.09959714675935931
299,0.11095655542161066,0.10990770017198058,0.1112141340580996,0.11084262846619887,0.11078686179152668,0.11078787179189793
300,0.038185010446520055,0.03822086786391091,0.03834322217361423,0.038102153671536895,0.0385973875453188,0.03823242962759596
301,0.07827546542073058,0.07799642415052697,0.07882657235084341,0.07815675915919747,0.0788011792794178,0.07813405939297932
302,0.06753441357209491,0.06689816025557076,0.06783615323721533,0.06767320526475734,0.06748198402108618,0.06798723467808515
303,0.05120900888190166,0.05132696187136703,0.05200671367981584,0.051672611192783324,0.05153579526801111,0.05158411438854756
306,0.018328787941500894,0.018415049991773885,0.018478397008740936,0.01857232522013734,0.018445435733903497,0.018285836780463742
307,0.02571983094472659,0.025787140407697043,0.025946074978735408,0.026052092487010424,0.025869627976928253,0.025708771217792272
308,0.03499123165258545,0.03483858816999165,0.03482390707811421,0.034868051222951835,0.034856423297605604,0.03500493922594749
311,0.052598695707037985,0.0524559258234216,0.05271925597626676,0.05280122689813559,0.05291983776910754,0.05260288308811119
314,0.0220528648519681,0.02197939114663552,0.0219072913362743,0.021814487124286103,0.02203186709399486,0.021950829556885754
317,0.1324441610593209,0.13102550008969827,0.13299054195122634,0.13236035260118892,0.13295860603294946,0.13353229152442597
318,0.0799053207372638,0.07916858248937882,0.08032410448838329,0.07962225112841236,0.07964169326390616,0.07949540912068455
321,0.05250605326885408,0.05237643261784282,0.05277472762104603,0.05243871495574304,0.052617425206782184,0.05279281939744079
322,0.04749808563762532,0.047703550653642623,0.04755461651734562,0.04769983487965253,0.04779088107986197,0.04768685043815575
324,0.053341883884860206,0.05350782688987954,0.05357120618128095,0.05351413721839109,0.05340940371223654,0.05363565222479007
328,0.038623360011995074,0.03853481002060441,0.03857950569478222,0.03874619930991953,0.03862152552797477,0.03852264561436678
329,0.04835655205089595,0.048082853561891126,0.048565162979482594,0.04856392582066817,0.04810186061299356,0.048577200063364245
330,0.26540970303474426,0.2621163616234844,0.267190195163225,0.2654759840556461,0.2656914573551909,0.2658910825306194
331,0.06466152458992717,0.06435108436912032,0.064678695398376,0.06451554291319006,0.06453792538197557,0.06457597303401785
332,0.05056310470227829,0.050241829557614824,0.050759875808819355,0.05046476091698027,0.05056794568370761,0.05038570202095677
334,0.08193636173448632,0.08180904190087966,0.08253317362073774,0.08220030868062729,0.08259588187233818,0.08216328803297057
335,0.1059060298431119,0.10481238681544915,0.10622605121555156,0.10613585245826936,0.10609329446340912,0.10601099112001293
336,0.06498347480286104,0.06472526347748307,0.06543048352717618,0.06501313738754186,0.06528906485772733,0.06538256596397922
340,0.11574391029640779,0.11482604761848396,0.11627383984276354,0.11623926910885127,0.11662738734632462,0.11661822173403907
347,0.03481103446995402,0.03486841695139016,0.03472630911752597,0.03508058611337867,0.03490733180908972,0.0346770226674219
349,0.11545614107195214,0.11531284388736053,0.11596242960413754,0.11587149339560272,0.11585675610290323,0.11607398937678681
350,0.08577727184060314,0.08501808800929449,0.08600392071671346,0.08555032995582333,0.08551947462586465,0.0859286492846153
352,0.038257287895206146,0.03804369397496853,0.03850740445969021,0.03838111832104943,0.03823594413679599,0.03845270612186828
353,0.0802957058823774,0.07974333332936573,0.08082951240267941,0.08048530641473746,0.08005965450341221,0.08024128500966184
355,0.13154351444250253,0.12867187390823498,0.13260032279270587,0.13124356264309783,0.1314336494227529,0.130856589130931
356,0.07527120895878282,0.07468313894913821,0.07546454518330983,0.07496902553587438,0.07500668141249926,0.07518283634512668
359,0.07542688579902194,0.07346440614684337,0.07545503809644484,0.07530336807729708,0.0754901775486979,0.07492386695190358
360,0.08449316240505726,0.08332881052655203,0.08456148181566056,0.08427652219965635,0.08447559727419762,0.08417708089126673
362,0.1123060205008373,0.11063927231150614,0.11307514703699104,0.11239549583312462,0.11276372115771846,0.11255807572052841
363,0.0478737139211959,0.047808297884123496,0.048175095420001056,0.04821517423191303,0.04782321891567783,0.04817587730322216
365,0.05171150287242596,0.051018003495923274,0.051552542473841875,0.05140696995052661,0.051486665249749985,0.05149171785456122
367,0.07766385986681097,0.07755826081003443,0.07821539729909918,0.07813050626212588,0.07791044502840193,0.0780044165263864
368,0.036937098726311804,0.03726961662274309,0.037127132005272054,0.03723029229716521,0.03688042127100706,0.03706702099017391
370,0.043724561449690336,0.04335721295038579,0.043929929237534866,0.04410399009933677,0.04354907225408295,0.044265151576631565
371,0.035215679658367985,0.03518473001412782,0.03519818025195828,0.03513341369224278,0.03517003865364455,0.035288180650229505
373,0.029546180199453292,0.029582419310528213,0.029480490766352365,0.029291754412522002,0.029586845892564398,0.02948163623017792
374,0.17718813088102353,0.17551116790109214,0.17863174172550866,0.17793444300942482,0.17700660366890353,0.1771753025121836
376,0.06492393509669749,0.06437174129839852,0.06461295910188267,0.06456424250834435,0.0650289102562749,0.0647467856796982
378,0.028794482299519454,0.02847338870873907,0.028956756593220973,0.029079757154414576,0.028874698766125608,0.029121096527409306
379,0.11502011666500275,0.11296337850628423,0.11545372254614696,0.11632688641814812,0.11584283374147784,0.1155315162730645
383,0.0703796800479811,0.0699920263155019,0.0706110714617467,0.0702390442872286,0.07056177406005576,0.07036368193487057
384,0.07252118473437781,0.07263766177644004,0.07296568107312236,0.07321731359620204,0.0727590880513489,0.07289005103838571
386,0.023829702235429386,0.023897172874311357,0.023908327015647553,0.024015236485724217,0.02377691734694034,0.023838200323774303
388,0.07965172620369768,0.0791693809032554,0.07998749356493841,0.07962465627377402,0.07992862158025087,0.0799035450751591
389,0.01089189185391927,0.010863333784888417,0.010908444750314255,0.010886892434785444,0.01095746006660473,0.010881776055779599
391,0.15936672581926545,0.15720486947766976,0.15931972157183638,0.15923262654321269,0.15903578323593842,0.15852663713879636
392,0.15279465389246938,0.15158803354480485,0.1532895536430926,0.15253869826645336,0.15310044023376906,0.1533299012373675
396,0.025945604775954298,0.025812411196615533,0.02601726719368585,0.025953979798217897,0.025875863775732533,0.026087159279593913
398,0.061719576602324605,0.06168047510480264,0.06218063632902978,0.061686174997037095,0.06197978147949739,0.061779554240274585
401,0.17686420713692477,0.17388118337302422,0.17791662769635408,0.17702187921021165,0.17734923224789953,0.17723681765409097
402,0.034481181031839565,0.03437014854901047,0.03441265148879791,0.03452671314460202,0.03445699042394778,0.03426811630654769
406,0.09764436452049789,0.09677632067158849,0.09865440262809613,0.09837972645363707,0.09796342306138946,0.09793361646746444
407,0.05538276762917877,0.05510286509529789,0.05571546780144571,0.055220350945156725,0.05555750164500102,0.05526008015485431
408,0.09238638536867011,0.09118287773771029,0.09266518370805898,0.09206866676987266,0.09218196566539887,0.092386015417898
409,0.0649822556667987,0.06425070688899609,0.06608910920626408,0.06543974504582196,0.06574924440345806,0.06557565469261814
412,0.13617838010762098,0.1341235474990603,0.13679497907423627,0.13666523980992287,0.1360995761854953,0.13637909133835494
413,0.046838740614825895,0.046058372782047,0.04655653630314477,0.0466300029996238,0.04659085752599712,0.045958826432462595
416,0.06648014884686619,0.06691952424934716,0.06725633400227145,0.06694148823016738,0.06693881959543696,0.06701020607649363
419,0.03161569257305531,0.03143663073558147,0.031627008641843854,0.03154515911099041,0.03151593152982437,0.031659369489531214
420,0.04186145540758338,0.04187726020851463,0.0421218450995963,0.04198553531043994,0.042172986883303405,0.04223397255630747
423,0.09767723952864575,0.09689797117822073,0.09754962698315368,0.09711806324626396,0.09712978376301427,0.09694179827780154
424,0.022517470455638604,0.022391596928494482,0.022553920162343807,0.02246917951537672,0.022377693765902196,0.02265454290874712
427,0.0656370795309056,0.06554478477289201,0.06598261758706304,0.06603957879233797,0.06574147602441352,0.06577070078096782
431,0.1446314168011915,0.14384242881999187,0.14547918715605823,0.14482290049042965,0.14512617782881582,0.1456379960651516
434,0.04999306299721673,0.05001001725233499,0.050159196885243076,0.05028063262812283,0.049962971878112314,0.05032691149870612
440,0.09510237378295547,0.09537059194838421,0.09522595611229617,0.09539618601408424,0.09499673890573734,0.0949614181915802
442,0.08927770056167948,0.08894423358767096,0.08981856393928382,0.08973851849672174,0.0892313190758317,0.08968816624676165
443,0.11402555304374044,0.11375647472649893,0.1146421587029249,0.11486897938568831,0.11480089371019019,0.11450261747152182
445,0.0897733502805121,0.0890942312847946,0.09033503757400409,0.08949264749857194,0.08919665509184645,0.08955304604962316
447,0.11050739737539754,0.10976542173731116,0.11178577081998359,0.11074332203922689,0.11085287958374812,0.11107661441480443
448,0.06414305854246989,0.06381644051943798,0.06423413676310077,0.06391965816614634,0.0643454089647,0.06379556531859877
449,0.08786383001894173,0.0871815273501679,0.08832169414580254,0.08771564654095926,0.08788531783528096,0.08825798617295141
453,0.08409926791669005,0.08337489241537842,0.08376330771039164,0.08404917069614981,0.08381528199050976,0.08371675421417367
456,0.13516856735175967,0.13383262685679623,0.13551616050924814,0.13566837499220671,0.1354834358576852,0.1354364524378115
458,0.06315581653470895,0.0625982751808625,0.06321720694044128,0.0630926026353852,0.06284259569134706,0.06301915245082892
459,0.08146977103392485,0.08117394119902113,0.08171435197730925,0.08105491620172474,0.08152123179335584,0.08109554868958915
460,0.1960068105930626,0.19282607661781764,0.19748649473188437,0.1961258437344691,0.19597156874936605,0.19587281080725055
462,0.01970801593586799,0.019295006678245324,0.019608533252730185,0.01954826900026885,0.019604935115369464,0.01969152166820977
463,0.023467897450812496,0.023185455418843166,0.02353932764765788,0.02345531048960338,0.023450182990334564,0.0234215293547639
464,0.07884363897595793,0.07843104245974941,0.07906973639262824,0.07883810044148208,0.07889797603858469,0.07858261170844956
465,0.10806082886937442,0.10716332134361253,0.1092344916886686,0.10802042172654815,0.1077975495589273,0.1084697478667465
466,0.09943316817281835,0.09819782486419346,0.09982120511799725,0.09942632621947513,0.10007608520278286,0.10025831249466344
468,0.07801520900127393,0.07780645454978417,0.07841861553662749,0.07837525322911217,0.07840712816625359,0.07802226425806294
469,0.12888798135737306,0.12841863762197536,0.12944428170395525,0.12892930410211287,0.1294500484697075,0.12958011215855203
472,0.09512360198642206,0.09427261157748042,0.09515794503812885,0.09547695033336806,0.0950735957544929,0.09536036533814359
474,0.028734335478004015,0.028679229974973484,0.028748949867132192,0.029212799104415734,0.028922637111893044,0.028992807679309573
475,0.14997300360490712,0.14757138860864355,0.15127914744244797,0.15088059163682113,0.15015348896373834,0.1495446285678755
476,0.07032616941036228,0.0695750544201915,0.07042296264516648,0.07056617915837932,0.07041558531298216,0.07048955892012167
477,0.11134613190918516,0.10962639333456563,0.1116131620361567,0.11073504700462032,0.11074208140017497,0.11032460194170247
480,0.07580516055344536,0.07558223219955848,0.07593863239509507,0.07606413572938037,0.07586438231205972,0.07590099254490289
