Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_acc
2012,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,750.86,82.86,631.39,25.8,3.96,44.79,1443.32,117.09,2179.0,1030.03,1095.1699999999998,0.0,4.92,687.21,0.0,378.96,0.0711281849798463,71.05000000000007,49.89,68.80999999999995,-0.8499999999999979,2.41,-46.089999999999876,1392.97,1418.145,-0.03250020272962206,117.09,-89.5,171.3499999999999,-0.0631106128075761,0.08256560506859313,0.12082685479975595,0.031583512264260705,-8.73,-0.006155929048157981,True,5,230,230,0.025585927159117276,0.022767368348227048,0.01289466742817106,0.010788115521126651,0.05008612234260902,8000,0.025585927159117276
2013,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,772.6,33.37,681.77,77.22,3.57,61.84,1536.84,-8.73,2433.78,1197.54,1174.04,0.0,3.23,724.27,0.0,517.21,0.0814199124635844,21.74000000000001,-49.49,50.379999999999995,51.42,-0.3900000000000001,71.88000000000002,1443.32,1490.08,0.04823902072371955,-8.73,117.09,254.7800000000002,0.07857967357457318,-0.0058587458391495765,0.17098410823579957,0.041501127456243965,59.94,0.04022602813271771,True,5,230,230,0.0263962779756709,0.023899004424162137,0.012464127190202621,0.011912907183895916,0.04864497072078789,8000,0.0263962779756709
2014,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,769.18,22.56,852.75,178.6,2.05,70.97,1570.81,59.94,638.77,314.52,342.83000000000004,0.0,3.09,685.55,0.0,390.35,-0.0316096564801984,-3.4200000000000728,-10.809999999999999,170.98000000000002,101.38,-1.52,-63.73000000000009,1536.84,1553.8249999999998,-0.04101491480700857,59.94,-8.73,-1795.0100000000002,-0.0056183933197110365,0.038575772689974745,-1.1552201824529793,0.04567438418097276,4.49,0.002889643299599376,True,5,230,230,0.0411982638439708,0.03789540919142609,0.016978891405864435,0.0201422052872652,0.07346687118774456,8000,0.0411982638439708
2015,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,288.71,8.2,270.79,34.5,-2.38,45.51,663.74,4.49,698.26,349.37,354.22,0.0,2.82,340.91,0.0,245.92,-0.0239066029157255,-480.46999999999997,-14.36,-581.96,-144.1,-4.43,-32.67999999999995,1570.81,1117.275,-0.029249737083529074,4.49,59.94,59.49000000000001,0.05364838558098946,0.004018706227204583,0.05324561992347453,0.04073303349667718,-2.59,-0.002318140117697075,True,5,230,230,0.03846773462211169,0.0357757667373919,0.015419822045573397,0.018999688794943882,0.06765814995422617,8000,0.03846773462211169
2016,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,329.34,46.39,257.25,1.83,0.19,45.26,584.38,-2.59,704.24,358.46,361.06,0.0,1.13,307.65,0.0,160.13,-0.0533398342272061,40.629999999999995,38.19,-13.54000000000002,-32.67,2.57,-14.119999999999983,663.74,624.06,-0.02262602954844083,-2.59,4.49,5.980000000000018,0.007194821010800245,-0.0041502419639137264,0.009582411947569173,0.0725250777168862,-0.43,-0.0006890363106111593,True,5,230,230,0.0306909690814825,0.02826298238787301,0.012941913594817648,0.01476162528096552,0.05488040101604639,8000,0.0306909690814825
2017,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,295.68,67.79,232.76,30.37,0.23,44.46,548.05,-0.43,688.68,341.97,353.3,0.0,0.87,296.77,0.0,149.38,-0.0251373117228833,-33.65999999999997,21.400000000000006,-24.49000000000001,28.54,0.04000000000000001,-1.9899999999999665,584.38,566.2149999999999,-0.0035145660217407995,-0.43,-2.59,-15.56000000000006,-0.004574234168999409,-0.0007594288388686277,-0.027480727285571844,0.07852140971185859,-4.23,-0.007470660438172781,True,5,230,230,0.02924187837399811,0.026704881413345254,0.012405169321679585,0.014296772614170035,0.053079661663938654,8000,0.02924187837399811
2018,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,221.47,60.15,199.42,30.27,0.25,36.38,451.68,-4.23,443.56,140.18,292.73,0.0,0.0,232.06,0.0,87.84,0.0458933034560026,-74.21000000000001,-7.640000000000008,-33.34,-0.10000000000000142,0.01999999999999999,-33.30999999999999,548.05,499.865,-0.06663799225790962,-4.23,-0.43,-245.11999999999995,-0.000860232262710932,-0.008462284816900563,-0.4903724005481479,0.07277965050563652,17.63,0.035269522771148205,True,5,230,230,0.03501215985451505,0.03250984923908723,0.013534324912151181,0.01780812630177802,0.06067511660088229,8000,0.03501215985451505
2019,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,166.25,65.39,188.19,34.92,0.03,50.39,444.8,17.63,449.47,148.06,299.6,0.0,1.34,228.71,0.0,156.7,0.0020550041537318,-55.22,5.240000000000002,-11.22999999999999,4.650000000000002,-0.22,-44.80000000000001,451.68,448.24,-0.09994645725504196,17.63,-4.23,5.910000000000025,-0.009436908798857755,0.03933160806710691,0.013184900945921884,0.11241745493485633,11.19,0.024964304836694626,True,5,230,230,0.046537294699693206,0.043645789219686544,0.017495930887495962,0.023928199653730997,0.07862365286339744,8000,0.046537294699693206
2020,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,218.78,108.12,185.57,35.28,0.26,48.09,505.02,11.19,512.76,213.72,298.63000000000005,0.0,3.95,273.65,0.0,305.58,-0.0129362324136674,52.53,42.730000000000004,-2.6200000000000045,0.35999999999999943,0.23,13.010000000000002,444.8,474.90999999999997,0.0273946642521741,11.19,17.63,63.289999999999964,0.03712282327177781,0.02356235918384536,0.133267355920069,0.10126129161314777,1.96,0.004127097765892485,True,5,230,230,0.03940239625260672,0.03654801671546053,0.015599033065134849,0.019622880541486358,0.06925457739459297,8000,0.03940239625260672
2021,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,218.03,88.72,209.14,44.35,0.0,47.28,517.11,1.96,536.03,201.93,349.98,0.0,1.38,260.22,0.0,255.97,-0.0663284912766122,-0.75,-19.400000000000006,23.569999999999993,9.07,-0.26,3.890000000000013,505.02,511.065,0.007611556259966957,1.96,11.19,23.269999999999982,0.021895453611575827,0.0038351286039936213,0.045532368681087496,0.0925126940800094,30.52,0.05971843111932924,True,5,230,230,0.03358542702673745,0.030789953479735996,0.014584391505015648,0.015452202050637735,0.06122901850393458,8000,0.03358542702673745
2020,GOFORE.HE,Gofore Oyj,Software & IT Services,Information Technology,382.01,224.13,288.61,20.95,2.5,152.86,820.95,96.02,835.91,167.12,489.19,0.0,1.37,377.76,0.24,2521.97,0.4715079365079364,71.50999999999999,13.949999999999989,127.42000000000002,7.27,0.9199999999999999,-61.670000000000016,566.07,693.51,-0.08892445674900148,96.02,120.73,205.18999999999994,0.17408544938068665,0.13845510518954304,0.2958717249931507,0.2204149904110972,144.15,0.20785569061729464,True,6,231,231,0.09183245740813421,0.08788214322841041,0.031798738921998415,0.04759995129040391,0.1512804366464238,8000,0.09183245740813421
2021,GOFORE.HE,Gofore Oyj,Software & IT Services,Information Technology,589.37,391.59,284.17,26.03,5.34,96.84,1020.15,144.15,1061.99,226.32,615.63,0.0,2.27,610.75,3.04,3621.45,0.3547956141351278,207.36,167.45999999999998,-4.439999999999998,5.080000000000002,2.84,52.26000000000003,820.95,920.55,0.056770408994622816,144.15,96.02,226.08000000000004,0.10430720764760197,0.156591168323285,0.24559230894573902,0.10519797946879583,219.44,0.2383792298082668,True,6,231,231,0.08837434300381458,0.08431568684818251,0.02946790127979274,0.04762704275762364,0.14302278487147826,8000,0.08837434300381458
2018,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,6.68,2.07,21.67,0.0,0.0,47.35,56.84,-27.4,32.76,0.0,70.47,0.0,0.97,-3.46,0.0,242.15,11.179190751445086,-41.83,-40.15,5.460000000000001,0.0,0.0,-7.140000000000001,106.71,81.775,-0.08731274839498625,-27.4,-28.34,14.93,-0.3465606848058697,-0.33506572913482113,0.18257413634974012,0.5790278202384591,-30.71,-0.3755426475084072,True,5,232,232,0.10878380245935429,0.10599505190916036,0.03124181107731198,0.06223424189030962,0.16441401710199446,8000,0.10878380245935429
2019,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,48.54,37.85,45.4,0.0,0.0,79.05,129.75,-30.71,44.08,0.0,84.86,0.0,0.97,39.62,0.0,269.08,-1.0537607269056033,41.86,35.78,23.729999999999997,0.0,0.0,-17.65,56.84,93.295,-0.1891848437751219,-30.71,-27.4,11.32,-0.29369205209282384,-0.32917090948067956,0.12133554852886007,0.8473122889758293,-36.12,-0.3871590117369634,True,5,232,232,0.1145682486926302,0.11169832038863456,0.030272028361206654,0.07005283784156505,0.16815614701695922,8000,0.1145682486926302
2020,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,60.45,45.68,54.81,0.0,0.0,142.05,207.3,-36.12,49.86,0.0,138.88,0.0,1.76,71.72,0.5,846.75,-1.2569925228468568,11.910000000000004,7.829999999999998,9.410000000000004,0.0,0.0,-5.329999999999998,129.75,168.525,-0.03162735499184096,-36.12,-30.71,5.780000000000001,-0.18222815605993176,-0.2143302180685358,0.03429758196113337,0.8429016466399645,-53.04,-0.31473075211392965,True,5,232,232,0.1116429701201794,0.10904356771791193,0.03006578152943814,0.0682909550152173,0.16615114765263048,8000,0.1116429701201794
2021,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,194.72,175.22,67.84,6.63,0.0,160.64,358.31,-53.04,85.3,0.0,157.24,0.0,3.38,195.46,-1.45,565.66,-0.388227410958198,134.26999999999998,129.54,13.030000000000001,6.63,0.0,-1.6700000000000115,207.3,282.805,-0.005905128975796084,-53.04,-36.12,35.44,-0.12772051413518148,-0.1875497250755821,0.12531603048036632,0.5680239033963331,-66.19,-0.23404819575325753,True,5,232,232,0.08244331735183286,0.07955327976728452,0.024720416065805433,0.047159237695134124,0.12686949074646656,8000,0.08244331735183286
2010,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2074.79,139.39,702.41,339.0,1.14,923.54,4057.63,594.73,2446.49,942.53,950.73,0.0,0.0,1982.41,0.0,2088.08,0.2790694155094051,253.31999999999994,14.809999999999988,-232.64,-229.28999999999996,1.14,242.99999999999994,3568.57,3813.1000000000004,0.06372767564448871,594.73,67.19,833.8699999999999,0.017620833442605753,0.1559702079672707,0.21868558390810622,0.2422018829823503,215.41,0.05649209304765151,True,2,234,234,0.10934636409592868,0.10424432541715639,0.03586027941655942,0.0601613193192686,0.17556023429208703,8000,0.10934636409592868
2011,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,1914.35,152.62,1206.69,779.98,0.0,1126.7,4178.64,215.41,2046.99,889.68,982.17,0.0,45.27,1690.15,0.0,483.5,0.0768393337869419,-160.44000000000005,13.230000000000018,504.2800000000001,440.98,-1.14,-238.11000000000013,4057.63,4118.135,-0.05781986263199242,215.41,594.73,-399.4999999999998,0.1444173151195869,0.05230765868530293,-0.09700993289438052,0.27359472188259976,202.73,0.04922859498292309,True,2,234,234,0.10513032663459124,0.10006714362187022,0.03269501965258819,0.06094983086459646,0.16562227409734223,8000,0.10513032663459124
2012,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,1791.68,239.89,987.9,609.54,0.0,1141.32,4070.28,202.73,2050.07,1202.31,1079.81,0.0,76.05,1513.23,0.0,1379.03,-0.2036042108602127,-122.66999999999985,87.26999999999998,-218.79000000000008,-170.44000000000005,0.0,-161.5899999999998,4178.64,4124.46,-0.03917846215019658,202.73,215.41,3.0800000000001546,0.052227443107703796,0.04915310125446725,0.0007467644249186935,0.276719861509143,317.28,0.07692643400590622,True,2,234,234,0.08091018017079939,0.0770472240604295,0.025746992881487643,0.046745749717205555,0.1286214481839164,8000,0.08091018017079939
2013,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2566.18,182.26,1302.59,536.06,1.47,1204.63,4907.46,317.28,2404.22,968.98,1113.42,0.0,89.73,1988.01,13.77,2735.72,0.1159418117875089,774.4999999999998,-57.629999999999995,314.68999999999994,-73.48000000000002,1.47,445.42999999999984,4070.28,4488.87,0.0992298729969903,317.28,202.73,354.14999999999964,0.04516281380391947,0.0706814855409045,0.07889513396467254,0.2683592975514996,156.54,0.034872919019708744,True,2,234,234,0.07373278200306434,0.06984429470394501,0.023505694180867263,0.04285414733497119,0.11761955768576406,8000,0.07373278200306434
2014,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2714.09,181.5,1328.4,1028.56,56.98,1424.95,5351.6,156.54,4099.54,2293.28,1528.68,0.0,89.08,2222.09,19.36,3182.37,0.0840973476990339,147.9100000000003,-0.7599999999999909,25.810000000000173,492.5,55.51,670.8700000000001,4907.46,5129.530000000001,0.13078586147268853,156.54,317.28,1695.3200000000002,0.0618536201172427,0.030517415825621445,0.3305020148044753,0.27779348205391136,369.67,0.07206703148241651,True,2,234,234,0.08363791597301008,0.07999951248376082,0.025124625620113108,0.05014334423945641,0.13042822559049697,8000,0.08363791597301008
2015,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,3139.67,392.02,1342.07,101.92,24.55,1534.77,5935.78,369.67,4608.67,2738.93,1812.5,0.0,117.96,2207.16,30.35,3461.52,-0.0271373088835356,425.5799999999999,210.51999999999998,13.669999999999845,-926.64,-32.42999999999999,-757.6799999999998,5351.6,5643.6900000000005,-0.13425259006075807,369.67,156.54,509.1300000000001,0.027737171956645382,0.06550147155495784,0.09021225474822325,0.27194441934266406,953.11,0.16888064369233602,True,2,234,234,0.08773077510339536,0.08404716752428035,0.025293936077254577,0.05335024954883296,0.1339616718029648,8000,0.08773077510339536
2016,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4065.23,503.61,1628.75,98.49,172.06,1510.38,6768.04,953.11,6545.19,3287.16,2155.73,0.0,74.87,3150.68,56.27,9122.79,0.3203760582484915,925.56,111.59000000000003,286.68000000000006,-3.430000000000007,147.51,671.3699999999999,5935.78,6351.91,0.10569576709997464,953.11,369.67,1936.5199999999995,0.0581982427332881,0.15005092956291888,0.3048720778474505,0.23778359580031835,708.88,0.11160107747118583,True,2,234,234,0.0869303390422401,0.08376816738998254,0.024669158289399196,0.0526849388338771,0.1318960370489902,8000,0.0869303390422401
2017,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4070.49,271.71,1665.23,98.87,157.24,1871.8,7152.62,708.88,7017.46,3724.2,2408.56,0.0,44.66,3304.36,43.54,8067.58,0.250915499268198,5.2599999999997635,-231.90000000000003,36.48000000000002,0.38000000000000966,-14.819999999999993,186.23999999999978,6768.04,6960.33,0.02675735202210237,708.88,953.11,472.27000000000044,0.13693459936525998,0.10184574581952292,0.0678516679525253,0.2689240309008337,805.91,0.1157861768048354,True,2,234,234,0.08096638686138957,0.07791051274822425,0.023697994237748248,0.04809511507811447,0.12403538908740697,8000,0.08096638686138957
2018,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4553.56,137.92,1767.73,153.71,130.29,2292.91,8142.49,805.91,7500.32,3852.86,2598.32,0.0,54.08,3834.05,49.46,11423.02,0.2562269699318398,483.0700000000006,-133.79,102.5,54.84,-26.950000000000017,542.2500000000006,7152.62,7647.555,0.07090501474000521,805.91,708.88,482.8599999999997,0.09269367791405227,0.1053813931380683,0.06313913401080472,0.29982262304749685,1455.99,0.1903863391633012,True,2,234,234,0.07915645161696477,0.07652592614662256,0.022453068166649544,0.0468978639219815,0.1200416663573749,8000,0.07915645161696477
2019,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4632.18,214.5,1700.96,98.21,211.57,2957.94,8934.68,1455.99,8273.59,4181.97,3034.3900000000003,0.0,61.9,4084.21,56.63,15666.18,0.2403691038533243,78.61999999999989,76.58000000000001,-66.76999999999998,-55.500000000000014,81.28,94.58999999999985,8142.49,8538.585,0.011077947926969147,1455.99,805.91,773.2700000000004,0.0943844911071331,0.17051888574043594,0.09056184367784598,0.34642039635372845,412.16,0.048270293028645855,True,2,234,234,0.06566030931104305,0.06335244312663993,0.02057167190653368,0.036262776047252664,0.10312980639294204,8000,0.06566030931104305
2020,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,3295.97,275.43,968.51,104.44,14.79,3033.15,10649.53,412.16,4384.36,1717.28,2461.28,0.0,92.13,4370.92,0.0,9643.0,0.0260059667072377,-1336.2100000000005,60.93000000000001,-732.45,6.230000000000004,-196.78,-855.2400000000005,8934.68,9792.105,-0.08733974972694844,412.16,1455.99,-3889.2300000000005,0.1486901948048964,0.04209105192397345,-0.39718017729589306,0.3097546441750778,601.48,0.06142499493214176,True,2,234,234,0.06521587780045682,0.06275222457849755,0.019382285049382757,0.03823820684898521,0.10021174264457579,8000,0.06521587780045682
2021,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4842.77,928.34,1111.23,54.48,88.64,3402.63,10714.25,601.48,4598.59,1738.27,2504.91,0.0,189.39,5563.3,0.0,9427.45,0.0298420002516492,1546.8000000000006,652.9100000000001,142.72000000000003,-49.96,73.85,775.0600000000005,10649.53,10681.89,0.07255832067171639,601.48,412.16,214.23000000000047,0.03858493206726525,0.05630838737339554,0.02005543962725702,0.3185419434201251,1584.23,0.14830989646963225,True,2,234,234,0.05948326715645861,0.05726702505956051,0.017971728818241835,0.03415608018510637,0.09241174624369222,8000,0.05948326715645861
2010,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,651.06,90.79,502.97,43.33,0.0,389.52,1497.44,144.92,1621.84,756.03,842.5500000000001,0.0,0.0,594.22,0.0,705.67,0.0391437514725183,-51.06000000000006,-29.299999999999997,33.950000000000045,0.0,0.0,-55.71000000000011,1582.58,1540.01,-0.036175089772144405,144.92,168.25,-87.58000000000015,0.10925253732118623,0.0941032850436036,-0.05686976058597032,0.2529334225102434,123.66,0.08029817988194882,True,0,236,236,0.03263363256989381,0.029644504176027965,0.013905305770172538,0.016278842502017353,0.058579588105887835,8000,0.03263363256989381
2011,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,687.91,114.94,532.2,18.33,0.0,387.33,1510.43,123.66,1709.11,829.89,837.3499999999999,0.0,0.0,570.61,0.0,493.97,0.0733776134312402,36.85000000000002,24.14999999999999,29.230000000000018,-25.0,0.0,-41.52999999999999,1497.44,1503.935,-0.027614225348834884,123.66,144.92,87.26999999999998,0.09636054749706603,0.08222429825757098,0.058027773806713714,0.25754437525557955,167.49,0.11136784501989781,True,0,236,236,0.03130955649904106,0.028726679020773492,0.012938814718789968,0.01584278774182799,0.05514668300530147,8000,0.03130955649904106
2012,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,702.6,117.45,578.36,10.0,16.46,405.33,1561.27,167.49,1871.91,909.71,895.47,0.0,0.0,586.3,0.0,470.45,0.1138154528398431,14.690000000000055,2.510000000000005,46.15999999999997,-8.329999999999998,16.46,-25.849999999999916,1510.43,1535.85,-0.016831070742585486,167.49,123.66,162.80000000000018,0.08051567535892178,0.10905361851743335,0.10599993488947501,0.26391249145424356,32.12,0.020913500667382883,True,0,236,236,0.034955205949698226,0.03224158171184165,0.01373520986252076,0.018120671349514828,0.060751502087281105,8000,0.034955205949698226
2013,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,529.41,74.09,427.95,10.0,6.98,346.66,1292.09,32.12,1638.19,741.07,861.4499999999999,0.0,0.0,625.64,0.0,558.66,0.0570136180551116,-173.19000000000005,-43.36,-150.41000000000003,0.0,-9.48,11.099999999999994,1561.27,1426.6799999999998,0.007780301118681131,32.12,167.49,-233.72000000000003,0.11739843552863993,0.02251380828216559,-0.16382089887010406,0.24298371043261283,100.26,0.07027504415846582,True,0,236,236,0.028294460547645346,0.025936863277201953,0.011774820311594448,0.014385400523255678,0.051094967682010065,8000,0.028294460547645346
2014,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,629.77,186.2,424.45,10.0,1.15,323.94,1330.09,100.26,1677.28,769.11,879.72,0.0,0.0,593.33,0.0,482.21,0.0479497075826267,100.36000000000001,112.10999999999999,-3.5,0.0,-5.83,-14.079999999999972,1292.09,1311.09,-0.010739155969460503,100.26,32.12,39.08999999999992,0.024498699555331824,0.07647072283367276,0.029814886849872945,0.24707685971214793,166.48,0.1269783157525418,True,0,236,236,0.021332226470892054,0.019388743843864832,0.00981619167667434,0.009715909154922337,0.03960000772793277,8000,0.021332226470892054
2015,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,780.59,358.83,458.62,10.0,19.26,302.55,1402.67,166.48,1812.55,826.65,901.38,0.0,0.0,653.69,0.0,578.65,0.1292967614618549,150.82000000000005,172.63,34.170000000000016,0.0,18.110000000000003,-37.86999999999996,1330.09,1366.38,-0.027715569607283448,166.48,100.26,135.26999999999998,0.0733763667500988,0.12184019086930428,0.09899881438545644,0.2214244939182365,117.63,0.08608878935581608,True,0,236,236,0.022360291468212546,0.020483510331544486,0.009558894058192473,0.010633744201945274,0.04022327306464144,8000,0.022360291468212546
2016,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,798.89,356.3,475.3,10.0,15.41,293.98,1402.53,117.63,1814.6,821.89,907.43,0.0,0.0,704.55,0.0,599.82,0.1210417997303241,18.299999999999955,-2.5299999999999727,16.680000000000007,0.0,-3.8500000000000014,0.299999999999919,1402.67,1402.6,0.00021388849279902966,117.63,166.48,2.0499999999999545,0.11869385427064023,0.08386567802652217,0.0014615713674603983,0.20959646371025242,129.51,0.09233566234136603,True,0,236,236,0.013603462085369881,0.011864122162058389,0.007713669099141179,0.00488519711849572,0.028039266191455605,8000,0.013603462085369881
2017,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,823.36,335.81,522.39,10.0,10.78,291.49,1493.59,129.51,1848.2,843.12,914.42,0.0,0.0,757.39,0.0,917.37,0.1197005505750011,24.470000000000027,-20.49000000000001,47.089999999999975,0.0,-4.630000000000001,-6.759999999999941,1402.53,1448.06,-0.00466831484883219,129.51,117.63,33.600000000000136,0.08123282184439871,0.0894369017858376,0.0232034584202313,0.2012969075867022,128.97,0.08906398906122674,True,0,236,236,0.006386129824438704,0.005337517889520013,0.004073070761755587,0.0023494403241577696,0.013713790326970688,8000,0.006386129824438704
2018,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,817.13,295.01,551.16,0.0,10.86,273.38,1451.23,128.97,1965.15,857.68,1031.52,0.0,0.0,798.05,0.0,856.22,0.0951694755967674,-6.230000000000018,-40.80000000000001,28.769999999999982,-10.0,0.08000000000000007,-4.11999999999999,1493.59,1472.4099999999999,-0.0027981336720071114,128.97,129.51,116.95000000000005,0.08795783783049559,0.08759109215503835,0.07942760508282344,0.18566839399352084,303.12,0.2058665724899994,True,0,236,236,0.004948603579110315,0.004234314661873849,0.002926246608472973,0.00194394553242754,0.01053092252505091,8000,0.004948603579110315
2019,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,896.59,395.71,695.88,0.0,1.79,737.4,1977.83,303.12,2024.9,893.24,1065.42,0.0,23.89,823.21,0.0,1058.51,0.0514449532925984,79.46000000000004,100.69999999999999,144.72000000000003,0.0,-9.07,-175.02999999999997,1451.23,1714.53,-0.10208628603757297,303.12,128.97,59.75,0.07522178089622229,0.17679480674003956,0.034849200655573245,0.4300887123584889,344.07,0.20067890325628598,True,0,236,236,0.01980421235976778,0.017099586992602632,0.011019034197206103,0.0071780831754527895,0.041090593786037216,8000,0.01980421235976778
2020,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1153.78,491.48,881.35,0.0,20.15,734.29,2202.13,344.07,2343.85,1099.45,1135.4499999999998,0.0,17.02,897.87,0.0,1171.42,0.1023867597759141,257.18999999999994,95.77000000000004,185.47000000000003,0.0,18.36,-5.690000000000111,1977.83,2089.98,-0.0027225140910439867,344.07,303.12,318.9499999999998,0.14503488071656187,0.16462836964947034,0.15260911587670686,0.3513382903185676,309.79,0.14822629881625662,True,0,236,236,0.01929423781028693,0.01647746811459126,0.011515805279598916,0.007104035998629269,0.04111167113785125,8000,0.01929423781028693
2021,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1041.46,421.55,846.53,5.0,5.38,962.17,2298.75,309.79,2521.09,1095.76,1386.61,0.0,16.689999999999998,957.96,0.0,1446.63,0.0229967848344398,-112.31999999999994,-69.93,-34.82000000000005,5.0,-14.77,-17.33999999999988,2202.13,2250.44,-0.0077051598798456656,309.79,344.07,177.24000000000024,0.15289010149126392,0.1376575247507154,0.07875793178222935,0.4275475018218659,215.0,0.0955368727893212,True,0,236,236,0.02011224859442622,0.017590421289624188,0.011295561627087388,0.007182595614784385,0.04177971404526875,8000,0.02011224859442622
2010,GYLDb.CO,Gyldendal A/S,Media & Publishing,Communication Services,436.97,42.63,255.71,9.01,1.53,166.28,677.22,91.32,961.32,449.36,252.42,0.0,2.98,324.64,0.0,974.52,0.7902907836372599,-49.97999999999996,6.770000000000003,-109.28999999999999,-74.57,1.53,-20.499999999999964,748.18,712.7,-0.028763855759786676,91.32,75.45,-100.45999999999992,0.10586502034516626,0.1281324540479865,-0.14095692437210597,0.23330994808474811,82.51,0.1157710116458538,True,0,237,237,0.021713985433536025,0.019703213818699883,0.009652992208785226,0.010592128878989958,0.04029795880642276,8000,0.021713985433536025
2011,GYLDb.CO,Gyldendal A/S,Media & Publishing,Communication Services,414.67,17.61,266.61,6.92,0.0,178.08,674.41,82.51,926.48,433.62,253.88,0.0,2.69,311.91,0.0,877.08,0.7575582700137861,-22.30000000000001,-25.020000000000003,10.900000000000006,-2.09,-1.53,-11.800000000000013,677.22,675.815,-0.017460399665588974,82.51,91.32,-34.84000000000003,0.13512573707301553,0.1220896251193004,-0.05155256986009489,0.2635040654617018,77.81,0.1151350591508031,True,0,237,237,0.015490774785905069,0.013854031768799544,0.007112261337492931,0.0074187975848402235,0.028779644705683238,8000,0.015490774785905069
2012,GYLDb.CO,Gyldendal A/S,Media & Publishing,Communication Services,412.43,35.22,273.68,4.24,3.81,176.87,650.32,77.81,859.57,380.1,271.64,0.0,3.1,306.75,1.05,635.88,0.6651397011046135,-2.240000000000009,17.61,7.069999999999993,-2.6799999999999997,3.81,-25.79,674.41,662.365,-0.03893623606319778,77.81,82.51,-66.90999999999997,0.12456878005329389,0.11747299449699185,-0.10101681097280195,0.26702799815811523,145.74,0.22002974190967217,True,0,237,237,0.015882958116626166,0.014235944855792177,0.007442195528645459,0.007556586821670913,0.029868137771814955,8000,0.015882958116626166
