model,sample,n_firm_years,n_firms,mean_expected_wca,median_expected_wca,std_expected_wca,p05_expected_wca,p25_expected_wca,p75_expected_wca,p95_expected_wca,correlation_expected_wca,mean_difference_analyst_minus_baseline,median_difference_analyst_minus_baseline,std_difference_analyst_minus_baseline
no_cfo_lead_matched_sample,full_available_sample,2876,351,0.0040865449836782,0.0028771154148186,0.0363525254492349,-0.0369049643055268,-0.0076496253051968,0.0155544237488758,0.0488592825674076,,,,
analyst_cfo_hybrid,full_available_sample,2876,351,0.0051986330882905,0.0031785443137991,0.0392505198195055,-0.0389749068735823,-0.0085160939435287,0.016789233134689,0.053795976492542,,,,
no_cfo_lead_matched_sample,overlapping_firm_year_sample,2876,351,0.0040865449836782,0.0028771154148186,0.0363525254492349,-0.0369049643055268,-0.0076496253051968,0.0155544237488758,0.0488592825674076,,,,
analyst_cfo_hybrid,overlapping_firm_year_sample,2876,351,0.0051986330882905,0.0031785443137991,0.0392505198195055,-0.0389749068735823,-0.0085160939435287,0.016789233134689,0.053795976492542,,,,
no_cfo_lead_matched_sample_vs_analyst_cfo_hybrid,overlapping_firm_year_sample,2876,351,,,,,,,,0.9248284373725688,0.0011120881046123,4.111748645140023e-05,0.0149303814294689
