Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_acc
2016,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,1694.35,183.82,178.84,0.0,0.0,20.82,1822.2,-178.99,91.36,15.66,386.84,301.55,0.0,1643.35,0.0,2449.74,-0.0058356406121641,446.89999999999986,-43.83000000000001,37.16,0.0,0.0,453.56999999999994,1691.51,1756.855,0.2581715622518648,-178.99,332.14,-362.09999999999997,0.18905373522573005,-0.10188091789020721,-0.2061069354044585,0.01185072188655296,-347.13,-0.19758602730447306,True,4,330,2016.0,2017-04-09,2017-06-30,2017-02-17,-189.825035546199,True,True,-0.10804820861493919,330,0.18028722189502436,0.1726447006932985,0.05702817917156585,0.10033555893840551,0.28377516107528516,8000,0.18028722189502436
2017,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,489.31,58.6,102.18,0.0,0.0,14.45,616.57,-347.13,35.48,0.0,375.16,0.0,0.06,514.39,0.0,959.09,-0.6604716265868309,-1205.04,-125.22,-76.66,0.0,0.0,-1003.16,1822.2,1219.385,-0.8226770052116436,-347.13,-178.99,-55.88,-0.14678710989556212,-0.2846762917372282,-0.04582637969140182,0.011850235979612673,-298.39,-0.2447053227651644,True,4,330,2017.0,2018-04-27,2018-06-30,2018-02-14,-352.946264381093,True,True,-0.2894461260234405,330,0.2106732700623114,0.20292535371657716,0.06304438356009712,0.1228887681500538,0.325907217984215,8000,0.2106732700623114
2018,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,304.12,46.04,94.64,0.0,0.0,10.57,409.23,-298.39,22.35,0.0,336.95,0.0,0.01,300.18,0.0,567.65,-1.0480711573056165,-185.19,-12.560000000000002,-7.540000000000006,0.0,0.0,-165.08999999999997,616.57,512.9000000000001,-0.3218756092805614,-298.39,-347.13,-13.129999999999995,-0.6767985962175861,-0.5817703255995319,-0.025599532072528745,0.02060830571261454,-137.96,-0.26898030805225187,True,4,330,2018.0,2019-05-03,2019-06-30,2019-02-14,-246.600037739805,True,True,-0.4807955502823259,330,0.2135622698820197,0.2072110665245412,0.056693805250874356,0.13389740414692522,0.31713050567493895,8000,0.2135622698820197
2019,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,143.29,32.16,51.55,0.0,0.0,21.83,275.17,-137.96,8.12,0.0,121.23,0.0,1.22,172.96,0.0,282.39,-0.6610198889916743,-160.83,-13.880000000000003,-43.09,0.0,0.0,-103.86000000000001,409.23,342.20000000000005,-0.30350672121566336,-137.96,-298.39,-14.230000000000002,-0.8719754529514901,-0.40315604909409697,-0.04158386908240795,0.06379310344827585,-59.42,-0.17364114552893042,True,4,330,2019.0,2020-05-08,2020-06-30,2020-02-13,-112.706345510861,True,True,-0.3293581107856838,330,0.23142578975969888,0.22496043369471605,0.05873788340259344,0.14748805762005612,0.3383038498635668,8000,0.23142578975969888
2020,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,82.42,14.66,36.2,0.0,0.0,16.93,199.92,-59.42,14.28,0.0,81.6,0.0,0.56,148.18,0.0,210.5,-0.45809151032528,-60.86999999999999,-17.499999999999996,-15.349999999999994,0.0,0.0,-28.019999999999996,275.17,237.54500000000002,-0.11795659769727838,-59.42,-137.96,6.16,-0.5807741691048012,-0.2501420783430508,0.02593192868719611,0.07127070660295944,-48.84,-0.2056031488770549,True,4,330,2020.0,2021-06-09,2021-06-30,2021-02-26,-74.7309389790706,True,True,-0.3145969773266985,330,0.18424688971458433,0.17924504044018813,0.04832543692130508,0.11404400655825905,0.27202583969153166,8000,0.18424688971458433
2021,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,220.11,14.31,40.64,0.0,0.0,13.25,327.19,-48.84,25.59,0.0,95.47,0.0,0.95,273.91,0.0,608.18,-0.2585885874922419,137.69,-0.34999999999999964,4.439999999999998,0.0,0.0,133.6,199.92,263.555,0.5069150651666635,-48.84,-59.42,11.31,-0.22545578721708942,-0.1853123636432623,0.04291324391493237,0.05027413632828062,-96.74,-0.3670581093130466,True,4,330,2021.0,2022-06-21,2022-06-30,2022-02-15,-75.0674527741476,True,True,-0.2848265173271142,330,0.19984608424770023,0.19404262241977996,0.05377725430389904,0.12264755719886418,0.2966333628140431,8000,0.19984608424770023
2022,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,115.82,6.07,26.36,0.0,0.0,13.97,220.44,-96.74,4.19,0.0,86.47,0.0,0.88,181.47,0.0,519.37,-0.4582575632335923,-104.29000000000002,-8.24,-14.280000000000001,0.0,0.0,-81.77000000000002,327.19,273.815,-0.29863228822380083,-96.74,-48.84,-21.4,-0.17836860654091266,-0.3533042382630608,-0.07815495863995763,0.05101984916823403,-59.38,-0.21686174972152733,True,4,330,2022.0,2023-04-28,2023-06-30,2023-02-15,-65.3348812253061,True,True,-0.23860957663132445,330,0.21851775262363102,0.21330928988638181,0.05647733216965734,0.1356989770399674,0.3175176703518034,8000,0.21851775262363102
2023,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,180.45,25.73,59.12,0.0,0.0,12.45,289.86,-59.38,7.6,0.0,97.21,0.0,0.91,219.4,0.0,320.45,-0.4125797629899727,64.63,19.66,32.76,0.0,0.0,12.21,220.44,255.15,0.04785420340975897,-59.38,-96.74,3.4099999999999993,-0.3791495198902606,-0.23272584754066236,0.01336468743876151,0.048794826572604345,-126.3,-0.4950029394473839,True,4,330,2023.0,2024-05-02,2024-06-30,2024-02-15,-84.1253714317256,True,True,-0.32970947063188555,330,0.1939409654110412,0.18905196911975786,0.050266679228314036,0.12036492887019197,0.2841746075556667,8000,0.1939409654110412
2024,MEDIVIR.ST,Medivir AB,Biotechnology & Medical Research,Health Care,68.52,11.14,49.83,0.0,0.0,9.91,177.44,-126.3,3.54,0.0,131.26,0.0,0.79,118.76,0.0,327.51,-1.0820983496126642,-111.92999999999999,-14.59,-9.29,0.0,0.0,-88.04999999999998,289.86,233.65,-0.3768457093943932,-126.3,-59.38,-4.06,-0.25414080890220414,-0.5405521078536272,-0.017376417718810183,0.04241386689492831,,,True,4,330,2024.0,2025-06-16,2025-06-30,2025-02-18,-62.9254581110432,True,True,-0.26931503578447763,330,0.2213811867084092,0.21604197987202894,0.054621201438792386,0.1414162024870403,0.3180111992840798,8000,0.2213811867084092
2016,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,298.37,31.62,130.22,0.0,8.58,126.23,440.32,56.89,925.23,373.38,495.87,0.0,2.25,257.11,0.0,668.45,0.2089767025786628,22.819999999999993,-9.169999999999998,18.209999999999994,0.0,6.41,20.189999999999998,442.19,441.255,0.04575585545772852,56.89,56.47,69.65999999999997,0.127975886958788,0.1289277175329458,0.15786789951388647,0.28607041279985496,91.53,0.20743107726824625,True,1,331,2016.0,2017-05-11,2017-06-30,2017-02-09,79.8364015509433,True,True,0.18093030458792148,331,0.03228372998505402,0.028687797928911386,0.017205757837660433,0.012514281080028519,0.06459054818727762,8000,0.03228372998505402
2017,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,332.57,61.16,131.4,0.0,5.43,119.2,463.83,91.53,954.71,348.96,503.42,0.0,11.84,301.94,0.0,772.17,0.2996953037027223,34.19999999999999,29.539999999999996,1.1800000000000068,0.0,-3.1500000000000004,0.32999999999998586,440.32,452.075,0.0007299673726704327,91.53,56.89,29.480000000000018,0.12584195100370515,0.2024664049106896,0.06521041862522815,0.2636730630979373,117.38,0.2596471824365426,True,1,331,2017.0,2018-05-11,2018-06-30,2018-02-15,113.375178136569,True,True,0.25078842700120335,331,0.027381972381247417,0.02488323865944766,0.012672787734841366,0.012252686424423708,0.05164214797307135,8000,0.027381972381247417
2018,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,517.22,229.6,163.41,0.0,11.18,43.97,565.87,117.38,1074.2,404.09,549.81,0.0,3.3200000000000003,396.36,0.0,1600.31,0.2951357351902315,184.65000000000003,168.44,32.00999999999999,0.0,5.75,-10.049999999999955,463.83,514.85,-0.019520248616101687,117.38,91.53,119.49000000000001,0.17777993590366126,0.2279887345828882,0.23208701563562203,0.08540351558706419,285.42,0.5543750606972905,True,1,331,2018.0,2019-05-17,2019-06-30,2019-02-27,199.754139954037,True,True,0.3879851217908847,331,0.03547611331873705,0.03324314168975054,0.013658952404518684,0.018023888055005998,0.06073325934365335,8000,0.03547611331873705
2019,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,544.47,257.16,298.82,2.47,20.81,397.87,953.4,285.42,1234.74,446.87,506.29,0.0,10.08,383.05,0.0,2864.09,0.7087847539485707,27.25,27.56000000000003,135.41,2.47,9.629999999999999,-123.62000000000003,565.87,759.635,-0.16273605086653464,285.42,117.38,160.53999999999996,0.15452157944275868,0.37573308233559544,0.21133834012387523,0.5237647027848902,294.64,0.3878704904329053,True,1,331,2019.0,2020-05-15,2020-06-30,2020-02-13,215.045735883155,True,True,0.28309087375272995,331,0.048379660040344614,0.045763268855893775,0.016702852295894875,0.026277382577198898,0.07927728621057774,8000,0.048379660040344614
2020,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,750.17,429.99,351.76,7.6,5.59,432.34,1198.17,294.64,1325.05,517.26,472.02,0.0,11.55,548.15,0.0,3879.48,0.5914804341877222,205.69999999999993,172.82999999999998,52.94,5.129999999999999,-15.219999999999999,-30.160000000000053,953.4,1075.785,-0.028035341634248527,294.64,285.42,90.30999999999995,0.26531323638087534,0.27388372211919665,0.08394800076223403,0.40188327593338813,364.82,0.33911980553735177,True,1,331,2020.0,2021-06-04,2021-06-30,2021-02-18,266.611191449217,True,True,0.2478294375262873,331,0.04433835685346938,0.0413993033737295,0.01641505258132452,0.02299329702483815,0.07494717787662016,8000,0.04433835685346938
2021,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,978.5,597.95,411.25,18.0,25.08,332.25,1330.4,364.82,1546.88,624.78,517.43,0.0,10.35,699.13,0.0,6893.88,0.5640152761289033,228.33000000000004,167.96000000000004,59.49000000000001,10.4,19.49,30.769999999999992,1198.17,1264.285,0.02433786685755189,364.82,294.64,221.83000000000015,0.2330487192365645,0.2885583551177147,0.17545885619144427,0.2627967586422365,203.3,0.16080235073579138,True,1,331,2021.0,2022-05-16,2022-06-30,2022-02-15,341.0452914424,True,True,0.269753490267147,331,0.04254953469333384,0.04015526874449489,0.0153626331434933,0.02252464186297973,0.07099120402081341,8000,0.04254953469333384
2022,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,822.79,342.95,355.26,22.74,4.36,362.34,1201.36,203.3,1680.76,727.91,629.27,0.0,10.61,581.09,0.0,3733.31,0.538591268134024,-155.71000000000004,-255.00000000000006,-55.99000000000001,4.739999999999998,-20.72,139.3,1330.4,1265.88,0.11004202610042026,203.3,364.82,133.87999999999988,0.2881947735962334,0.1605997408917117,0.10576041962903267,0.28623566214807084,335.69,0.2651831137232597,True,1,331,2022.0,2023-06-28,2023-06-30,2023-02-16,451.365496053507,True,True,0.35656262525160914,331,0.040416731576993235,0.03794207850072881,0.014929259614781587,0.020765289705900147,0.06834946823551827,8000,0.040416731576993235
2023,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,961.9,414.34,363.92,6.88,0.13,392.59,1378.65,335.69,1986.09,720.83,752.1800000000001,0.0,15.010000000000002,735.28,0.0,6051.56,0.677388205853552,139.11,71.38999999999999,8.660000000000025,-15.86,-4.23,38.97,1201.36,1290.005,0.030209185235716137,335.69,203.3,305.3299999999999,0.15759628838647913,0.2602237975821799,0.23668900508137558,0.304332153751342,338.21,0.2621772783826419,True,1,331,2023.0,2024-05-16,2024-06-30,2024-02-15,410.481562163865,True,True,0.31820152802808127,331,0.04281377135656453,0.04085850505693189,0.014293989718476612,0.023547155096206144,0.06987086920546542,8000,0.04281377135656453
2024,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Consumer Discretionary,1105.0,475.1,382.79,0.0,0.0,391.59,1533.81,338.21,2121.79,905.43,811.67,0.0,14.090000000000002,888.65,0.0,5797.2,0.4395431272154393,143.10000000000002,60.76000000000005,18.870000000000005,-6.88,-0.13,56.45999999999997,1378.65,1456.23,0.03877134793267545,338.21,335.69,135.70000000000005,0.23051990413602247,0.23225040000549363,0.09318582916160224,0.2689066974310377,,,True,1,331,2024.0,2025-05-15,2025-06-30,2025-02-19,389.81921433286,True,True,0.2676906905728216,331,0.037579198900025285,0.03532985158423975,0.013644428193456093,0.019846606694068274,0.06256860489390192,8000,0.037579198900025285
2016,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2267.43,275.96,1520.15,0.0,0.0,171.65,5170.23,534.18,5681.6,2637.53,2720.01,0.0,27.49,2190.62,13.28,5838.89,0.1345659966423158,-180.48000000000002,-32.78000000000003,-112.49000000000001,-480.37,-99.42,-615.0,5610.63,5390.43,-0.11409108364267785,534.18,419.73,304.46000000000004,0.07786577323144907,0.09909784562641569,0.056481579391625535,0.03184347074352139,480.3,0.08910235361557427,True,1,332,2016.0,2017-06-28,2017-06-30,2017-02-15,577.158923031899,True,True,0.10707103571178904,332,0.050908682509168246,0.04596416992820247,0.025016246937783773,0.020483053444204223,0.09836353483192148,8000,0.050908682509168246
2017,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2460.59,254.16,1535.99,253.17,84.05,254.16,5557.59,480.3,5664.82,2569.99,2723.96,0.0,28.08,2364.53,16.01,5361.76,0.1439967402354087,193.1600000000003,-21.799999999999983,15.839999999999918,253.17,84.05,536.3400000000004,5170.23,5363.91,0.09999049201049241,480.3,534.18,-16.780000000000655,0.09958780069016818,0.08954288942208204,-0.0031283149791850825,0.04738334535814359,309.97,0.05778806877818607,True,1,332,2017.0,2018-05-11,2018-06-30,2018-02-09,456.021962135052,True,True,0.08501670649489869,332,0.056615931360125736,0.05351869357614812,0.02046032144693086,0.02907900052791046,0.09425330403539754,8000,0.056615931360125736
2018,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,4441.14,200.05,3204.72,1051.98,83.92,478.17,10600.76,309.97,7284.79,3653.16,3411.56,0.0,49.63,3735.59,24.4,5037.51,0.045329907792308,1980.5500000000002,-54.109999999999985,1668.7299999999998,798.8100000000001,-0.12999999999999545,1164.6100000000004,5557.59,8079.175,0.14414961923711275,309.97,480.3,1619.9700000000003,0.05944913929949531,0.038366541138173144,0.20051180968353827,0.05918549851934139,1062.73,0.13153942079482125,True,1,332,2018.0,2019-05-03,2019-06-30,2019-02-14,875.981883321103,True,True,0.10842467000914116,332,0.06152609132702617,0.059084441532745106,0.019325476598885054,0.035075392606301596,0.09717372422576435,8000,0.06152609132702617
2019,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,4490.47,332.87,3217.12,701.37,70.32,436.01,12067.72,1062.73,11019.97,6081.36,4444.459999999999,0.0,140.52,4034.76,30.01,4922.32,0.086998772378265,49.32999999999993,132.82,12.400000000000091,-350.61,-13.600000000000009,-460.1000000000002,10600.76,11334.24,-0.04059381131862394,1062.73,309.97,3735.1799999999994,0.02734810626914553,0.09376279309419952,0.32954834201499167,0.03846839311678595,1663.16,0.1467376727508858,True,1,332,2019.0,2020-06-02,2020-06-30,2020-02-07,1103.04283855034,True,True,0.09731952372195578,332,0.06622217978086939,0.06375080285539536,0.019371656700739585,0.03922781432057955,0.10169205099564974,8000,0.06622217978086939
2020,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,4834.65,438.56,3428.11,400.98,111.73,467.8,12731.94,1663.16,11781.3,6466.36,4799.110000000001,0.0,136.12,4727.1,71.01,5366.73,0.0791374103553271,344.1799999999994,105.69,210.99000000000024,-300.39,41.41000000000001,-231.4800000000008,12067.72,12399.83,-0.01866799786771277,1663.16,1062.73,761.3299999999999,0.08570520724880906,0.13412764529836296,0.061398422397726415,0.0377263236673406,1229.71,0.0991715208998833,True,1,332,2020.0,2021-06-22,2021-06-30,2021-02-12,1201.53027657164,True,True,0.0968989314024176,332,0.06563148700226569,0.0628954362135962,0.020265460753020346,0.03802594074027956,0.10295634769179535,8000,0.06563148700226569
2021,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,5505.65,869.06,3333.01,191.93,112.04,424.79,12888.73,1229.71,12336.17,6723.81,4956.92,0.0,115.25,5040.92,53.59,8635.08,0.1060337500564332,671.0,430.49999999999994,-95.09999999999991,-209.05,0.3100000000000023,126.85999999999996,12731.94,12810.335,0.009902941648286322,1229.71,1663.16,554.8700000000008,0.12982954778309858,0.09599358642845797,0.04331424588037712,0.03315994468528731,995.75,0.07773020767997091,True,1,332,2021.0,2022-05-30,2022-06-30,2022-02-11,1387.47511395836,True,True,0.10830904218807394,332,0.05970293727940148,0.05713032082334722,0.01966247498881702,0.03245185012202367,0.09485108301894285,8000,0.05970293727940148
2022,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,6666.98,697.48,3704.82,0.0,65.89,1012.8,14846.58,995.75,13365.68,7358.87,5579.25,0.0,144.42,5460.28,117.66,5979.4,0.0507606750879357,1161.33,-171.57999999999993,371.80999999999995,-191.93,-46.150000000000006,723.0199999999999,12888.73,13867.654999999999,0.05213714935942666,995.75,1229.71,1029.5100000000002,0.0886746894121609,0.07180377648564232,0.07423821835775408,0.07303325616335278,1246.09,0.08985585522570326,True,1,332,2022.0,2023-06-27,2023-06-30,2023-02-15,1771.04230503667,True,True,0.12771029456938973,332,0.047574407108150425,0.04521600509039233,0.016812081295378478,0.024802044447165175,0.07847319635987567,8000,0.047574407108150425
2023,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,7510.46,627.21,4425.74,0.0,65.44,753.06,16148.51,1246.09,16682.82,9455.13,6822.619999999999,0.0,284.65,6078.85,137.93,6213.73,0.0193701562545242,843.4800000000005,-70.26999999999998,720.9199999999996,0.0,-0.45000000000000284,192.3800000000008,14846.58,15497.545,0.012413579053972792,1246.09,995.75,3317.1399999999994,0.06425211218938226,0.08040563844144347,0.21404293389694945,0.04859221250849731,1399.39,0.09029752776972096,True,1,332,2023.0,2024-06-27,2024-06-30,2024-02-14,1248.94121024985,True,True,0.08058961662959198,332,0.034249515501205315,0.03195666710026907,0.013585276745242977,0.016443955094483195,0.060001403858344245,8000,0.034249515501205315
2024,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,8433.47,624.05,5174.41,0.0,43.18,824.53,17386.13,1399.39,18352.74,10434.39,7398.65,0.0,294.93,6633.27,171.69,7760.63,0.0330303190613908,923.0099999999993,-3.160000000000082,748.6700000000001,0.0,-22.259999999999998,155.23999999999933,16148.51,16767.32,0.00925848615044022,1399.39,1246.09,1669.920000000002,0.07431658726618207,0.08345937215965343,0.09959373352449896,0.04917482340648356,,,True,1,332,2024.0,2025-05-07,2025-06-30,2025-02-13,1351.65429299205,True,True,0.08061242303433405,332,0.021082721568908513,0.019421242009931672,0.00909841085035068,0.009512097253006826,0.03860790873298,8000,0.021082721568908513
2016,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,4011.77,3999.46,254.8,0.0,0.0,1.7,8696.96,-37.14,0.0,0.0,0.0,0.0,0.98,8442.16,0.0,7807.83,-0.0001160840353653,3076.25,3078.31,-242.99,0.0,0.0,240.93000000000006,9729.89,9213.425,0.026149884543478684,-37.14,-88.88,0.0,-0.00964679258798981,-0.004031074220498892,0.0,0.00018451335958126323,-7.14,-0.0007749561102413055,True,3,333,2016.0,2017-06-28,2017-06-30,2017-02-28,-54.96921,True,True,-0.005966208006251747,333,0.053104344350357595,0.049431786726681616,0.021613575934788538,0.025611765684986052,0.09337129548606013,8000,0.053104344350357595
2017,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,3845.0,3219.52,264.35,0.0,0.0,0.86,8258.8,-7.14,0.0,0.0,0.0,0.0,0.49,7989.14,0.0,4231.05,-6.133325990031468e-05,-166.76999999999998,-779.94,9.550000000000011,0.0,0.0,603.6200000000001,8696.96,8477.88,0.07119940362449105,-7.14,-37.14,0.0,-0.00438081218417812,-0.0008421916799954706,0.0,0.00010144045445323595,-15.87,-0.0018719302467126216,True,3,333,2017.0,2018-06-27,2018-06-30,2018-03-01,-21.570922695,True,True,-0.002544376978088862,333,0.05744302053386884,0.05433451519983011,0.02020339057152898,0.03071099751427573,0.09509189679308565,8000,0.05744302053386884
2018,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,3214.62,3199.23,271.02,0.0,0.0,0.31,8240.55,-15.87,0.0,0.0,0.0,0.0,1.08,7965.57,0.0,3219.4,-0.0001355835175637,-630.3800000000001,-20.289999999999964,6.669999999999959,0.0,0.0,-616.7600000000001,8258.8,8249.675,-0.07476173303796818,-15.87,-7.14,0.0,-0.000865488640461594,-0.001923712146236064,0.0,3.7577237891189654e-05,-39.45,-0.004782006563894942,True,3,333,2018.0,2019-06-14,2019-06-30,2019-02-28,301.31766239,True,True,0.0365247918724071,333,0.06186886823251929,0.05913513927478756,0.01927513640582484,0.03579003573677837,0.09707033434099326,8000,0.06186886823251929
2019,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,2929.62,2892.17,377.31,0.0,0.0,29.34,7130.74,-39.45,0.0,0.0,0.0,0.0,1.24,6730.43,0.0,3726.87,-0.0001842378570165,-285.0,-307.05999999999995,106.29000000000002,0.0,0.0,-84.23000000000008,8240.55,7685.6449999999995,-0.010959392477794653,-39.45,-15.87,0.0,-0.002064888503177027,-0.005132945901092232,0.0,0.003817506533283804,-50.33,-0.006548572045677364,True,3,333,2019.0,2020-06-30,2020-06-30,2020-02-25,2285.6537625,True,True,0.29739257570444644,333,0.07374709368340629,0.0704731537496642,0.022025149310907686,0.043923628615881775,0.11405799903490269,8000,0.07374709368340629
2020,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,359.06,347.18,109.53,0.0,0.0,6.26,7810.17,-50.33,0.0,0.0,0.0,0.0,276.2,6470.2,0.0,3593.66,-0.0426880158264041,-2570.56,-2544.9900000000002,-267.78,0.0,0.0,242.21000000000026,7130.74,7470.455,0.03242238926544638,-50.33,-39.45,0.0,-0.005280802842664871,-0.006737206769868769,0.0,0.0008379677007625372,-87.74,-0.01174493387618291,True,3,333,2020.0,2021-06-03,2021-06-30,2021-02-26,1139.089377409,True,True,0.15247925024767567,333,0.06651193390084299,0.0630838836942752,0.021901952499139937,0.037391990326883597,0.10673271784631386,8000,0.06651193390084299
2021,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,524.38,518.58,67.11,0.0,0.0,1.84,8732.88,-87.74,0.0,0.0,0.0,0.0,157.08,8349.26,0.0,5920.14,-0.0188136433648011,165.32,171.40000000000003,-42.42,0.0,0.0,36.33999999999996,7810.17,8271.525,0.004393385742048771,-87.74,-50.33,0.0,-0.006084730445715875,-0.010607475646872856,0.0,0.00022244991098981144,-156.6,-0.01893242177228504,True,3,333,2021.0,2022-06-01,2022-06-30,2022-02-28,544.692090939,True,True,0.06585147127512762,333,0.05686795195958612,0.05307212688352322,0.021301013158808314,0.029683369855765362,0.09670823761371804,8000,0.05686795195958612
2022,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,1970.08,1956.36,435.94,0.0,0.0,0.0,8990.25,-156.6,0.0,0.0,0.0,0.0,33.63,8136.97,0.0,8463.96,-0.0041329880778717,1445.6999999999998,1437.7799999999997,368.83,0.0,0.0,-360.9099999999999,8732.88,8861.564999999999,-0.040727569001637966,-156.6,-87.74,0.0,-0.009901185625789576,-0.01767182207657451,0.0,0.0,-562.39,-0.06346395924421928,True,3,333,2022.0,2023-05-30,2023-06-30,2023-02-28,38.774357283,True,True,0.004375565408931719,333,0.06130891064401765,0.0575984418601241,0.02245724067678311,0.032341518786004164,0.1032683755874273,8000,0.06130891064401765
2023,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,2403.03,2351.34,227.03,0.0,0.0,0.0,9792.53,-562.39,0.0,0.0,336.59,0.0,80.19,9066.86,0.0,8824.91,-0.0459674021656891,432.9500000000003,394.98000000000025,-208.91,0.0,0.0,246.88000000000002,8990.25,9391.39,0.02628790839268735,-562.39,-156.6,0.0,-0.016674847919211106,-0.059883574209994475,0.0,0.0,-439.42,-0.046789665853510506,True,3,333,2023.0,2024-06-24,2024-06-30,2024-02-26,-238.62681,True,True,-0.025409104509556097,333,0.05242305782889849,0.04842485762378257,0.021520513228615815,0.02517210128113431,0.09208632758561308,8000,0.05242305782889849
2024,MEREN.ST,Meren Energy Inc,Oil & Gas,Energy,871.75,697.85,165.94,0.0,0.0,0.0,6992.18,-439.42,0.0,0.0,348.1,0.0,52.64,6237.5,0.0,6881.46,-0.0642468937875751,-1531.2800000000002,-1653.4900000000002,-61.09,0.0,0.0,183.30000000000004,9792.53,8392.355,0.021841306760736413,-439.42,-562.39,0.0,-0.06701217953720975,-0.05235955819314126,0.0,0.0,,,True,3,333,2024.0,2025-03-16,2025-06-30,2025-02-27,4680.9945,True,True,0.5577688860873974,333,0.0709309689026091,0.06598554007930217,0.02800663056490943,0.034923221378630936,0.12434292461685603,8000,0.0709309689026091
2016,METSB.HE,Metsa Board Oyj,Containers & Packaging,Materials,7504.71,2003.07,5213.8,1989.45,0.0,7534.67,19923.58,715.19,15978.43,11605.56,6245.360000000001,58.52,235.92,9556.82,0.0,20408.19,-0.2144949889189081,-1060.4299999999994,-1086.22,746.9099999999999,1532.49,-27.84,783.5300000000008,21313.02,20618.300000000003,0.03800167812089264,715.19,2206.65,-1977.9799999999996,0.10702385744702521,0.03468714685497834,-0.09593322436864335,0.3654360446787562,2204.73,0.10693073628766676,True,7,334,2016.0,2017-05-05,2017-06-30,2017-02-02,2125.74229989005,True,True,0.10309978513699238,334,0.02136694029209856,0.019514862657377414,0.009858125372475783,0.009446100851721475,0.04001744849719116,8000,0.02136694029209856
2017,METSB.HE,Metsa Board Oyj,Containers & Packaging,Materials,8059.22,2117.69,4104.44,418.42,95.5,7763.87,21916.25,2204.73,17247.86,12036.92,5898.57,51.32,317.23,11493.21,0.0,23278.25,-0.0829655074604918,554.5100000000002,114.62000000000012,-1109.3600000000006,-1571.03,95.5,73.72000000000071,19923.58,20919.915,0.0035239148916236373,2204.73,715.19,1269.4300000000003,0.03418704139094256,0.10538905153295317,0.060680456875661315,0.37112340083599765,1448.86,0.06925745157186346,True,7,334,2017.0,2018-06-18,2018-06-30,2018-02-08,2555.88972129143,True,True,0.1221749572735563,334,0.01780047036447855,0.016137196507391326,0.007855209497335456,0.008342971771642844,0.03241262489528785,8000,0.01780047036447855
