Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2020,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,172.77,51.09,195.23,0.0,0.0,4.54,782.37,67.58,648.24,63.65,528.61,10.1,21.130000000000003,277.71,0.0,566.32,0.1618594937164669
2021,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,155.18,35.92,196.67,0.0,0.0,2.44,758.93,101.16,701.71,80.31,550.18,13.94,18.06,280.36,0.0,908.8,0.2393351405336003
2022,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,139.0,21.57,263.83,62.15,0.0,0.67,779.36,39.23,690.68,76.21,615.7099999999999,18.8,18.41,236.3,0.0,250.13,-0.0035971223021585
2023,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,130.57,20.73,433.36,270.11,0.0,0.28,639.66,-60.48,657.69,80.23,626.63,21.5,21.61,192.6,0.0,164.88,-0.2558670820353061
2024,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,111.83,38.61,164.7,12.73,4.04,0.51,612.34,18.1,591.08,70.73,514.97,1.86,23.7,187.65,0.0,139.23,-0.0877164934718891
2002,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,,-0.5
2003,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,2.01,1.23,0.56,0.0,0.0,0.64,2.6,-2.5,0.47,0.0,3.13,0.0,0.06,2.04,0.0,,-1.3333333333333337
2004,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,2.47,1.69,3.11,0.0,0.0,5.38,9.93,-0.43,0.87,0.0,3.34,0.0,0.03,6.82,0.0,734.95,-0.3665689149560116
2005,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,4.07,3.13,0.99,0.0,0.0,2.54,13.79,-4.93,0.06,0.0,4.09,0.0,0.04,12.58,0.0,2304.76,-0.3235294117647059
2006,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,22.08,19.89,3.58,0.0,0.0,10.94,44.01,-6.24,0.01,0.0,8.31,0.0,0.03,40.21,0.0,8552.35,-0.2071623974135787
2007,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,44.9,36.19,11.34,0.0,0.0,20.04,166.81,-17.43,0.11,0.0,21.48,0.0,0.0,155.27,0.0,2447.31,-0.1376312230308495
2008,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,6.6,4.38,2.98,0.0,0.0,11.78,46.57,-17.66,2.86,0.0,115.97,0.0,0.03,43.37,0.0,597.15,-2.608715702098225
2009,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,0.05,0.04,0.47,0.0,0.0,0.04,1.5,0.42,0.18,0.0,0.26,0.0,0.0,0.01,0.0,7.24,-8.000000000000002
2010,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,19.01,17.72,3.38,0.0,0.0,0.68,63.79,-12.06,0.11,0.0,12.85,0.0,0.0,59.62,0.0,140.97,-0.2136866823213687
2011,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,14.12,13.08,5.12,0.0,0.0,0.72,74.22,-5.48,0.09,0.0,8.1,0.0,0.07,64.55,0.0,130.59,-0.1251742835011619
2012,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,37.61,35.25,8.45,0.14,0.0,8.6,112.53,-4.89,0.78,0.0,7.63,0.0,0.61,97.23,0.0,153.86,-0.0767252905481847
2013,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,11.22,10.46,6.98,0.9,0.0,57.36,115.44,-7.84,1.31,0.0,10.43,0.0,0.33,101.53,0.0,146.76,-0.0930759381463606
2014,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,20.81,20.45,2.83,0.91,0.0,71.86,140.29,-11.41,0.96,0.0,9.16,0.0,0.16,130.89,0.0,116.74,-0.0638704255481702
2015,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,13.8,13.33,5.59,0.88,0.0,91.41,156.99,-6.32,0.6,0.0,8.65,0.0,0.08,130.57,0.0,92.9,-0.0622654514819637
2016,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,149.54,148.39,6.5,1.96,0.0,86.88,283.28,-13.97,0.05,0.0,13.89,0.0,1.37,273.04,0.0,416.0,-0.0557061236448871
2017,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,173.57,164.28,6.56,0.0,0.0,118.01,341.32,-24.34,0.08,0.0,20.78,0.0,0.06,328.73,0.0,458.46,-0.0631521309281173
2018,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,144.06,119.74,63.3,0.0,0.0,792.14,578.74,-2.28,0.11,0.0,50.62,0.0,17.09,297.59,0.0,497.74,-0.2271581706374542
2019,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,56.92,27.75,174.31,38.35,0.0,1176.2,664.15,28.1,184.16,164.25,64.39,0.0,28.1,204.97,0.0,511.34,-0.3541006000878178
2020,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,80.3,36.96,134.7,15.66,0.0,1191.22,687.08,2.05,385.96,303.56,92.21,0.0,39.1,221.58,0.0,589.17,-0.2207329181334056
2021,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,80.38,35.76,298.62,190.08,0.0,1063.92,646.53,35.68,388.26,290.44,90.5,0.0,24.85,242.6,0.0,306.48,-0.0722588623248145
2022,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,54.59,0.75,108.9,24.28,0.0,1031.26,604.76,12.64,362.96,286.94,108.41,0.0,24.23,229.39,0.0,82.23,-0.2468285452722438
2023,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,137.62,79.43,132.19,40.98,0.0,1060.72,702.12,111.27,404.88,247.13,96.35,0.0,33.74,298.3,0.0,228.14,0.0927254441837076
2024,SOSI1.HE,Sotkamo Silver AB,Metals & Mining,Materials,154.01,90.78,181.25,73.61,0.0,1122.68,718.33,113.5,419.21,287.91,99.66,0.0,34.68,296.4,0.0,293.89,-0.0102564102564103
2004,SPGP.CO,SP Group A/S,Chemicals,Materials,254.11,14.53,265.51,150.78,1.43,307.3,655.14,10.42,782.65,590.62,158.84,0.0,14.23,127.17,8.86,167.56,0.139381018892891
2005,SPGP.CO,SP Group A/S,Chemicals,Materials,255.09,11.19,280.2,155.51,3.32,290.47,649.62,-4.73,798.33,589.67,160.51,0.0,14.59,130.14,13.57,207.61,0.2335258506714918
2006,SPGP.CO,SP Group A/S,Chemicals,Materials,307.93,19.93,301.34,158.98,3.91,309.77,740.13,0.0,890.44,647.76,165.7,0.0,14.49,170.2,14.19,346.54,0.3389012419328601
2007,SPGP.CO,SP Group A/S,Chemicals,Materials,303.43,0.0,520.6,0.0,0.0,0.0,710.99,0.0,935.42,857.0,0.0,0.0,0.0,177.72,12.67,372.39,0.4118913808498343
2008,SPGP.CO,SP Group A/S,Chemicals,Materials,398.88,0.0,701.43,0.0,0.0,0.0,923.85,13.94,954.33,705.03,196.96,0.0,25.02,208.16,14.25,110.91,0.1228362034081205
2009,SPGP.CO,SP Group A/S,Chemicals,Materials,275.0,21.21,8.46,217.25,1.0,305.84,751.67,0.52,799.56,590.89,184.55,0.0,19.87,165.44,12.62,96.8,0.0238683589801187
2010,SPGP.CO,SP Group A/S,Chemicals,Materials,335.96,23.32,6.44,146.26,4.01,298.07,775.15,0.19,915.86,645.29,183.81,0.0,16.82,184.18,15.1,178.75,0.3509634684865518
2011,SPGP.CO,SP Group A/S,Chemicals,Materials,342.38,34.35,0.0,155.37,1.21,315.58,800.39,-0.11,1021.96,728.84,194.29,0.0,19.89,198.86,15.1,191.68,0.3689474668162273
2012,SPGP.CO,SP Group A/S,Chemicals,Materials,319.4,31.75,321.5,133.09,1.04,377.38,823.28,101.13,1113.37,799.45,212.74,3.86,16.04,223.5,12.88,239.09,0.3765123952957097
2013,SPGP.CO,SP Group A/S,Chemicals,Materials,387.63,31.28,419.78,225.83,2.21,448.17,989.11,70.07,1154.23,812.59,227.74,4.45,14.15,272.78,9.31,520.43,0.3693856570598035
2014,SPGP.CO,SP Group A/S,Chemicals,Materials,447.46,35.56,460.03,253.17,1.14,518.83,1145.34,71.87,1306.19,939.45,246.48,5.69,14.63,323.82,11.69,539.36,0.3317933891687283
2015,SPGP.CO,SP Group A/S,Chemicals,Materials,569.63,56.3,3.07,194.33,8.47,581.54,1386.58,19.67,1582.92,1099.68,288.44,0.0,15.21,503.1,3.17,1068.56,0.3547316649218796
2016,SPGP.CO,SP Group A/S,Chemicals,Materials,649.91,65.69,7.63,336.86,4.73,594.83,1468.08,0.0,1895.4,1314.26,330.18,0.0,14.12,522.88,1.64,1877.32,0.4515366430260049
2017,SPGP.CO,SP Group A/S,Chemicals,Materials,848.18,100.01,9.15,397.12,8.72,835.73,2004.31,226.78,2363.78,1602.0,419.79,0.0,16.07,709.83,1.44,3299.69,0.4582226158842636
2018,SPGP.CO,SP Group A/S,Chemicals,Materials,931.24,81.52,785.22,396.88,20.27,894.84,2176.7,223.42,2531.86,1699.94,466.28,0.0,17.17,819.57,3.12,2984.77,0.4235738856677485
2019,SPGP.CO,SP Group A/S,Chemicals,Materials,1107.3,64.18,1020.88,542.04,0.67,1253.58,2712.6,209.2,2654.67,1807.01,446.33,0.0,31.57,932.9,3.18,3632.03,0.3950089735920008
2020,SPGP.CO,SP Group A/S,Chemicals,Materials,1313.31,172.75,953.24,374.19,2.88,1450.66,3188.87,461.07,3134.17,2131.56,494.21,0.0,43.57,1414.87,3.48,4765.67,0.3277258786618254
2021,SPGP.CO,SP Group A/S,Chemicals,Materials,1426.13,110.63,1194.27,497.43,25.99,1508.62,3406.64,324.86,3390.58,2293.24,528.68,0.0,29.36,1455.68,3.95,7416.57,0.3694771962757686
2022,SPGP.CO,SP Group A/S,Chemicals,Materials,1690.84,131.75,1254.8,588.81,13.32,1823.68,4176.99,358.97,3605.19,2420.14,540.3000000000001,0.0,0.0,1780.63,4.87,4517.96,0.361103332399888
2023,SPGP.CO,SP Group A/S,Chemicals,Materials,1770.68,75.44,1268.6,662.39,11.71,2080.91,4531.15,551.89,3991.47,2037.12,1290.73,0.0,94.73,2189.91,6.27,4095.13,0.2590361445783132
2024,SPGP.CO,SP Group A/S,Chemicals,Materials,2027.6,237.36,1293.03,578.64,11.45,2248.87,4989.61,794.5,4552.68,2126.74,1524.44,0.0,100.2,2668.79,8.92,6060.92,0.299248238233416
2002,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,573.85,147.49,469.86,103.13,0.0,48.67,663.55,0.0,2547.42,2052.85,425.33,0.0,0.0,144.12,0.0,,0.4804329725228984
2003,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,1576.29,189.88,1136.96,80.05,0.0,52.12,1648.01,0.0,2205.09,1681.49,358.41,0.0,0.0,348.63,0.0,,0.4738261193815798
2004,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,1620.22,206.27,1003.33,6.11,0.0,60.99,1695.89,0.0,3374.1,2614.16,486.77,0.0,0.0,432.12,0.0,,0.6321623623067667
2005,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,1803.23,187.54,1001.88,354.05,33.76,58.02,2105.41,-602.81,3379.71,2818.66,352.47,0.0,0.0,366.44,0.0,,0.5692064185132634
2006,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,1778.69,122.36,946.55,162.04,1.36,45.06,1903.55,380.96,3856.98,3491.42,412.05,0.0,0.0,476.32,0.0,,-0.0976024521330198
2007,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,2500.79,169.73,1023.54,210.2,12.69,63.52,2628.78,-509.89,4497.51,4083.42,449.09,0.0,0.0,1229.76,0.0,1463.45,-0.0284608378870673
2008,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,3830.11,32.74,1792.55,931.92,77.57,184.32,4160.84,-849.74,4422.18,4079.11,520.88,0.0,0.0,1588.69,0.0,1238.63,-0.1119224014754293
2009,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,3120.14,43.13,1253.2,731.52,21.56,135.19,3466.82,53.24,3407.78,2735.78,511.2,0.0,0.0,1327.84,0.0,1796.16,0.1210989275816363
2010,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,3339.43,55.29,1842.6,1176.74,26.48,109.03,3722.59,-222.48,3874.97,3488.06,534.71,0.0,0.0,1204.0,0.0,1898.48,-0.1227574750830566
2011,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,4177.07,96.75,2431.88,1502.34,20.22,117.88,4551.87,-352.07,5237.88,4622.3,581.29,0.0,0.0,1285.82,0.0,1137.87,0.0266678073136208
2012,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,4601.68,242.79,2452.3,1339.55,2.22,100.52,4957.09,-248.29,4794.84,4616.46,616.6899999999999,0.0,0.0,1204.96,0.0,879.79,-0.3637548134377903
2013,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,4443.12,750.28,2114.95,1056.65,19.29,105.26,5528.07,762.1,5305.13,4644.77,617.01,0.0,0.0,1847.51,0.0,1241.65,0.0234640137265831
2014,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,3753.14,166.76,1769.53,701.08,24.56,102.46,5207.01,392.55,5719.42,4455.58,658.3399999999999,0.0,0.0,2027.9,0.0,940.54,0.2985847428374181
2015,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,4711.28,336.25,2972.21,985.24,7.89,102.61,7321.17,444.27,6431.78,5716.36,732.96,0.0,0.0,2653.22,0.0,1800.47,-0.0066108351361741
2016,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,5233.87,495.62,3032.93,669.58,0.3,108.54,8013.07,289.11,8212.06,7410.12,960.78,0.0,0.0,2697.38,0.0,2982.93,-0.0588867716080049
2017,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,5792.56,231.11,3965.17,1480.1,1.03,108.77,8747.66,-303.59,10397.49,9196.17,964.38,0.0,0.0,2806.05,0.0,2144.25,0.0844389800609396
2018,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,6466.49,922.15,4009.09,909.47,0.54,59.76,9382.9,245.17,9214.2,8827.05,929.74,0.0,0.0,2341.9,0.0,1019.0,-0.2316879456851268
2019,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,7134.41,272.86,2749.61,227.91,6.57,53.69,8987.75,-105.61,10444.94,8833.17,1060.7,0.0,64.16,1747.67,0.0,809.68,0.2786052286758944
2020,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,7499.91,1013.55,3289.19,155.01,7.47,39.34,9417.23,496.88,10460.86,9309.6,940.29,0.0,60.99,1937.75,0.0,1636.72,0.0773990452844795
2021,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,5021.21,680.87,2772.56,202.15,0.1,35.94,6871.12,700.4,9476.32,7452.14,895.3000000000001,0.0,53.02,1652.47,0.0,1395.59,0.6510617439348365
2022,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,3895.3,475.03,1775.55,104.84,10.04,43.13,4702.16,-102.07,7772.99,6061.91,926.2,0.0,45.71,1532.63,0.0,676.58,0.4822886149951389
2023,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,4112.86,442.87,1697.08,21.27,0.1,61.0,4905.69,18.81,6958.86,6022.73,955.93,0.0,63.92,1551.09,0.0,774.99,-0.05397494665042
2024,SRV1V.HE,SRV Yhtiot Oyj,Construction & Engineering,Industrials,4591.59,477.07,1843.68,1.62,0.11,79.76,5304.15,4.24,8666.05,7582.07,1034.7,0.0,63.72,1727.71,0.0,931.21,-0.008357884135648
2004,SSABAH.HE,SSAB AB,Metals & Mining,Materials,12164.42,345.26,4641.81,482.27,1048.56,7086.93,19745.49,3322.7,21758.58,16866.75,1241.54,0.0,130.3,11878.53,169.89,11941.23,0.2921536599819728
2005,SSABAH.HE,SSAB AB,Metals & Mining,Materials,11592.7,419.48,4032.65,523.08,342.21,6496.9,18528.62,2440.05,24015.28,17900.04,1457.98,0.0,0.0,12044.45,152.85,17791.78,0.3818271256753542
2006,SSABAH.HE,SSAB AB,Metals & Mining,Materials,13161.6,703.83,4496.16,278.62,407.91,7249.58,20755.36,4207.25,27022.12,20089.51,1191.26,0.0,76.57,13962.86,196.67,30741.7,0.40006836385106
2007,SSABAH.HE,SSAB AB,Metals & Mining,Materials,21520.31,460.03,10721.89,3714.69,33.64,12799.15,77124.6,4057.25,35052.14,25920.95,1412.8,0.0,919.62,24296.44,192.59,37858.6,0.277625124392432
2008,SSABAH.HE,SSAB AB,Metals & Mining,Materials,20599.81,856.32,8194.22,1364.07,771.85,15636.15,61583.35,6039.38,46468.38,36091.71,1520.75,0.0,716.75,31117.58,176.96,15618.95,0.2600827492591359
2009,SSABAH.HE,SSAB AB,Metals & Mining,Materials,14272.73,2954.88,7044.12,3234.83,77.67,13865.74,48885.71,3411.34,24556.69,23883.48,1372.77,0.0,359.65,24907.69,130.27,25348.91,-0.0423041653553245
2010,SSABAH.HE,SSAB AB,Metals & Mining,Materials,17706.26,793.04,7795.89,4217.67,173.53,14804.82,52973.89,43.67,33494.19,30172.74,1212.69,0.0,302.33,25881.32,165.72,24865.61,0.069352602061501
2011,SSABAH.HE,SSAB AB,Metals & Mining,Materials,18256.58,1429.98,8651.92,4802.77,163.13,16220.07,55046.54,3029.85,38555.38,34426.05,1303.32,0.0,412.85,26697.64,0.0,13316.76,0.0903885137412893
2012,SSABAH.HE,SSAB AB,Metals & Mining,Materials,15719.29,2571.52,5993.07,1760.85,208.02,15074.7,50179.65,3998.02,33451.18,31049.96,1265.07,0.0,450.34,24627.14,0.0,12176.77,0.0278477322173829
2013,SSABAH.HE,SSAB AB,Metals & Mining,Materials,16042.47,2001.77,8571.63,2736.89,111.21,15519.41,52717.16,1565.87,32901.32,31591.76,1135.37,0.0,496.39,25565.03,21.68,11645.91,-0.0125924747652198
2014,SSABAH.HE,SSAB AB,Metals & Mining,Materials,28302.64,2888.92,19483.46,8143.43,428.45,25467.39,86003.48,1595.58,43864.11,40810.74,1526.68,0.0,706.39,41998.67,59.43,19424.31,0.0195039718865094
2015,SSABAH.HE,SSAB AB,Metals & Mining,Materials,26349.33,2837.23,17276.67,6661.38,97.33,27499.51,89123.27,4248.93,54367.97,50245.24,2215.3,0.0,674.05,46460.1,50.24,10273.28,0.0265184042946149
2016,SSABAH.HE,SSAB AB,Metals & Mining,Materials,28870.61,3678.53,16049.34,4264.59,38.88,24529.21,86214.48,3237.51,54355.19,49333.47,2052.29,0.0,726.65,50157.51,46.47,29786.85,0.0446733505988967
2017,SSABAH.HE,SSAB AB,Metals & Mining,Materials,32543.02,4251.75,16328.54,2012.3,215.14,23946.46,87532.53,6439.5,63967.97,56737.33,2015.13,0.0,998.36,53265.4,63.04,40249.94,0.0790788179815498
2018,SSABAH.HE,SSAB AB,Metals & Mining,Materials,34432.23,2535.28,20791.67,3437.95,324.96,23374.77,90254.33,6321.16,70179.87,61187.9,2105.18,0.0,650.85,58002.17,76.12,26697.37,0.1073712741886855
2019,SSABAH.HE,SSAB AB,Metals & Mining,Materials,30717.84,3367.15,18515.09,2584.2,106.89,22491.72,88119.68,4970.25,71175.7,65318.6,2198.97,0.0,570.45,56554.2,96.58,30135.85,0.0545037508750982
2020,SSABAH.HE,SSAB AB,Metals & Mining,Materials,35251.17,7362.66,23310.74,6223.44,243.3,22995.39,92517.23,4468.52,66931.63,63063.89,2021.38,0.0,511.74,56373.26,113.82,29143.79,0.0236269957661115
2021,SSABAH.HE,SSAB AB,Metals & Mining,Materials,51826.76,13441.15,25111.06,1393.22,1619.25,22451.28,109137.73,14905.83,96102.64,72584.85,2129.69,0.0,438.97,71587.08,30.2,47786.77,0.2925150187217386
2022,SSABAH.HE,SSAB AB,Metals & Mining,Materials,72736.27,23437.5,28752.83,1771.46,757.72,24554.79,103267.15,17250.83,122326.37,120759.58,2521.68,342.05,447.52,63181.49,62.12,53323.18,-0.016766278838289
2023,SSABAH.HE,SSAB AB,Metals & Mining,Materials,74793.55,29111.61,27960.88,1437.66,1142.68,27525.95,108568.5,21371.57,118924.6,96478.12,2937.06,385.17,755.41,68331.13,76.51,79794.19,0.2797813226709766
2024,SSABAH.HE,SSAB AB,Metals & Mining,Materials,75986.55,28591.34,28050.56,508.91,1180.25,31195.51,113838.97,12098.2,105175.85,90437.52,2981.84,496.29,740.37,72959.83,50.38,45313.53,0.1576821926686692
2004,SSABa.ST,SSAB AB,Metals & Mining,Materials,12164.42,345.26,4641.81,482.27,1048.56,7086.94,19745.49,3322.7,21758.58,16866.75,1400.29,0.0,130.3,11878.53,169.89,11941.23,0.2789776584813612
2005,SSABa.ST,SSAB AB,Metals & Mining,Materials,11592.7,419.48,4032.65,523.08,342.21,6496.91,18528.62,2440.05,24015.28,17900.04,1457.98,0.0,0.0,12044.45,152.85,17791.78,0.3818271256753542
2006,SSABa.ST,SSAB AB,Metals & Mining,Materials,13161.6,703.83,4496.16,0.0,407.91,7250.5,20755.36,4207.25,27022.12,20089.51,2088.4,0.0,76.57,13962.86,196.67,30741.7,0.3367089161857774
2007,SSABa.ST,SSAB AB,Metals & Mining,Materials,21520.31,460.03,10721.89,242.21,33.64,17962.06,77124.6,4057.25,35052.14,25920.95,2501.4300000000003,0.0,919.62,24296.44,192.59,37858.6,0.2331713424337345
2008,SSABa.ST,SSAB AB,Metals & Mining,Materials,20599.81,856.32,8194.22,173.4,771.85,15637.04,61583.35,6039.38,46468.38,36091.71,2946.56,0.0,716.75,31117.58,176.96,15618.95,0.2145217664167614
2009,SSABa.ST,SSAB AB,Metals & Mining,Materials,14272.73,2954.88,7044.12,0.0,77.67,13865.75,48885.71,3411.34,24556.69,23883.48,2589.99,0.0,359.65,24907.69,130.27,25348.91,-0.0909191483651224
2010,SSABa.ST,SSAB AB,Metals & Mining,Materials,17706.26,793.04,7795.89,3060.2200000000003,173.53,10195.83,52973.89,43.67,33494.19,30172.74,2446.38,0.0,302.33,25881.32,165.72,24865.61,0.0219886789439414
2011,SSABa.ST,SSAB AB,Metals & Mining,Materials,18256.58,1429.98,8651.92,3160.19,163.13,16220.07,55046.54,3029.85,38555.38,34426.05,2527.18,0.0,412.85,26697.64,0.0,13316.76,0.0445470086494534
2012,SSABa.ST,SSAB AB,Metals & Mining,Materials,15719.29,2571.52,5993.07,1031.51,208.02,15074.7,50179.65,3998.02,33451.18,31049.96,2557.64,0.0,450.34,24627.14,0.0,12176.77,-0.0246378588825173
2013,SSABa.ST,SSAB AB,Metals & Mining,Materials,16042.47,2001.77,8571.63,2511.64,111.21,15519.41,52717.16,1565.87,32901.32,31591.77,2397.09,0.0,496.39,25565.03,21.68,11645.91,-0.0619044027153158
2014,SSABa.ST,SSAB AB,Metals & Mining,Materials,28302.64,2888.92,19483.46,3785.12,428.45,25467.39,86003.48,1595.58,43864.11,40810.74,3406.1,0.0,706.39,41998.67,59.43,19424.31,-0.0251823073320001
2015,SSABa.ST,SSAB AB,Metals & Mining,Materials,26349.33,2837.23,17276.67,3826.24,97.33,27499.51,89123.27,4248.93,54367.97,50245.24,4392.349999999999,0.0,674.05,46460.1,50.24,10273.28,-0.020289466815336
2016,SSABa.ST,SSAB AB,Metals & Mining,Materials,28870.61,3678.53,16049.34,896.16,38.88,24529.21,86214.48,3237.51,54355.19,49333.48,4056.46,0.0,726.65,50157.51,46.47,29786.85,0.004752611247156
2017,SSABa.ST,SSAB AB,Metals & Mining,Materials,32543.02,4251.75,16328.54,1949.26,215.14,23946.46,87532.53,6439.5,63967.97,56737.33,4045.75,0.0,998.36,53265.4,63.04,40249.94,0.0410011993600412
2018,SSABa.ST,SSAB AB,Metals & Mining,Materials,34432.23,2535.28,20791.67,3367.69,324.96,23374.77,90254.33,6321.16,70179.87,61187.9,4362.070000000001,0.0,650.85,58002.17,76.12,26697.37,0.0685118311851122
2019,SSABa.ST,SSAB AB,Metals & Mining,Materials,30717.84,3367.15,18515.09,2584.2,106.89,22491.72,88119.68,4970.25,71175.7,65318.61,4568.24,0.0,570.45,56554.2,96.58,30135.85,0.0126812022711778
2020,SSABa.ST,SSAB AB,Metals & Mining,Materials,35251.17,7362.66,23310.74,6223.43,243.3,22995.39,92517.23,4468.52,66931.63,63063.9,4119.51,0.0,511.74,56373.26,113.82,29143.79,-0.0135167192214573
2021,SSABa.ST,SSAB AB,Metals & Mining,Materials,51826.76,13441.15,25111.06,1393.22,1619.25,22451.28,109137.73,14905.83,96102.64,72584.84,4580.09,0.0,438.97,71587.08,30.2,47786.77,0.2582999521903094
2022,SSABa.ST,SSAB AB,Metals & Mining,Materials,72736.27,23437.5,28752.83,1771.4599999999998,757.72,24554.79,103267.15,17250.83,122326.37,120759.58,5232.45,342.05,447.52,63181.49,62.12,53323.18,-0.0596286328373729
2023,SSABa.ST,SSAB AB,Metals & Mining,Materials,74793.55,29111.61,27960.88,1437.67,1142.68,27525.95,108568.5,21371.57,118924.6,96478.13,5979.62,385.17,755.41,68331.13,76.51,79794.19,0.235304273031492
2024,SSABa.ST,SSAB AB,Metals & Mining,Materials,75986.55,28591.34,28050.56,508.9,1180.25,31195.51,113838.97,12098.2,105175.85,90437.52,6546.420000000001,496.29,740.37,72959.83,50.38,45313.53,0.1088591581917104
2004,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,299.99,12.48,16.75,0.0,0.0,2.41,312.91,-28.03,68.86,1.25,123.62,32.16,0.02,291.41,0.0,188.52,-0.0819120826327168
2005,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,224.37,11.53,27.57,0.0,0.0,0.53,232.1,-28.28,74.46,0.68,96.9,27.42,0.12,203.15,0.0,176.62,0.0205759291164163
2006,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,169.87,14.15,27.11,0.31,0.0,0.77,175.29,7.02,76.06,0.44,85.62,27.0,0.02,147.73,0.0,170.94,0.1149394165030799
2007,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,198.63,13.6,38.7,0.09,0.0,1.17,202.43,38.68,113.7,0.28,96.8,29.47,0.01,161.88,0.0,231.75,0.284655300222387
2008,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,182.39,19.21,43.62,0.76,0.0,1.29,185.6,-16.17,70.0,0.0,89.77,32.94,0.0,140.91,0.0,137.01,0.0934639131360443
2009,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,75.88,31.86,39.92,0.61,0.0,0.99,78.15,-13.59,76.9,0.55,90.52,32.47,0.06,36.73,0.0,179.57,0.4965967873672747
2010,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,56.35,11.65,39.32,0.34,0.0,0.81,64.28,-7.61,72.83,1.73,77.22,18.38,0.04,22.87,1.96,193.28,0.4921465968586384
2011,SSH1V.HE,SSH Communications Security Oyj,Software & IT Services,Information Technology,37.89,18.68,39.9,0.9,0.25,1.1,49.19,-6.54,62.79,1.09,77.58,19.25,0.06,6.53,1.81,70.91,0.3968824940047958
