Ticker,Year,WCA_scaled,CFO_t-1_scaled,CFO_t_scaled,CFO_t+1_scaled,PPE_scaled
20202.OL,2019,-0.02317830631722464,-0.006867646316214715,0.07552727701190054,0.34533488192024775,2.7897456614317693
20202.OL,2020,-0.003303596937030462,0.01805510287022618,0.0825537085994117,0.2887770253141636,1.2850428743305287
20202.OL,2021,0.0013640595354537494,0.06044286269842205,0.21143217412823925,0.11972789516480667,0.9356034269417961
20202.OL,2022,0.023256490014244617,0.20862815779528474,0.11814006221111079,0.12637576673740517,0.993918427861275
20202.OL,2023,-0.024774841360923044,0.10922377718231198,0.11683791534411443,0.12907482711632995,0.9190665222497856
8TRA.ST,2017,0.047404543780355905,0.018792254465964088,0.01808040783961769,0.009789953062538005,0.15775005964975244
8TRA.ST,2018,0.13874023058613452,0.016088609983610315,0.008711459275597614,0.02544076443544423,0.12869736041900395
8TRA.ST,2019,0.0757207148788313,0.007981067008792805,0.023307742054532447,0.04636424248015918,0.14537413808410524
8TRA.ST,2020,-0.021213935601020122,0.02409038810326504,0.04792109818478631,0.035058602082992885,0.16276427681470204
8TRA.ST,2021,-0.07685085042130302,0.04755664284166735,0.0347919701539382,-0.014869128859779457,0.1786060727087409
8TRA.ST,2022,0.05912298805051177,0.028247206886133965,-0.012072077472486372,0.05339441907812601,0.1587146870500531
8TRA.ST,2023,0.028833171527054845,-0.010907335692404256,0.048242802807832295,0.04451726891260418,0.16415745776751345
AAB.CO,2005,-0.07805512643304335,0.016424099520286204,0.037157492479063345,0.15407756728189284,0.26538742987234737
AAB.CO,2006,0.028935957304869784,0.03810873915943963,0.15802201467645097,0.0,0.26300867244829884
AAB.CO,2008,0.1448068786679405,0.0,0.1918247577453255,0.042309267094308725,0.6454892862017197
AAB.CO,2009,-0.09386379293376634,0.13832299970475348,0.030508808188170457,-0.08008562149394743,0.29052258635961026
AAB.CO,2010,-0.2577893035667305,0.046604277069944,-0.122336227308603,-0.15037396173939188,0.07249971811929191
AAB.CO,2013,-0.19693918646798228,-0.02188213182977581,0.1794871794871795,0.27493623305141635,0.4682507719156935
AAB.CO,2014,0.5636329305135953,0.25245468277945615,0.3867069486404834,0.3834969788519637,0.6733383685800604
AAB.CO,2015,-0.09714551866391652,0.13626987823541153,0.13513873178521524,0.07611950229556191,0.2814558520194291
AAB.CO,2016,0.04376974150712305,0.13092245213691742,0.0737446013021337,0.13401663121253143,0.2648746212853736
AAB.CO,2017,0.5207671957671957,0.07566137566137567,0.1375,-0.06673280423280424,0.2798941798941799
AAB.CO,2018,-0.15211404503482906,0.11226308115988984,-0.05448458340083158,-0.0973054700577785,0.2231221988228306
AAB.CO,2019,-0.26740659482480483,-0.06510937600825967,-0.11628057043298702,0.17248499709621218,0.3504549267600181
AAB.CO,2020,0.09279580152671757,-0.1432888040712468,0.21254770992366412,0.24530852417302798,0.4356711195928753
AAB.CO,2021,-0.04568705460586719,0.11686267651816552,0.1348751803436366,-0.25676561885192145,0.22703624360599836
AAB.CO,2022,0.11371899059024808,0.16493798118049616,-0.31399700598802394,-0.22519247219846023,0.3201988879384089
AAB.CO,2023,-0.11424183041152483,-0.31105343996610346,-0.22308140458662146,-0.38228907367194537,0.30035485408611834
AAK.ST,2007,0.13579558505540468,0.024398628151410265,-0.05258647319271621,0.0023033116044767253,0.39487695341892864
AAK.ST,2008,0.057428658883674,-0.044566046246871945,0.0019520132318035848,0.25025776240750086,0.380701650753418
AAK.ST,2009,-0.09890618576061966,0.0014760147601476014,0.18923240126486546,0.06453656283467923,0.24460122730525793
AAK.ST,2010,0.015964064884138533,0.27063126000839144,0.09229714995855091,0.03623854343151901,0.3423780881740193
AAK.ST,2011,0.07005989366631954,0.07919467434687501,0.031094130719670734,0.16476363926273987,0.30276323067034067
AAK.ST,2012,-0.058266662969176805,0.028841576424804612,0.15282765537545698,0.13556731049208967,0.27695239019610557
AAK.ST,2013,0.00889422443942809,0.1583090560464209,0.14042964214840223,0.07608266326425576,0.3414551530486447
AAK.ST,2014,0.07822257620186415,0.12393313164944186,0.06714510254611829,0.17532555329271488,0.3859538859359288
AAK.ST,2015,0.021309505643817128,0.05300360133647189,0.13840005269841746,0.09931900636800338,0.37480832201401343
AAK.ST,2016,0.01300690020318983,0.11413011713498888,0.08190235198256211,0.07317653449585886,0.33673266611886776
AAK.ST,2017,0.036831963868212185,0.07309261838867445,0.06530538356273664,0.06263845507152106,0.31795420934099994
AAK.ST,2018,0.05643640270438485,0.06296012759925505,0.06038897421273958,0.08577512051172224,0.31568510056250637
AAK.ST,2019,0.03242397709497305,0.05799837837499992,0.08237957275238171,0.11764451866317643,0.3214760764856988
AAK.ST,2020,-0.010141319572086003,0.06746532156368222,0.09634579321833572,0.023690688357072727,0.27214929526344445
AAK.ST,2021,0.07128966113133896,0.08900514557639483,0.02188567965025556,-0.002981597149084156,0.23956247555098933
AAK.ST,2022,0.12527628473820113,0.019235840808606557,-0.002620596162957556,0.19982801393117383,0.2469522723545996
AAK.ST,2023,-0.020490035507101455,-0.0021679335867173435,0.16531118723744748,0.07476432786557312,0.2357874699939988
