Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws
AAK.ST,2013,2014,0.1895951002584571,0.1895951002584571,0.0164284099500058,0.0164284099500058,0.0164284099500058,15967.29,0.1895951002584571,0.1892055658662819,0.18702346195377317,0.031662528439001615,0.00043547102990910844,0.002874903998622018,0.002668481658157724,0.011201023234512995,0.8184236561730597,0.08884125926540916,0.00177349685396548,0.00872491436226649,0.9742836169531696,0.1744477760229303,0.052667482313032955,0.0010698228370793082,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,AAK AB (publ),Food & Tobacco,Consumer Staples,5294.71,217.71,2718.04,72.57,133.83,2852.81,9466.96,1173.27,14924.95,11545.02,2527.05,0.0,73.1,4080.83,32.04,421.3299999999999,-64.78,435.00999999999976,14.359999999999992,8.850000000000009,74.31000000000017,8354.86,8910.91,0.0083392156356646,1173.27,1322.65,391.3100000000013,0.1484304072199135,0.131666687240697,0.0439135845833928,0.3201479983525813,635.66,0.0713350263889995,True,2,3,3,0.0146656607952682,0.0080338690530424,0.0074997053140044,0.0306822903862214,8000
ABB.ST,2013,2014,-1.2281880363871074,-1.2281880363871074,0.0557287694756025,0.0557287694756025,0.0557287694756025,356410.22,-1.2281880363871074,-0.9419987900258461,-1.2485917109424762,0.16833144411736242,0.1427463503362522,0.010177007394040472,0.0,0.0,0.0,0.0,1.0,0.0,0.7959632544462701,0.1744477760229303,0.052667482313032955,0.01096214992350137,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,160301.98,14644.05,101155.55,2748.03,0.0,37938.64,291570.64,21471.25,245970.09,350969.37,44458.94,8640.22,2292.3,113306.35,3215.14,4526.850000000006,-843.3400000000001,-4396.809999999998,-11365.3,0.0,-1598.2999999999956,272976.41,282273.525,-0.0056622384263632,21471.25,21974.24,17237.959999999992,0.0778473291110103,0.0760654050003449,0.0610682847426091,0.1344038198410566,24245.53,0.0858937443743617,True,5,4,4,0.0527254536370519,0.0183302077745027,0.0312283842744522,0.090704672043837,8000
AFRY.ST,2013,2014,0.1632392564334333,0.1632392564334333,0.0437727938254626,0.0437727938254626,0.0437727938254626,7950.61,0.1632392564334333,0.1648126608132334,0.14920168111193538,0.07400736862160004,0.0009646923499545475,0.008606777569448226,0.028732522413376795,0.031007556000602954,0.48345266078231697,0.0055411851750234095,0.07531510445101146,0.05329510785883332,0.8596242467850195,0.1744477760229303,0.052667482313032955,0.006921941786231677,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Afry AB,Professional & Commercial Services,Industrials,2426.44,176.9,2101.2,0.0,0.0,273.03,6666.83,383.66,7524.3,2100.79,4814.3,0.0,43.95,3450.8,11.97,-98.50999999999976,-249.15,51.00999999999976,-371.77,-46.65,-318.7899999999995,6433.84,6550.335,-0.048667739894219,383.66,414.84,2542.76,0.0633311120728939,0.0585710501829295,0.3881877797089767,0.0416818376464715,551.79,0.0842384397133887,True,5,16,16,0.0409909518644035,0.0164379119980271,0.0223781024943875,0.0741873271091157,8000
AKRBP.OL,2013,2014,-0.5894380926919025,-0.5894380926919025,0.1010086939868444,0.1010086939868444,0.1010086939868444,9385.18,-0.5894380926919025,-0.2545112285413786,-0.6332832373486575,0.16559355817484417,0.10161531751607553,0.013302421431979985,3.071789773004263e-09,1.7709347523988582e-08,2.5012855167495795e-07,9.510967047241718e-07,0.9999951554537481,1.3299492976643371e-05,0.5615485534324551,0.1744477760229303,0.052667482313032955,0.0353412650672768,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Aker BP ASA,Oil & Gas,Energy,3808.09,1704.28,1891.7,476.68,0.0,2649.97,10511.2,915.82,933.27,2357.5,147.93,0.0,301.87,3179.35,0.0,891.4200000000001,550.0999999999999,188.77,-203.47000000000008,0.0,-50.9199999999999,8364.45,9437.825,-0.005395310889956,915.82,1419.02,608.1800000000001,0.1503545573265026,0.0970371881233229,0.0644406947575315,0.2807818538699329,1657.09,0.1755796489127526,True,3,22,22,0.0968474002133009,0.0295863564250628,0.0615896338307546,0.1563569696642548,8000
ALFA.ST,2013,2014,0.3098270411864533,0.3098270411864533,0.0434372844700502,0.0434372844700502,0.0434372844700502,65227.58,0.3098270411864533,0.2911442456852139,0.2960267036837552,0.07415330363389992,0.010649803591971542,0.007866643077933671,0.5133184538382293,0.0038226046761567606,0.9723801354782616,0.02903459662324208,0.0017902105906118899,0.004426211124645899,0.8619966249730162,0.1744477760229303,0.052667482313032955,0.006696617644892572,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15111.32,1362.79,10878.76,988.64,1002.77,3969.62,32900.16,3820.36,26895.96,17388.83,5200.31,633.57,221.12,15161.27,70.68,1403.699999999999,173.76,1471.84,466.46,1002.77,1227.3299999999988,29925.97,31413.065,0.0390706860346164,3820.36,3081.88,1274.09,0.0981082234414247,0.1216169132174781,0.0405592386479956,0.1263684393738719,4705.89,0.1498067762569491,True,5,25,25,0.0408850443072436,0.0147238567171386,0.0244874649008024,0.0715799575348304,8000
ALKb.CO,2013,2014,0.2424332816290816,0.2424332816290816,0.0230902938846967,0.0230902938846967,0.0230902938846967,6320.38,0.2424332816290816,0.23918907686664992,0.2376613751270902,0.043243878193895136,0.0031042840576073418,0.004566096890693894,0.056871322452095384,0.05961506712461045,0.9622164652437536,0.04850288850807777,0.0012043915724261293,0.005644224786530246,0.9522809349800819,0.1744477760229303,0.052667482313032955,0.0020678086134719355,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,ALK-Abello A/S,Pharmaceuticals,Health Care,1150.39,348.8,561.22,5.59,31.3,1570.74,3653.51,152.91,2350.24,730.0,1484.09,484.92,11.52,2514.3,0.0,-16.11999999999989,-120.76,28.66000000000008,0.6699999999999999,14.57,91.22000000000004,3243.57,3448.54,0.0264517737941273,152.91,91.4,-5.0,0.0265039697959136,0.0443405035174305,-0.0014498889385073,0.4554797102541945,358.8,0.1040440302272845,True,4,29,29,0.0206943058074314,0.010751267868968,0.0109336948379644,0.043457663940708,8000
ASPO.HE,2013,2014,0.0707013246340134,0.0707013246340134,0.0348958917089978,0.0348958917089978,0.0348958917089978,1557.0,0.0707013246340134,0.08111624687438443,0.06066250200351369,0.06328774739594133,0.009454245353279107,0.009112837332468069,0.002030925805298073,0.006134971315264963,0.05792035554219565,0.061605837698386866,0.41200148036837636,0.0442166802550575,0.8996117736950031,0.1744477760229303,0.052667482313032955,0.004929544604892875,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Aspo Oyj,Freight & Logistics Services,Industrials,1117.67,237.42,878.83,374.35,1.95,862.13,2522.05,125.23,3719.61,2754.58,873.69,0.0,30.44,855.51,5.86,108.70000000000005,80.35999999999999,-36.28999999999997,-35.81,-1.2900000000000005,27.530000000000022,2284.32,2403.1850000000004,0.0114556307566833,125.23,65.93,120.30999999999996,0.0274344255644072,0.0521100123377933,0.0500627292530537,0.3587447491558077,183.98,0.0765567361647147,True,5,51,51,0.0304932564062739,0.0190353872179182,0.0124325463604397,0.0713291473019988,8000
ASSAb.ST,2013,2014,0.2571881648419516,0.2571881648419516,0.0348737896731502,0.0348737896731502,0.0348737896731502,112625.29,0.2571881648419516,0.24920367929548828,0.2475381188844352,0.061615740370219024,0.0057341150736831634,0.006930249126849219,0.17886862125950104,0.07297465544466498,0.9378089788296058,0.05303160475910782,0.0034370418223948654,0.008948824665471746,0.9034995404248378,0.1744477760229303,0.052667482313032955,0.004480254131383053,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Assa Abloy AB,Homebuilding & Construction Supplies,Consumer Discretionary,16638.1,341.17,15872.83,4594.47,1202.57,6022.29,61978.67,5617.28,43755.01,27149.57,10320.3,1254.5,555.95,27154.01,0.0,2211.4199999999983,-435.25,1396.5,1768.71,498.91,3517.789999999998,51537.32,56757.995,0.0619787573539198,5617.28,5147.92,3689.740000000005,0.0906994688589687,0.0989689646366119,0.0650082864977877,0.1061046994348549,6135.21,0.1080941988877514,True,1,52,52,0.0321938215325647,0.0139409771518974,0.0181595124279129,0.0610283086178283,8000
ATCOa.ST,2013,2014,0.4368682848918985,0.4368682848918985,0.0497936059561275,0.0497936059561275,0.0497936059561275,143847.65,0.4368682848918985,0.3917792010076772,0.419686287921251,0.08546858004179243,0.024569818453967197,0.00936276610390743,0.9448655067725302,0.041542414277208055,0.998014910276859,0.004336994068394574,0.00012921133718553395,0.0005177351308625179,0.8281800302935337,0.1744477760229303,0.052667482313032955,0.008824257478853608,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Atlas Copco AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,54553.06,16618.31,23170.26,5228.74,796.37,6509.54,82833.31,10710.19,75710.49,46719.78,13768.82,1910.63,748.19,37365.51,138.54,9561.809999999998,5989.830000000002,4761.32,4488.27,-609.2299999999999,2689.699999999996,69162.13,75997.72,0.035391851229221,10710.19,11777.48,-2095.3199999999924,0.1549714912500006,0.1409277804649929,-0.0275708271248136,0.0856544117376152,15052.8,0.1980690999677358,True,5,53,53,0.0469903483754765,0.0172138985372863,0.0271884519987133,0.0816882565916249,8000
ATEA.OL,2013,2014,0.0639153079710141,0.0639153079710141,0.0484737052091122,0.0484737052091122,0.0484737052091122,5579.35,0.0639153079710141,0.08213189524605694,0.04743455114353885,0.08089656582530008,0.010770061729243139,0.009743799192273797,0.0037570287677648143,0.0076154077175058085,0.09167863847207924,0.055974925591076245,0.4805871621985073,0.005870101237050646,0.8351924317252502,0.1744477760229303,0.052667482313032955,0.00850677577038501,0.03911886115936908,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Atea ASA,Software & IT Services,Information Technology,6651.4,745.8,6405.4,98.8,32.7,520.1,11187.4,873.8,22095.8,16776.2,4958.9,0.0,134.9,3532.8,0.0,915.8999999999996,565.4,726.7999999999993,62.8,-0.5,-313.99999999999966,9810.1,10498.75,-0.0299083224193356,873.8,812.4,1165.5,0.0773806405524467,0.0832289558280747,0.1110132158590308,0.0495392308608167,958.8,0.0913251577568758,True,6,54,54,0.0451453976383208,0.0181298167031332,0.0260839367115774,0.0829220229553453,8000
