model,sample,n_firm_years,n_firms,mean_expected_wca,median_expected_wca,std_expected_wca,p05_expected_wca,p25_expected_wca,p75_expected_wca,p95_expected_wca,correlation_expected_wca,mean_difference_analyst_minus_baseline,median_difference_analyst_minus_baseline,std_difference_analyst_minus_baseline
no_cfo_lead_matched_sample,full_available_sample,2876,351,0.004086544983678279,0.0028771154148186998,0.03635252544923494,-0.036904964305526824,-0.007649625305196899,0.015554423748875876,0.0488592825674076,,,,
analyst_cfo_hybrid,full_available_sample,2876,351,0.005198633088290598,0.00317854431379915,0.03925051981950553,-0.03897490687358238,-0.008516093943528725,0.01678923313468905,0.05379597649254202,,,,
no_cfo_lead_matched_sample,overlapping_firm_year_sample,2876,351,0.004086544983678279,0.0028771154148186998,0.03635252544923494,-0.036904964305526824,-0.007649625305196899,0.015554423748875876,0.0488592825674076,,,,
analyst_cfo_hybrid,overlapping_firm_year_sample,2876,351,0.005198633088290598,0.00317854431379915,0.03925051981950553,-0.03897490687358238,-0.008516093943528725,0.01678923313468905,0.05379597649254202,,,,
no_cfo_lead_matched_sample_vs_analyst_cfo_hybrid,overlapping_firm_year_sample,2876,351,,,,,,,,0.9248284373725687,0.0011120881046123197,4.111748645140023e-05,0.014930381429468939
