PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
LongShort,Method1_ObservedQuality,Observed Quality,0.030674417910555696,0.030674417910555696,0.10477497656896792,0.10477497656896792,0.29276473176173246,-0.22542812992498273,141
LongShort,Method2_LatentQuality,Latent Quality,0.02670515055614589,0.02670515055614589,0.1054678454423982,0.1054678454423982,0.25320656209603754,-0.21293575025518563,141
LongShort,Method3_ConservativeQuality,Conservative Quality,0.02898268096958182,0.02898268096958182,0.10784388200956527,0.10784388200956527,0.2687466403241232,-0.25088207590079326,141
LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,0.027859198426948385,0.027859198426948385,0.10479714774315976,0.10479714774315976,0.26583928119137945,-0.24109816601823586,141
