Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio,MethodLabel
ABB.ST,2017,-1.3951189381112248,-1.2049496355999771,-1.4068801015132115,0.0,1.0,0.024851611673071,389616.79,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
BITTI.HE,2017,0.0476475548060708,0.1302611597626901,0.0002119411514826,0.0179003589551801,0.5239974123336459,0.0730152983223575,1837.63,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
CTY1S.HE,2017,0.0529992350566944,0.0535398759626296,0.0526789649060775,3.287149441776993e-06,0.6858367333905442,0.0028536598020443,16704.52,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
DNO.OL,2017,0.0031429962462657,0.0435707875073418,-0.0153455474761623,0.0008791757270413,0.7556636141210179,0.0331528385879498,9190.74,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
EAST9.ST,2017,-0.0118023889494405,0.0652764389454343,-0.0447971353860092,0.002839233032587,0.734592447429955,0.0515903941625255,1782.63,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
EQNR.OL,2017,0.0124911405262463,0.0628404445893317,-0.0115630818675517,0.0017573673423513,0.6821024046291492,0.0401146487972012,514015.83,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
FIA1S.HE,2017,-0.0414561733740333,0.0317963661388696,-0.0692810060632098,0.0007605768489312,0.8271488914021257,0.0444811593305505,4526.59,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
FORTUM.HE,2017,0.0372393806128745,0.1194083291682373,-0.0072803166369662,0.0136673574594579,0.5581418468318171,0.0696338321034632,113641.92,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
HEX.OL,2017,-0.0132691254678697,0.0550315908964447,-0.0423238472738728,0.0015108956826296,0.745694861540383,0.0458953899241643,3112.21,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
HKFOODS.HE,2017,-0.015730675354558,0.0343381295827177,-0.0368089330901073,0.0008316520183868,0.8003370956941626,0.0365158705360543,1483.53,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
MAERSKb.CO,2017,0.0405933612744606,0.081194148358225,0.0181884331644985,0.0022500596064408,0.5678803328035338,0.0379932476113244,233215.65,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
MEDIVIR.ST,2017,-0.0058356406121641,0.1841389421411561,-0.0892886247613125,0.0279285691487472,0.6270685646965255,0.1802872218950243,2449.74,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
MEREN.ST,2017,-0.0001160840353653,0.076303615822391,-0.0345513018622772,0.0036001207662979,0.6902028428317791,0.0531043443503575,7807.83,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
METSB.HE,2017,-0.2144949889189081,-0.1743410653940748,-0.2236982297673698,2.4270154436850657e-07,0.9992305208355384,0.0213669402920985,20408.19,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
METSO.HE,2017,-0.0916862293484519,-0.0381637080415101,-0.1087591722625729,5.914065360091517e-05,0.9559111716941248,0.0315244564421004,8300.51,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NKT.CO,2017,-0.0145158713805821,0.0431527942538189,-0.0389183608869199,0.0010206952068254,0.7750465677806582,0.0404726699468503,7777.92,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
OUT1V.HE,2017,-0.0105845960850669,0.041319069253721,-0.0329191661023743,0.0007784324824962,0.7721467924962425,0.037952478084852,32155.07,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
RAIVV.HE,2017,0.0555225413078564,0.1281375206038292,0.0118534114655744,0.0161942811749865,0.5,0.0656439892851586,5436.56,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SCAb.ST,2017,-0.0028777602350053,0.033376770225842,-0.0190134915900329,0.0003789634789467,0.7863269169149666,0.0304112906915574,30484.14,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SGG.ST,2017,0.0313650620482749,0.1358005637796608,-0.0234734356764911,0.0184116779772986,0.5648325843709079,0.0842145340193316,878.7,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SRV1V.HE,2017,-0.0588867716080049,-0.0316558900941299,-0.0685880487914196,2.9740764268182147e-05,0.9599159714634964,0.0217987862757362,2982.93,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SSABAH.HE,2017,0.0446733505988967,0.0678263065907806,0.0316024546197029,0.0006790205324493,0.5713435570271497,0.0265078888425528,29786.85,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SSABa.ST,2017,0.004752611247156,0.0108835046300383,0.0019280228036037,8.907564551771801e-06,0.9426656741970182,0.0105058667790755,29786.85,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
TELIA.ST,2017,-0.0045513850673843,0.0827019410984529,-0.0430979241690584,0.0048038688047544,0.6952745409197401,0.0591952547886725,148022.71,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
TELIA1.HE,2017,-0.0045513850673842,0.0826296487392108,-0.0430659870455727,0.0047914667071527,0.6955989978395035,0.0591376095760773,148022.71,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
TGS.OL,2017,0.0505697815251546,0.0691617655364884,0.0397123386160347,0.0008248385499614,0.543145366100091,0.0231273266068739,19579.47,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
TIETO.HE,2017,-0.2057987364620939,-0.1533904818744532,-0.2180549456853339,4.026874621367679e-06,0.9974127474121764,0.0252503561000969,17442.09,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
WALLb.ST,2017,0.0353346940396675,0.0920059489189158,0.0049434504635548,0.005866142963558,0.5825476855116989,0.048782884309719,21700.35,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
WAWI.OL,2017,0.0033870954728459,0.0214954290813456,-0.0049035102093409,9.678487017873607e-05,0.8478054426188335,0.0198677343897996,7195.94,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
YIT.HE,2017,0.0380936942778406,0.1482439009056297,-0.0218639674212242,0.0245394764642807,0.5446191777750615,0.0949487659685369,8453.27,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
AKRBP.OL,2017,0.1084963458102089,0.1290888065608664,0.0903228919557829,0.0074316293454402,0.2360016262737944,0.0328535972024073,52180.38,Method1_ObservedQuality,theta_obs,2,Q2,Observed Quality
