FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Method1_ObservedQuality,1,Q1,Observed Quality,63,501070.10000000003,-0.5379163118699314,-0.42923622904450187,-0.5958201513575855,0.016671594603213706,0.8032592855427705,0.16409678207257616
2010,Method1_ObservedQuality,2,Q2,Observed Quality,62,477072.39,0.03459740512129471,0.0436237058826366,-0.011205494823308258,0.060489267216301865,0.2996627586811637,0.13762187269074733
2010,Method1_ObservedQuality,3,Q3,Observed Quality,62,988980.02,0.14222386428949813,0.13997221655681705,0.10291478912830411,0.10002795341625406,0.12232148052586514,0.12341086261764503
2010,Method1_ObservedQuality,4,Q4,Observed Quality,62,689406.95,0.26763504026353463,0.2553913494940095,0.23623492794880863,0.25181126030858453,0.04134990860548665,0.10935631332820778
2010,Method1_ObservedQuality,5,Q5,Observed Quality,63,2103071.69,0.6704510193622414,0.5939417437471445,0.6188105259316915,0.8004529993806028,0.017246348465390752,0.15111592942254937
2010,Method2_LatentQuality,1,Q1,Latent Quality,63,685227.3400000001,-0.5370985240702669,-0.43023948531142087,-0.590650608268268,0.01234470754290431,0.8006018694700723,0.15526442181418604
2010,Method2_LatentQuality,2,Q2,Latent Quality,62,279318.83,0.03381290271319682,0.04463284180788705,-0.015164071877932445,0.06226291982390591,0.29865908650683237,0.14405602865972994
2010,Method2_LatentQuality,3,Q3,Latent Quality,62,1002576.34,0.14217738877213046,0.13998251845117787,0.10162044336636367,0.10265097636993215,0.12602543032245433,0.12595152433057494
2010,Method2_LatentQuality,4,Q4,Latent Quality,62,513559.02,0.26866523959091465,0.25099411329568905,0.2285441535369176,0.25434930845622294,0.04955602059336079,0.1266245632815586
2010,Method2_LatentQuality,5,Q5,Latent Quality,63,2278919.62,0.6694371724051373,0.5982691825454916,0.6263792245592668,0.7979552377114983,0.009170492223355878,0.1341217786748073
2010,Method3_ConservativeQuality,1,Q1,Conservative Quality,63,473582.31,-0.531338570206819,-0.42109344794809295,-0.5987554726265993,0.02950234227880639,0.7910017935521312,0.18271969232690383
2010,Method3_ConservativeQuality,2,Q2,Conservative Quality,62,480941.26,0.03299690362055128,0.04019049415327906,-0.017024837975046878,0.07492011594917171,0.34249248920075254,0.1478456429969821
2010,Method3_ConservativeQuality,3,Q3,Conservative Quality,62,687316.5800000001,0.14185097976261127,0.13771085592368557,0.10936398694490332,0.09871705699538603,0.10472997482738919,0.11088632213205271
2010,Method3_ConservativeQuality,4,Q4,Conservative Quality,62,837210.13,0.26436824321186597,0.24852554643378008,0.23084407881517963,0.22974528926725013,0.03714971917882847,0.11107955767269649
2010,Method3_ConservativeQuality,5,Q5,Conservative Quality,63,2280550.87,0.6690302832692326,0.5981599670349981,0.6264312703286996,0.7964262701370517,0.00879974213132865,0.1330613779263466
2010,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,62,498383.66000000003,-0.5459168381814536,-0.4356623399439122,-0.604299765367798,0.01671498967404501,0.8081459969835616,0.16495412200148724
2010,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,62,2098966.48,0.6755652571434015,0.5995047845305683,0.6259167445223428,0.8052968088334557,0.014913989584027936,0.14734295293907215
2011,Method1_ObservedQuality,1,Q1,Observed Quality,65,535274.47,-0.6651320626156536,-0.5293286044429462,-0.7229538408107659,0.05322786935325337,0.7542801027189511,0.15077275075530233
2011,Method1_ObservedQuality,2,Q2,Observed Quality,64,380291.48,0.05819580131910903,0.06551471945778804,0.013054234149277663,0.12737927090753923,0.34196920609502157,0.12803363194003664
2011,Method1_ObservedQuality,3,Q3,Observed Quality,65,646445.24,0.16369084887467747,0.1597577044014215,0.12572320125831166,0.18788503019525288,0.19213430772183646,0.1136759677171814
2011,Method1_ObservedQuality,4,Q4,Observed Quality,64,1497818.03,0.2784963967247076,0.2664531904244082,0.24753599214355154,0.32924397776610537,0.09924620909234468,0.10096699707807888
2011,Method1_ObservedQuality,5,Q5,Observed Quality,65,2678959.44,0.7730820381510342,0.6939551441158791,0.7232550966876721,0.7711801804018226,0.044806617698378993,0.1367596126027266
2011,Method2_LatentQuality,1,Q1,Latent Quality,65,545294.63,-0.6631472679747984,-0.5303201925399372,-0.7146049992030199,0.043319178481675887,0.7514393006396186,0.13922457606746874
2011,Method2_LatentQuality,2,Q2,Latent Quality,64,370271.32,0.056179994261990496,0.06652180111879469,0.004574941891410695,0.1374427850739851,0.34485439570684356,0.13976224685736766
2011,Method2_LatentQuality,3,Q3,Latent Quality,65,669636.04,0.16390662340488812,0.1595063324900332,0.12408017460953505,0.1959322045395653,0.19880838736193276,0.11768195087066304
2011,Method2_LatentQuality,4,Q4,Latent Quality,64,1555660.45,0.28124670895484527,0.26543755657821183,0.2464722117845089,0.3250461091806539,0.10191956154339774,0.1075205768510811
2011,Method2_LatentQuality,5,Q5,Latent Quality,65,2597926.22,0.7701582638865341,0.6952065247373685,0.7259455378438138,0.7672662920493392,0.03550031410647661,0.1263008739804428
2011,Method3_ConservativeQuality,1,Q1,Conservative Quality,65,488591.45,-0.6612688750201007,-0.5232539825208548,-0.7292362497775863,0.06932622875880626,0.748996158690196,0.16943261504126367
2011,Method3_ConservativeQuality,2,Q2,Conservative Quality,64,396774.06,0.05774787697816632,0.06230468121953251,0.01474269012032296,0.13487370483486943,0.36555576472611434,0.1247944122992017
2011,Method3_ConservativeQuality,3,Q3,Conservative Quality,65,703965.8500000001,0.16248841421680227,0.15738690717605724,0.12696559672971056,0.18651909312689127,0.19111853629316505,0.109618763335937
2011,Method3_ConservativeQuality,4,Q4,Conservative Quality,64,1492216.1099999999,0.282395836946221,0.2648000244040096,0.2478927086128299,0.31681484380583885,0.09663251274922409,0.10690767051250265
2011,Method3_ConservativeQuality,5,Q5,Conservative Quality,65,2657241.19,0.7670228695771022,0.69503970515075,0.7262814019341595,0.7613065396355224,0.030456130287648257,0.11949705973201455
2011,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,64,535140.04,-0.6750890900978906,-0.537397851299357,-0.7331868416563803,0.052599596358068504,0.758204116462808,0.15113886760870462
2011,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,64,2603264.44,0.7795746847725935,0.6996631742298419,0.7297342927997782,0.7754094329953434,0.04369601936443645,0.1366569515720955
