Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.4499810434194898,-0.5775339525680991,0.0004952879513032,0.983205696619168,0.153863723090073,46.67,1,Q1,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.4027696952200542,0.393549441843977,0.6894697097353129,0.024206517475411,0.1693402362974249,5195.33,5,Q5,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.2449664000593326,-1.3543457688372629,5.9507646015949375e-09,0.99999930358843,0.1008644706241507,244254.6,1,Q1,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-1.0522605268850038,-1.2983447344979226,2.986625706884724e-06,0.999909400589403,0.1658465973293492,53.81,1,Q1,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0894969300107225,-0.1664163750142874,0.0216011833141124,0.6723713811683589,0.149323953856049,5221.41,1,Q1,1,Q1,1,Q1,1,Q1
ADDTb.ST,2010,0.4013059207623751,0.3948628277955811,0.3923016120236303,0.7521438303762495,0.0010631702962422,0.0576206627662323,1193.13,5,Q5,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,-0.0284402584404911,-0.2345239524647946,0.0989199150751892,0.5687926437766849,0.3029622104533748,4536.01,1,Q1,1,Q1,1,Q1,1,Q1
AFGA.OL,2010,0.3347653090225401,0.3260116092272688,0.3188264557253034,0.4196029189875171,0.0064478048700156,0.0786445860689503,2107.01,4,Q4,4,Q4,5,Q5,,
AFK.OL,2010,0.056797323631971,0.0688761079942221,-0.0260959757261175,0.1336313802891509,0.3496209508359907,0.2146174259902784,2736.16,2,Q2,2,Q2,2,Q2,,
AFRY.ST,2010,0.2271955287605978,0.2219593717889693,0.2085136944632879,0.1461164802007213,0.0266413954359344,0.088469634476213,2566.5,4,Q4,4,Q4,4,Q4,,
AGATE.CO,2010,0.0901279155578415,0.0961983722990948,-0.0071731855690092,0.1778568298806711,0.3165908600420811,0.2397181706847722,726.11,2,Q2,2,Q2,2,Q2,,
AGFEb.CO,2010,-0.8359167404783003,-0.5377588054491188,-0.9613249147051028,0.0008949491547643,0.9863674539387214,0.2876837514086129,248.02,1,Q1,1,Q1,1,Q1,1,Q1
AKAST.OL,2010,0.3014359311629946,0.2899217877339692,0.2767211932711257,0.3382381903239951,0.0194067361256727,0.1019555093019951,4308.16,4,Q4,4,Q4,4,Q4,,
AKVA.OL,2010,-0.1317019950124689,-0.126418523132214,-0.1402656700752437,0.0006148293366953,0.8832242704577641,0.055211441592982,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4293966602789073,0.4265354517701062,0.8050863592463132,0.0017040918179296,0.0795234773647992,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2485696853753841,0.2210053320697121,0.2736923714374348,0.0605718422603873,0.1368643589282804,4193.19,4,Q4,4,Q4,4,Q4,,
AMBUb.CO,2010,0.296143174760671,0.2883966694505814,0.2790294907965241,0.2797542193974159,0.0115820901528375,0.0815603289737617,1268.2,4,Q4,4,Q4,4,Q4,,
ANODb.ST,2010,0.1014981890023048,0.1030822502783938,0.054856959589432,0.1014491028019446,0.2192028672220059,0.1479790737337817,435.05,3,Q3,3,Q3,2,Q2,,
ANOT.ST,2010,-0.0553134162770425,-0.0021453502147162,-0.1801235160327572,0.1125555656343944,0.516748953581302,0.2881786710308343,407.83,1,Q1,2,Q2,1,Q1,1,Q1
AOJb.CO,2010,0.8479012879513235,0.7286105200097033,0.7827878416485947,0.9723269630405874,0.00127351687481,0.1825914310464645,283.52,5,Q5,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0188972214184577,-0.1132419561404129,0.0568026136118687,0.5072894997377084,0.1870022110149839,820.01,1,Q1,2,Q2,1,Q1,1,Q1
AQ.ST,2010,0.1390188392970034,0.1367272784217182,0.1007233621436741,0.1156532279460791,0.151371688417464,0.1326709802843239,672.99,3,Q3,3,Q3,3,Q3,,
ARRA.OL,2010,-0.1187142145880011,-0.0817307879945535,-0.1819885101348489,0.0309757507790482,0.6376709278599929,0.1796289780537302,18.04,1,Q1,1,Q1,1,Q1,1,Q1
ASPO.HE,2010,0.0557998702328599,0.0656486077723944,-0.0106520464415721,0.1094082180629896,0.3348554237345113,0.1854582445689735,1142.93,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2010,0.2857785758439517,0.2836139486111478,0.2807060822055759,0.1269228069316817,0.0010709981401086,0.0431320256350031,38660.27,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2010,0.4152508100352901,0.3894280963021242,0.3808397434028629,0.6567708185496873,0.0116177314500551,0.1242708313300114,70074.61,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.0823330088980361,0.0651246589624873,0.020144585342046,0.1255721684104852,0.0790908200038099,4322.57,2,Q2,2,Q2,3,Q3,,
