Method,Portfolio,FactorModel,alpha,t_stat,p_value,r_squared,n_obs
Method1_ObservedQuality,Q1,CAPM,-0.0018515513349844951,-0.7127735316012429,0.4768743633305417,0.5749787605245598,189.0
Method1_ObservedQuality,Q1,FF3,-0.002562364008630276,-1.1280193624039365,0.26077252343387003,0.5955082607098954,189.0
Method1_ObservedQuality,Q1,Carhart,0.0003681784836437603,0.12293624956843219,0.9022917562917896,0.602032811099501,189.0
Method1_ObservedQuality,Q1,FF5,0.002556475704957014,1.0706963720750409,0.2857160742025946,0.7749046562108993,189.0
Method1_ObservedQuality,Q1,FF5_MOM,0.002728850412989531,1.0157086542814031,0.31111649720049916,0.7749294500847681,189.0
Method1_ObservedQuality,Q2,CAPM,-0.00045245613832980736,-0.18718075759324812,0.8517218420590702,0.5670367871648071,189.0
Method1_ObservedQuality,Q2,FF3,-0.001821030500991828,-1.005380463674211,0.3160268666472379,0.6523764660602505,189.0
Method1_ObservedQuality,Q2,Carhart,0.002408096418159531,1.0034320323481067,0.316970220546932,0.6678340027288836,189.0
Method1_ObservedQuality,Q2,FF5,0.0009360245927821465,0.4387908098550269,0.6613307260500445,0.7040396508971373,189.0
Method1_ObservedQuality,Q2,FF5_MOM,0.0036974723082684063,1.6411445005117968,0.10249439094810331,0.7112782621577681,189.0
Method1_ObservedQuality,Q3,CAPM,0.0013247543753605174,0.8597120022332695,0.3910486047068775,0.7361691973692884,189.0
Method1_ObservedQuality,Q3,FF3,0.0006508134760556412,0.45553262688511337,0.6492603046200389,0.7708363159462438,189.0
Method1_ObservedQuality,Q3,Carhart,0.0011604947750942479,0.6524691634901563,0.5149128610190794,0.7711885268741125,189.0
Method1_ObservedQuality,Q3,FF5,0.0007608462508403791,0.5280594272075626,0.5980978261421723,0.771099637244756,189.0
Method1_ObservedQuality,Q3,FF5_MOM,0.0011834037997152348,0.6732425346552273,0.5016470050882549,0.7713655382104216,189.0
Method1_ObservedQuality,Q4,CAPM,0.00026620723452362325,0.1210499792293099,0.9037814186712811,0.7579197507353055,189.0
Method1_ObservedQuality,Q4,FF3,-0.00014023959501676918,-0.06685484161237515,0.9467694593848739,0.7690084934668014,189.0
Method1_ObservedQuality,Q4,Carhart,0.0004859815635290477,0.2298358150579173,0.8184746565668806,0.7694630368073945,189.0
Method1_ObservedQuality,Q4,FF5,2.7122969880970365e-05,0.013006013709742227,0.9896371631037644,0.7692155857279064,189.0
Method1_ObservedQuality,Q4,FF5_MOM,0.0005691258697793595,0.2752138365420555,0.7834641495120278,0.7695895807328186,189.0
Method1_ObservedQuality,Q5,CAPM,0.0008622308452074989,0.5992515178131876,0.5497304838612833,0.8646166576444543,189.0
Method1_ObservedQuality,Q5,FF3,0.0015689253708424877,1.304494554608536,0.1936855245431821,0.9012010931876657,189.0
Method1_ObservedQuality,Q5,Carhart,0.000507745891152007,0.45499182575104463,0.6496515004482877,0.9027653371486183,189.0
Method1_ObservedQuality,Q5,FF5,0.00010713949015563875,0.08863511784351553,0.9294688209579169,0.921968474172287,189.0
Method1_ObservedQuality,Q5,FF5_MOM,-0.0002666288356104142,-0.23122526772351334,0.8173995429456764,0.9221816188768803,189.0
Method2_LatentQuality,Q1,CAPM,-0.0019893428347087946,-0.8075418180057693,0.4203803877630392,0.6017154424151484,189.0
Method2_LatentQuality,Q1,FF3,-0.0026370282543993436,-1.2066092723185846,0.22912331958075738,0.6200024690663599,189.0
Method2_LatentQuality,Q1,Carhart,-7.740495743340335e-06,-0.0028191916934903814,0.9977536676110126,0.6255680072894565,189.0
Method2_LatentQuality,Q1,FF5,0.002335438872680358,1.1061389237772727,0.27011839568271356,0.8054516087484345,189.0
Method2_LatentQuality,Q1,FF5_MOM,0.002252100269029814,0.9518540538440278,0.342433382592076,0.8054577501306439,189.0
Method2_LatentQuality,Q2,CAPM,-0.0006851094138986974,-0.25894082117579204,0.7959657123699493,0.5802853485914395,189.0
Method2_LatentQuality,Q2,FF3,-0.002095609813188025,-1.0068425151435663,0.31532553964107946,0.6723226027740243,189.0
Method2_LatentQuality,Q2,Carhart,0.0023034642664575126,0.9863708770559018,0.32524641843874047,0.6892858663196013,189.0
Method2_LatentQuality,Q2,FF5,0.00048739463379830577,0.22312563819888723,0.8236865868316832,0.7175752335959558,189.0
Method2_LatentQuality,Q2,FF5_MOM,0.0035102894574480003,1.6382298282564787,0.10310141084041025,0.7263730660906641,189.0
Method2_LatentQuality,Q3,CAPM,0.0016308531664577454,0.9423011112832786,0.3472542512913379,0.7003021158717758,189.0
Method2_LatentQuality,Q3,FF3,0.0009891253157559418,0.588623457733257,0.5568318720910115,0.7291368498733873,189.0
Method2_LatentQuality,Q3,Carhart,0.0021137746623857267,1.0574837745861618,0.29167721781962674,0.7306711701306697,189.0
Method2_LatentQuality,Q3,FF5,0.001228974426385964,0.7874773012110711,0.4320212491102158,0.7296504140425308,189.0
Method2_LatentQuality,Q3,FF5_MOM,0.0022502802873387647,1.1767600429580969,0.24082804156596982,0.7310401623490239,189.0
Method2_LatentQuality,Q4,CAPM,0.001476958719430053,0.6821572824396228,0.4959835769064418,0.7158581743473664,189.0
Method2_LatentQuality,Q4,FF3,0.0009452916270111584,0.5109373131076871,0.6100041446557984,0.7437126614214491,189.0
Method2_LatentQuality,Q4,Carhart,0.0009641706803665071,0.5047963839488219,0.6143058850041956,0.7437131054290813,189.0
Method2_LatentQuality,Q4,FF5,0.0010940290313873893,0.5826001719245592,0.5608796449983977,0.7438955718828102,189.0
Method2_LatentQuality,Q4,FF5_MOM,0.0010630521225365747,0.5633182675561811,0.5739115360383289,0.7438968848350245,189.0
Method2_LatentQuality,Q5,CAPM,0.0003886781712568157,0.27724928099612106,0.7818949470032162,0.8809648996847095,189.0
Method2_LatentQuality,Q5,FF3,0.0010767922080266684,0.9665789805316105,0.3350164161656979,0.9156728557497352,189.0
Method2_LatentQuality,Q5,Carhart,0.0002696047741001853,0.24233918746550348,0.8087872542498593,0.9165517424685371,189.0
Method2_LatentQuality,Q5,FF5,-0.00029758104747014543,-0.27591245726700664,0.7829266327497311,0.932903987323094,189.0
Method2_LatentQuality,Q5,FF5_MOM,-0.0004839535338971007,-0.45348591766677504,0.6507391143242387,0.9329554497747817,189.0
Method3_ConservativeQuality,Q1,CAPM,-0.002232185732239108,-0.8501233562732163,0.39634364295010815,0.5683037155620606,189.0
Method3_ConservativeQuality,Q1,FF3,-0.0029444013539966516,-1.2793793243744025,0.20236577542910483,0.5883885061667724,189.0
Method3_ConservativeQuality,Q1,Carhart,0.00022543010117179492,0.07479261701506577,0.940460967499346,0.5959667036582229,189.0
Method3_ConservativeQuality,Q1,FF5,0.0023580433672681467,0.9748167813189691,0.3309379608154037,0.7738266018060336,189.0
Method3_ConservativeQuality,Q1,FF5_MOM,0.0027060756170236735,1.003794142996024,0.31681055286983484,0.7739269420868317,189.0
Method3_ConservativeQuality,Q2,CAPM,0.00019330808421581482,0.08223496240940749,0.9345478264757354,0.5534924102632452,189.0
Method3_ConservativeQuality,Q2,FF3,-0.001065275733871273,-0.5912963489326718,0.5550436619511343,0.6301961744514512,189.0
Method3_ConservativeQuality,Q2,Carhart,0.002905917033115845,1.1804075026706833,0.23936189032451471,0.644551882997247,189.0
Method3_ConservativeQuality,Q2,FF5,0.001481356912469591,0.7084502470041807,0.4795671407224025,0.6853654635910247,189.0
Method3_ConservativeQuality,Q2,FF5_MOM,0.003982405898791065,1.746388365837362,0.08243064016602974,0.6916196359775532,189.0
Method3_ConservativeQuality,Q3,CAPM,0.0013021916018405447,0.8091955475823067,0.4194310586981358,0.7381674917056378,189.0
Method3_ConservativeQuality,Q3,FF3,0.00053465644811943,0.3546869365871424,0.723228129691805,0.7800279876293101,189.0
Method3_ConservativeQuality,Q3,Carhart,0.0011154030201004272,0.6313962367842362,0.5285650698623874,0.7804569312296922,189.0
Method3_ConservativeQuality,Q3,FF5,0.0005530106344787795,0.37112377725053836,0.7109746276186786,0.7800418797448747,189.0
Method3_ConservativeQuality,Q3,FF5_MOM,0.0011010728862166318,0.6349399656550658,0.5262649746766177,0.7804614738913617,189.0
Method3_ConservativeQuality,Q4,CAPM,0.0006053573451582925,0.2875065206041075,0.7740428693294976,0.7576197951425038,189.0
Method3_ConservativeQuality,Q4,FF3,0.0002154612209360209,0.10963015924256699,0.9128215193081488,0.7683497290514363,189.0
Method3_ConservativeQuality,Q4,Carhart,0.0009368006703994522,0.4770512847654079,0.6338917104508219,0.7689807426308297,189.0
Method3_ConservativeQuality,Q4,FF5,0.00042038078837670234,0.21448719268050118,0.8304059704379156,0.7689680975301589,189.0
