Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,13.45,3.7,16.62,0.0,0.0,9.36,0.0,-0.7339743589743591
2013,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,11.4,4.62,18.92,0.0,0.0,20.32,0.0,-0.5974409448818898
2014,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,19.33,6.14,27.69,0.0,0.0,33.75,0.0,-0.42962962962962975
2015,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,20.14,6.31,31.65,0.0,0.0,84.83,0.0,-0.21006719320994927
2016,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,17.9,5.15,48.6,0.0,0.0,53.14,0.0,-0.6746330447873542
2017,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,63.42,25.69,86.07,0.0,0.0,197.07,0.0,-0.24529355051504537
2018,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,66.94,41.76,121.18,0.0,0.0,266.9,0.0,-0.359685275384039
2019,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,89.67,37.22,147.25,0.0,6.1899999999999995,270.55,0.0,-0.37327665865828863
2020,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,98.43,26.95,175.84,0.0,6.08,555.44,0.0,-0.19883335733832636
2021,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,90.85,30.71,231.35,0.0,2.71,778.35,0.0,-0.22344703539538768
2022,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,126.0,46.48,213.73,0.0,6.0200000000000005,1167.24,0.0,-0.12013810356053596
2023,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,235.22,49.99,265.5,0.0,18.069999999999997,1205.84,0.0,-0.08155310820672727
2024,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,247.87,63.87,249.79,0.0,26.46,1216.03,0.0,-0.07586161525620257
