Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,5693.14,3674.1,1473.49,53.55,0.0,1729.95,15.65,0.3432057745187903
2005,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,7074.68,0.0,0.0,0.0,0.0,1749.37,86.23,3.854151231205056
2006,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,7515.43,0.0,0.0,0.0,0.0,1944.33,4.93,3.8555297907924033
2007,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16881.32,0.0,0.0,0.0,2.4,2605.36,22.99,6.421869233549565
2008,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,18897.24,0.0,0.0,0.0,0.0,3089.13,52.42,6.015259983129347
2009,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,18543.57,12868.27,4809.56,77.67,173.67,3228.78,77.96,0.23277911175356966
2010,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16983.95,11571.53,4144.75,76.83,175.27,3267.0,86.45,0.34866480788441756
2011,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,19413.37,13564.58,3042.83,87.27,277.4,3166.63,94.39,0.8021508607736226
2012,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,18707.53,13780.84,4470.79,78.47,261.58,2894.83,63.12,0.0922226542030795
2013,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16501.13,11951.84,4290.049999999999,24.99,171.01,3335.24,75.04,0.03319961997255398
2014,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16618.76,11777.79,4530.110000000001,30.92,117.83,3945.48,78.64,0.05565191892885824
2015,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,17147.81,12028.78,4636.0199999999995,45.62,96.6,3955.21,132.48,0.10569050001345527
2016,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,17395.81,12127.56,4836.35,61.3,102.17,3584.83,135.29,0.10511220068169888
2017,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16869.98,11861.52,4875.98,60.65,108.23,3313.87,141.77,0.02456853144424743
2018,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16470.33,11629.28,4934.18,82.57,130.57999999999998,3066.43,152.58,-0.04384577867108194
2019,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,17173.45,11925.13,4828.93,57.1,158.5,3029.92,169.26,0.09939734556980276
2020,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,19098.05,13034.07,5357.32,52.54,165.14,3235.05,212.67,0.17230517559430575
2021,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,16719.01,11307.92,4759.73,0.0,199.17,3086.54,221.25,0.1367045670976691
2022,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,11077.91,7609.69,3225.9700000000003,0.0,175.62,0.0,0.0,
2023,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,10643.11,9894.78,701.55,0.0,47.91,2361.16,300.88,-0.00042448648404983544
2024,HKFOODS.HE,HKFoods Oyj,Food & Tobacco,Consumer Staples,11640.52,7892.04,3173.3199999999997,33.7,264.93,2199.24,336.53,0.13563138612729098
