Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,42.34,24.95,0.01,50.27,0.0,-0.34613089317684514
2016,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,38.32,19.16,0.0,369.43,0.0,-0.05186368188831443
2017,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,13.15,0.0,97.53,71.85,0.0,303.91,0.0,-0.04122931130926921
2018,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,26.42,0.0,107.9,78.53,0.0,214.07,0.0,-0.01378053907600319
2019,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,76.83,0.0,138.62,104.45,0.01,229.61,0.0,0.1857497495753669
2020,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,41.62,1.94,220.49,187.58,0.91,658.6,0.0,0.008897661706650475
2021,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,38.33,7.87,133.62,88.87,0.19,513.48,0.0,-0.02819973514060918
2022,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,21.47,5.99,200.1,129.5,0.67,476.47,0.0,-0.11709026801267655
2023,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,57.33,10.95,361.58,192.59,4.18,549.29,0.0,-0.2308252471372135
2024,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,46.88,11.8,367.64,148.69,26.34,506.75,0.0,-0.41481993093241243
