Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2018,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,1031.09,444.14,533.27,0.0,10.98,113.2,-3.9,0.39066788655077717
2019,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,889.34,308.08,466.48,0.0,23.51,90.93,0.0,1.0037391399978002
2020,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,338.21,170.34,302.89,0.0,26.42,-111.16,0.0,1.4523209787693414
2021,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,396.59,145.92,244.92,0.0,23.1,-4.27,0.39,4.4716494845360835
2022,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,806.17,275.35,381.93,0.0,21.7,38.43,0.66,3.253773343566128
2023,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,1037.04,375.49,468.61,0.0,28.81,94.59,0.77,1.7211619127516773
2024,MOMENT.ST,Moment Group AB,Hotels & Entertainment Services,Consumer Discretionary,1086.11,435.5,498.4500000000001,0.0,38.900000000000006,55.05,1.12,2.0163788499198825
