Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,p_median,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio
CTY1S.HE,2014,0.1086032134269175,0.1040626189658201,0.1533759054274566,0.4926446166332981,0.0340729658079782,8328.01,Method2_PostMean,theta_post_mean,3,Q3
DIOS.ST,2014,0.1145583238215189,0.1120305733492205,0.0856827217319597,0.518169841568613,0.0236935696413897,3211.55,Method2_PostMean,theta_post_mean,3,Q3
EIOF.OL,2014,0.0876850814848251,0.0860777982638875,0.0640423450668306,0.4293017057504077,0.0249808829880776,1040.17,Method2_PostMean,theta_post_mean,3,Q3
ELEAV.HE,2014,0.0664137696750085,0.0649085817721453,0.1288714910645614,0.4057342311306684,0.0387255573384901,91.82,Method2_PostMean,theta_post_mean,3,Q3
ENVIP.OL,2014,0.096330887258172,0.0801075610876979,0.2908802849452949,0.4680228007186332,0.0872265109907917,66.56,Method2_PostMean,theta_post_mean,3,Q3
EPEND.ST,2014,0.1555871009213628,0.0877438000408121,0.3471051472610709,0.482948780543736,0.1585360378847789,1213.0,Method2_PostMean,theta_post_mean,3,Q3
FLUGb.CO,2014,0.0798141086749285,0.0779849649042142,0.0934842021881172,0.418758076289543,0.0304353039147932,803.73,Method2_PostMean,theta_post_mean,3,Q3
FSKRS.HE,2014,0.1053869673263817,0.0860562745074701,0.2962337344427279,0.4749936059796004,0.0866602780396098,9917.96,Method2_PostMean,theta_post_mean,3,Q3
GABR.CO,2014,0.1390393218742644,0.1172691759932367,0.2980030417659595,0.5148225448123271,0.0667115627958714,282.37,Method2_PostMean,theta_post_mean,3,Q3
GN.CO,2014,0.290364589888819,0.1176628469076989,0.3782906635838757,0.5090227807304433,0.1873376358145868,25810.93,Method2_PostMean,theta_post_mean,3,Q3
GOD.OL,2014,0.0814199124635844,0.0752651163330239,0.2265632475218901,0.4499854890129554,0.0589235931413395,517.21,Method2_PostMean,theta_post_mean,3,Q3
GSFG.OL,2014,0.1159418117875089,0.0939498004903447,0.2999971480385734,0.484041879764439,0.0834219835124242,2735.72,Method2_PostMean,theta_post_mean,3,Q3
HAPD.IC,2014,0.0831749049429658,0.0805630955870837,0.1247348834549513,0.4343424754458115,0.0347241474164842,348.93,Method2_PostMean,theta_post_mean,3,Q3
HEIMAR.IC,2014,0.1005145605204492,0.0838541989228294,0.2888567864525794,0.4716063741318296,0.083136281903559,1064.68,Method2_PostMean,theta_post_mean,3,Q3
HIAB.HE,2014,0.1069087031740441,0.1046199637284011,0.078802957860524,0.4917610064616966,0.0240639019570301,7187.02,Method2_PostMean,theta_post_mean,3,Q3
HUH1V.HE,2014,0.1140362119067132,0.1079496870215508,0.1837028206416818,0.5022856334241935,0.0380694603108245,16733.76,Method2_PostMean,theta_post_mean,3,Q3
ILKKA2.HE,2014,0.0738072134938167,0.0718218407881267,0.122612979286327,0.416056580073662,0.0361763889535159,683.06,Method2_PostMean,theta_post_mean,3,Q3
JDAN.CO,2014,0.098667946535023,0.0974560182223136,0.0305721994786674,0.4575765403810722,0.0188232775607467,7684.44,Method2_PostMean,theta_post_mean,3,Q3
KABEb.ST,2014,0.1254953764861293,0.0864733935047321,0.3298549773426515,0.4797881828920499,0.1223921850204058,983.92,Method2_PostMean,theta_post_mean,3,Q3
KESKOB.HE,2014,0.0915190485828206,0.0863756541997453,0.1859401605963297,0.4588927998326867,0.0444969007501248,22308.72,Method2_PostMean,theta_post_mean,3,Q3
KNOW.ST,2014,0.1035450277882697,0.097907861432044,0.1815662850812572,0.4802933582960419,0.0403987185580892,958.79,Method2_PostMean,theta_post_mean,3,Q3
LIAB.ST,2014,0.0806934977434143,0.0786900491715563,0.1010828605278272,0.4230433825323104,0.0314383997060869,4702.92,Method2_PostMean,theta_post_mean,3,Q3
MEDIVIR.ST,2014,0.2764461369972123,0.0773193156044088,0.3604857290192543,0.4774408283634725,0.3216052795447352,2436.91,Method2_PostMean,theta_post_mean,3,Q3
MEKO.ST,2014,0.125266448770783,0.1134431844780669,0.2490046558778182,0.5116167494779593,0.0506560775493546,6699.43,Method2_PostMean,theta_post_mean,3,Q3
MGN.OL,2014,0.0736976853545117,0.0660692088128889,0.2712534184133153,0.4500444878672237,0.0836629440087473,748.49,Method2_PostMean,theta_post_mean,3,Q3
MOWI.OL,2014,0.1541572098884762,0.09912289860761,0.3425256536395005,0.4923329579602866,0.1246105121103373,30306.4,Method2_PostMean,theta_post_mean,3,Q3
MSABb.ST,2014,0.1575357535753574,0.1044215515183015,0.3423249062849571,0.4974340668262454,0.1161406224535013,205.64,Method2_PostMean,theta_post_mean,3,Q3
NAS.OL,2014,0.0766556478036831,0.0657355564257667,0.2936887455366953,0.4551789594370723,0.1012559671769006,6617.51,Method2_PostMean,theta_post_mean,3,Q3
NEWAb.ST,2014,0.0939958320508226,0.0795264891870143,0.2844471041250094,0.4663219055057686,0.0832227504365411,1446.03,Method2_PostMean,theta_post_mean,3,Q3
PAALb.CO,2014,0.1154369768455979,0.1109590420823331,0.1486860394530411,0.5108463723979628,0.0318180628971843,1581.83,Method2_PostMean,theta_post_mean,3,Q3
PARKEN.CO,2014,0.1318235258781226,0.111317930914041,0.2930652525374159,0.5061897822660384,0.0678838818283567,850.09,Method2_PostMean,theta_post_mean,3,Q3
PCIB.OL,2014,0.0797235023041474,0.0784798219747675,0.0555189996698886,0.4035915927606068,0.0248659162555205,169.98,Method2_PostMean,theta_post_mean,3,Q3
PFINV.CO,2014,0.0742156303479748,0.0735093019969363,0.0256693060566954,0.3663958981160222,0.0207383435867678,55.8,Method2_PostMean,theta_post_mean,3,Q3
POL.OL,2014,0.0749859529039177,0.0740030644151137,0.0469478941737285,0.3859378959210038,0.0241951588360976,1247.63,Method2_PostMean,theta_post_mean,3,Q3
RAIVV.HE,2014,0.1070017174364999,0.0676429816660355,0.337245555931275,0.4665626664972193,0.1805996839455575,6051.37,Method2_PostMean,theta_post_mean,3,Q3
RAUTE.HE,2014,0.0853268322413528,0.0680730556732317,0.310496210107359,0.4609971321222734,0.1180229847958129,165.38,Method2_PostMean,theta_post_mean,3,Q3
REBL.HE,2014,0.1282724056603773,0.1019213561524635,0.3091071973316752,0.4938404256970509,0.0838040172181152,834.97,Method2_PostMean,theta_post_mean,3,Q3
SAGAb.ST,2014,0.1147185900432061,0.1127703624167748,0.0602780781413969,0.5237375740006328,0.0206752176821571,5104.34,Method2_PostMean,theta_post_mean,3,Q3
SCANFL.HE,2014,0.1126775255949809,0.0813539192547685,0.3228331837048646,0.4743631726089446,0.1186556225687072,649.84,Method2_PostMean,theta_post_mean,3,Q3
SCHO.CO,2014,0.1033185861372203,0.0823083194394972,0.3035999161644449,0.4722636313038476,0.0956663459596999,6343.05,Method2_PostMean,theta_post_mean,3,Q3
SECTb.ST,2014,0.1060071268133685,0.0715241931933715,0.3314540240234652,0.468089563739177,0.1518774208887445,1207.08,Method2_PostMean,theta_post_mean,3,Q3
SINT.ST,2014,0.1389202054365527,0.0777507492746511,0.3442287453498615,0.4749890896647362,0.1767836105866487,527.89,Method2_PostMean,theta_post_mean,3,Q3
SKFb.ST,2014,0.0989670832077158,0.0859913192733478,0.2697813397955937,0.4712671988630298,0.0710673488831362,72393.61,Method2_PostMean,theta_post_mean,3,Q3
SKISb.ST,2014,0.0886722546605184,0.0877072467406317,0.0242935824091723,0.414947471856145,0.0189172678745929,2794.26,Method2_PostMean,theta_post_mean,3,Q3
SPGP.CO,2014,0.3693856570598035,0.0672796796214535,0.3582368522144925,0.4708644121469875,0.5060408613631424,520.43,Method2_PostMean,theta_post_mean,3,Q3
SSH1V.HE,2014,0.3840439276485786,0.0777484746330176,0.3634278703869674,0.4782053626188158,0.3956067601947534,746.14,Method2_PostMean,theta_post_mean,3,Q3
STRO.OL,2014,0.1033492822966505,0.0964943236898017,0.2032338810033742,0.4793768782753038,0.0452418788694841,249.39,Method2_PostMean,theta_post_mean,3,Q3
SUY1V.HE,2014,0.1355199437816035,0.0860097746530749,0.3381231950708949,0.4804477489106029,0.1387826117324709,939.94,Method2_PostMean,theta_post_mean,3,Q3
SVIK.ST,2014,0.0840622683469236,0.0838759353974484,8.828218130751964e-06,0.2915762916398577,0.0087891699951405,292.79,Method2_PostMean,theta_post_mean,3,Q3
SYN.IC,2014,0.1211476353804172,0.1059938560375004,0.2708241830454739,0.4985223549062517,0.0611356582419415,405.25,Method2_PostMean,theta_post_mean,3,Q3
TRAD.ST,2014,0.1182261882318442,0.1095370049990519,0.2202685491442204,0.505129536466534,0.0448612250333645,754.43,Method2_PostMean,theta_post_mean,3,Q3
UIE.CO,2014,0.0946477570090157,0.0832132585449165,0.2634176304019661,0.4669561117779446,0.06956442739281,5384.12,Method2_PostMean,theta_post_mean,3,Q3
VIK1V.HE,2014,0.1402246335427375,0.1094634105411423,0.3181705191378277,0.5030535203604095,0.0844614373363058,1604.72,Method2_PostMean,theta_post_mean,3,Q3
VWS.CO,2014,0.0792696458559905,0.0713304469334867,0.2579441162148963,0.4522897388932588,0.0732283613159618,36482.99,Method2_PostMean,theta_post_mean,3,Q3
WIHL.ST,2014,0.0993184840425532,0.097625390092668,0.0555310713397252,0.4644856033819675,0.0222075348466389,8348.02,Method2_PostMean,theta_post_mean,3,Q3
WRT1V.HE,2014,0.1192987191394472,0.1064605032668868,0.2571011871599247,0.499184901039311,0.0560323093587006,58827.85,Method2_PostMean,theta_post_mean,3,Q3
XANOb.ST,2014,0.0888184892157183,0.0667008130221084,0.3221019605222703,0.4625413228154649,0.1394874273288051,601.66,Method2_PostMean,theta_post_mean,3,Q3
YIT.HE,2014,0.1387645912713654,0.1068054740478716,0.3199140857023845,0.4998226318754473,0.088130761751207,10390.89,Method2_PostMean,theta_post_mean,3,Q3
AAK.ST,2014,0.1895951002584571,0.1709243881377791,0.323939510337396,0.6226826694009665,0.0458644117011532,15967.29,Method2_PostMean,theta_post_mean,4,Q4
ACTI.ST,2014,0.2016331658291457,0.1409691377302662,0.3636087056412892,0.5382891259579433,0.0955003826975161,4907.55,Method2_PostMean,theta_post_mean,4,Q4
AFK.OL,2014,0.2582253912199594,0.1870448125062517,0.4064049193321807,0.5968346392360869,0.0840629403952928,2537.89,Method2_PostMean,theta_post_mean,4,Q4
AFRY.ST,2014,0.1632392564334333,0.1492598249854188,0.2793189901558726,0.5850710840202514,0.0438594217470111,7950.61,Method2_PostMean,theta_post_mean,4,Q4
AQ.ST,2014,0.1476181916232251,0.1257157657359635,0.30082832413779,0.5281477559349693,0.0629970557381522,1410.69,Method2_PostMean,theta_post_mean,4,Q4
AXFO.ST,2014,0.2148464644829631,0.2068196589404342,0.3203811343744094,0.7908161169146184,0.0263721461372125,15957.01,Method2_PostMean,theta_post_mean,4,Q4
BAKKA.OL,2014,0.3139569860129343,0.2002698534496103,0.4305305364557016,0.6005071114818812,0.101409549228387,4641.52,Method2_PostMean,theta_post_mean,4,Q4
BEIAb.ST,2014,0.2260852420229372,0.196869039563495,0.383404592756344,0.6535126817939088,0.0520059333001803,4470.81,Method2_PostMean,theta_post_mean,4,Q4
BETSb.ST,2014,0.3263665175145019,0.170720430615575,0.4115313912686161,0.5604846252214014,0.1325364465031883,4516.74,Method2_PostMean,theta_post_mean,4,Q4
BILIa.ST,2014,0.1759676386706248,0.153982854369453,0.3184587765927107,0.5796617193964179,0.0537211021456783,3885.64,Method2_PostMean,theta_post_mean,4,Q4
BMAX.ST,2014,0.222724189984467,0.1388748445405829,0.3736407360774453,0.5326512650511613,0.1136125901465556,2770.51,Method2_PostMean,theta_post_mean,4,Q4
BO.CO,2014,0.1402769416014449,0.1285593568271824,0.2508337208433659,0.5425465907426955,0.045221009558378,2249.45,Method2_PostMean,theta_post_mean,4,Q4
BRGB.OL,2014,0.2052801724137931,0.2000858936124991,0.2647848304263975,0.8186658427606526,0.0216897380069991,3020.0,Method2_PostMean,theta_post_mean,4,Q4
CAST.ST,2014,0.1494025434038092,0.1456409597594155,0.1381593897652118,0.6385589109157999,0.0231838298048546,16227.08,Method2_PostMean,theta_post_mean,4,Q4
CLASb.ST,2014,0.2087034725791057,0.1670319697526278,0.367027927298175,0.5830145764117403,0.0696632562035863,4646.83,Method2_PostMean,theta_post_mean,4,Q4
COLUM.CO,2014,0.2283608416278189,0.210661167379501,0.3801214221666736,0.7220249188514237,0.0386861082954542,276.61,Method2_PostMean,theta_post_mean,4,Q4
CONTX.OL,2014,0.1843393148450244,0.149580136541837,0.3433790626769701,0.5594986737774457,0.0690467686172509,95.62,Method2_PostMean,theta_post_mean,4,Q4
CTH1V.HE,2014,0.1265414264977381,0.1213835256566456,0.1634621198077239,0.5393906296174928,0.0315029866455145,397.8,Method2_PostMean,theta_post_mean,4,Q4
DEDIC.ST,2014,0.3436259373621522,0.1545767569020691,0.4031478246901763,0.5423371747206793,0.1570788676341157,146.44,Method2_PostMean,theta_post_mean,4,Q4
DFDS.CO,2014,0.1597104539270358,0.133831184493899,0.3157184698427412,0.5393271545377385,0.0650200362483475,7257.95,Method2_PostMean,theta_post_mean,4,Q4
DIGIA.HE,2014,0.1950246108820011,0.1839849812428975,0.3012185939543086,0.6910922978404215,0.0334853774502795,292.35,Method2_PostMean,theta_post_mean,4,Q4
DUNI.ST,2014,0.1715389164952155,0.1696595674630681,0.0868588493310426,0.8160259066876443,0.0146288124117995,3687.51,Method2_PostMean,theta_post_mean,4,Q4
ELUXb.ST,2014,0.2199969743352443,0.2064973881914373,0.3566261761323023,0.7362177333824745,0.0342361594083373,38113.76,Method2_PostMean,theta_post_mean,4,Q4
EMBLA.CO,2014,0.166005621946194,0.1467332995541437,0.3031693632532284,0.5691450828643362,0.0521752571069058,5300.07,Method2_PostMean,theta_post_mean,4,Q4
ENSG.CO,2014,0.1983945923109421,0.1471956821735843,0.3606785769788736,0.5487269562953532,0.0848354494135779,24.83,Method2_PostMean,theta_post_mean,4,Q4
ETTE.HE,2014,0.1623434080007452,0.1355244985637185,0.318915097651945,0.5415543007179016,0.0655204267220594,526.65,Method2_PostMean,theta_post_mean,4,Q4
FORTUM.HE,2014,0.1532767137938073,0.1333551074497568,0.2972948436107873,0.5426895475681116,0.0572125113337822,119109.72,Method2_PostMean,theta_post_mean,4,Q4
GJ.CO,2014,0.2138162219008807,0.1374239809346873,0.3697584995381546,0.5317946005586446,0.1093535099180141,123.28,Method2_PostMean,theta_post_mean,4,Q4
HLUNa.CO,2014,0.3050039545413528,0.146801940740397,0.3945856834443355,0.5360940713244591,0.1494332687438934,30049.77,Method2_PostMean,theta_post_mean,4,Q4
ICEAIR.IC,2014,0.1800384864535307,0.1235495564558373,0.3513379388120877,0.5179345024239179,0.102678318071518,4792.79,Method2_PostMean,theta_post_mean,4,Q4
KCRA.HE,2014,0.1545329207059271,0.1471642694726141,0.2154457360290147,0.6064748686550047,0.0321893508469822,13321.22,Method2_PostMean,theta_post_mean,4,Q4
KLEEb.CO,2014,0.1742914979757085,0.130446290154213,0.3435685614143235,0.528152327985144,0.0864243994252595,66.68,Method2_PostMean,theta_post_mean,4,Q4
KSL.HE,2014,0.1751778559162645,0.1577628004805603,0.304830647266643,0.596093488493997,0.0469558128077661,408.73,Method2_PostMean,theta_post_mean,4,Q4
LSG.OL,2014,0.1583014856370752,0.1390245067434744,0.2979773646767228,0.553939471145624,0.0544283212925495,9660.19,Method2_PostMean,theta_post_mean,4,Q4
MEKKO.HE,2014,0.2109847138286525,0.1621100093646834,0.3699670047366855,0.5710219051339521,0.0771029681819474,637.78,Method2_PostMean,theta_post_mean,4,Q4
METSO.HE,2014,0.2630576720653363,0.1412278715199757,0.3853132407608493,0.5323279588736984,0.1351418798039223,11619.59,Method2_PostMean,theta_post_mean,4,Q4
MYCR.ST,2014,0.1790198202791409,0.1578606603039613,0.3192169256998561,0.5888198070075905,0.051734048085163,994.52,Method2_PostMean,theta_post_mean,4,Q4
NCCb.ST,2014,0.2632423913389822,0.1675623514352731,0.3979068117932571,0.5643266351109255,0.1053176590806124,13987.68,Method2_PostMean,theta_post_mean,4,Q4
NESTE.HE,2014,0.1774345176082624,0.1466741290798444,0.3343428352386434,0.5573999535640226,0.0659368638694388,30721.87,Method2_PostMean,theta_post_mean,4,Q4
NIBEb.ST,2014,0.168529810298103,0.1593811130793017,0.2498896138842875,0.6318927612046061,0.0337775224341393,13282.06,Method2_PostMean,theta_post_mean,4,Q4
NOD.OL,2014,0.4605381892223328,0.1517872025229567,0.4079580846648752,0.5369198425912961,0.2035100317457581,4527.3,Method2_PostMean,theta_post_mean,4,Q4
NTEKb.ST,2014,0.1841417368573919,0.1224613652576345,0.3542241874389792,0.5162923952463245,0.1081110898237024,99.49,Method2_PostMean,theta_post_mean,4,Q4
OEMb.ST,2014,0.2019938807477785,0.152245891584948,0.3630070970918351,0.5562661227926063,0.0815041198417877,1329.12,Method2_PostMean,theta_post_mean,4,Q4
OLVAS.HE,2014,0.2128434594141088,0.197482569330805,0.3484148843360902,0.7009159160116469,0.0376300972164313,4060.32,Method2_PostMean,theta_post_mean,4,Q4
ORRON.ST,2014,0.3740107068777507,0.2107234337293937,0.4461094788348694,0.6033113096468807,0.1174799350066336,36391.31,Method2_PostMean,theta_post_mean,4,Q4
PACT.ST,2014,0.1648298784221111,0.1415473623379141,0.3131370379622764,0.554530667736066,0.0589735480746759,712.54,Method2_PostMean,theta_post_mean,4,Q4
PSE.OL,2014,0.1774453024453023,0.1490191899276229,0.331299306118395,0.5631915010572571,0.0626197681774628,163.14,Method2_PostMean,theta_post_mean,4,Q4
QPR1V.HE,2014,0.1754385964912279,0.133755224736248,0.3428388635944244,0.5330830561371774,0.0825567892157557,96.5,Method2_PostMean,theta_post_mean,4,Q4
RAP1V.HE,2014,0.1504154534479085,0.1195374510045207,0.3206563679228246,0.5161377237519837,0.0781167405831201,1711.28,Method2_PostMean,theta_post_mean,4,Q4
RBLNb.CO,2014,0.212534606588292,0.1261437568735725,0.3672709106132013,0.5187677113298861,0.1247559217285468,389.05,Method2_PostMean,theta_post_mean,4,Q4
RBREW.CO,2014,0.1644307826502672,0.133795277515911,0.326165578057679,0.53688272707792,0.0707584522102506,9132.09,Method2_PostMean,theta_post_mean,4,Q4
REJLb.ST,2014,0.1659057679109599,0.160752596779671,0.190126359198508,0.6755922500268756,0.0251909764595666,896.22,Method2_PostMean,theta_post_mean,4,Q4
ROCKb.CO,2014,0.1367038941748524,0.1342013871724019,0.0861014203259415,0.6124361744085866,0.0201737164375468,23521.72,Method2_PostMean,theta_post_mean,4,Q4
RTX.CO,2014,0.1955073586367156,0.1370719769350946,0.3597645172483442,0.5338424565656366,0.0958376892461949,203.7,Method2_PostMean,theta_post_mean,4,Q4
SAABb.ST,2014,0.2156171057301714,0.2038475462411498,0.3422962246951282,0.7421364248917197,0.032243838774154,17434.9,Method2_PostMean,theta_post_mean,4,Q4
SAGCV.HE,2014,0.2363128491620111,0.1556144256906989,0.3837185636733918,0.5526161098113456,0.1021151254833812,959.47,Method2_PostMean,theta_post_mean,4,Q4
SALM.OL,2014,0.1891582144289724,0.1541132007549926,0.3472762808435183,0.5666706996644668,0.0677830655873836,8384.2,Method2_PostMean,theta_post_mean,4,Q4
SECUb.ST,2014,0.2663115213002393,0.1795891877413833,0.4052553986441997,0.5813443149545316,0.095447472744323,22411.65,Method2_PostMean,theta_post_mean,4,Q4
SKAb.ST,2014,0.1911300988695584,0.1734720538503935,0.3229896743012732,0.6315723349752265,0.0441354078571209,49532.89,Method2_PostMean,theta_post_mean,4,Q4
SOFF.OL,2014,0.1537441439404796,0.1496977554059057,0.1501075677261096,0.6502635214134095,0.0235441185306897,3972.68,Method2_PostMean,theta_post_mean,4,Q4
SOFb.ST,2014,0.1790015585887687,0.1749924566810112,0.1825070306470966,0.7546850974600334,0.0209002607525696,315.71,Method2_PostMean,theta_post_mean,4,Q4
SOLTEQ.HE,2014,0.1811145510835914,0.1352836397018004,0.3482333772693909,0.534101957958088,0.0857744531272641,178.9,Method2_PostMean,theta_post_mean,4,Q4
STEa.ST,2014,0.222535413084418,0.2023301951793932,0.3728118413468763,0.6909203206108601,0.042459066480034,47991.09,Method2_PostMean,theta_post_mean,4,Q4
SVEDb.ST,2014,0.1417665615141954,0.1323742745037464,0.2310313841519008,0.5562997040582014,0.039521073172959,405.67,Method2_PostMean,theta_post_mean,4,Q4
SYSR.ST,2014,0.2034690982198236,0.197197871607206,0.2761540623994697,0.7875715856762819,0.0240672783240384,4847.94,Method2_PostMean,theta_post_mean,4,Q4
TEL2b.ST,2014,0.1293773410770501,0.1234415208129884,0.179434601810269,0.542728256284601,0.0333090926576149,25611.76,Method2_PostMean,theta_post_mean,4,Q4
TGS.OL,2014,0.2905783058799531,0.2034051083797537,0.4280094715136584,0.6129045307741937,0.0878798320950884,16646.29,Method2_PostMean,theta_post_mean,4,Q4
TIETOS.ST,2014,0.1894132876185145,0.1783531914693543,0.2925755266351844,0.6746991505747288,0.0342517021428086,10024.86,Method2_PostMean,theta_post_mean,4,Q4
TLT1V.HE,2014,0.1659043506897434,0.1331157789172252,0.3297539720830806,0.5349794339785114,0.0735063859504288,666.81,Method2_PostMean,theta_post_mean,4,Q4
TRELb.ST,2014,0.171480432782489,0.1651311628777843,0.2190836681726529,0.6752077225341547,0.0274185856838292,29239.6,Method2_PostMean,theta_post_mean,4,Q4
TYRES.HE,2014,0.1614746615220311,0.1410732239300253,0.3034671253289889,0.5565857434651922,0.0553500099404135,38753.15,Method2_PostMean,theta_post_mean,4,Q4
VEI.OL,2014,0.2424807458451568,0.1981994764276611,0.4024666573522968,0.6332139759376517,0.063734441736483,5533.19,Method2_PostMean,theta_post_mean,4,Q4
VEND.OL,2014,0.1500131821776957,0.1352808593529236,0.274276648206707,0.552352263797212,0.0486319317911606,30757.45,Method2_PostMean,theta_post_mean,4,Q4
ADDTb.ST,2014,0.354532053788996,0.2538879493329053,0.4869280768399324,0.6764967383494512,0.081813375379642,3804.58,Method2_PostMean,theta_post_mean,5,Q5
AFGA.OL,2014,0.3573033707865168,0.3247517078579065,0.6301378266735786,0.88473117155625,0.0400458666957023,5242.73,Method2_PostMean,theta_post_mean,5,Q5
ALFA.ST,2014,0.3098270411864533,0.2855948978727396,0.5494516663782019,0.8525942535161257,0.0373282919253006,65227.58,Method2_PostMean,theta_post_mean,5,Q5
ALKb.CO,2014,0.2424332816290816,0.2283551013257198,0.4057602998917705,0.7890346478893813,0.0327318223685934,6320.38,Method2_PostMean,theta_post_mean,5,Q5
AMBUb.CO,2014,0.2508698040651896,0.2340951353925078,0.4255615899472358,0.7844522248224096,0.0351635137879207,2489.69,Method2_PostMean,theta_post_mean,5,Q5
ASSAb.ST,2014,0.2571881648419516,0.239573712283642,0.4394329574751715,0.7921838921063811,0.0355045623930322,112625.29,Method2_PostMean,theta_post_mean,5,Q5
ATCOa.ST,2014,0.4368682848918985,0.3688584186634239,0.6724073169687199,0.8685791944453032,0.0537125091958912,143847.65,Method2_PostMean,theta_post_mean,5,Q5
AZN.ST,2014,0.3350539526995915,0.3011300086996251,0.5756238904290589,0.8433439359799897,0.0427709790937564,451324.69,Method2_PostMean,theta_post_mean,5,Q5
BAVA.CO,2014,0.5039213530500432,0.269199203784824,0.5047703169210721,0.6570926732883278,0.1204700916039386,2596.36,Method2_PostMean,theta_post_mean,5,Q5
BIOGb.ST,2014,0.363873819570022,0.3527039400994451,0.7991770565798895,0.9902058793683536,0.0223436666484407,3804.29,Method2_PostMean,theta_post_mean,5,Q5
BOUL.ST,2014,0.266145139813582,0.2634134411471578,0.4937114507519514,0.9936334803004008,0.0131723973646807,195.64,Method2_PostMean,theta_post_mean,5,Q5
BOUV.OL,2014,0.5895639116561341,0.4796588141411258,0.8038265297678006,0.930700394543018,0.0587881933484985,904.39,Method2_PostMean,theta_post_mean,5,Q5
BRIMH.IC,2014,0.2235611424744043,0.2208101251715896,0.2678601068505247,0.9471094239244956,0.0147878487679562,1967.51,Method2_PostMean,theta_post_mean,5,Q5
CBRAIN.CO,2014,0.3109044132198694,0.2443687272318607,0.4716776831525973,0.6869901806853023,0.068141729621592,120.74,Method2_PostMean,theta_post_mean,5,Q5
CEVI.ST,2014,0.3346945311874448,0.2768509906808518,0.5197269946917917,0.7502236652386304,0.058780325147746,346.18,Method2_PostMean,theta_post_mean,5,Q5
COLOb.CO,2014,0.5418397288444187,0.504471976938659,0.9408348141824584,0.9951470644729744,0.0333272487173348,69147.57,Method2_PostMean,theta_post_mean,5,Q5
DEMANT.CO,2014,0.4300592842370448,0.4063891112897536,0.8460914211300341,0.9842495311319364,0.0299658565008345,33383.19,Method2_PostMean,theta_post_mean,5,Q5
DNO.OL,2014,0.3114278821808667,0.2163376886524664,0.4432494077990224,0.627341861214416,0.0881121200227997,24763.36,Method2_PostMean,theta_post_mean,5,Q5
DOV1V.HE,2014,0.3610874704491725,0.3006052675704231,0.5584759767426692,0.7843296554552487,0.057169785894001,219.8,Method2_PostMean,theta_post_mean,5,Q5
DSV.CO,2014,0.6351502639927613,0.6291353320752895,0.999999999944962,1.0,0.0118409437138614,35779.34,Method2_PostMean,theta_post_mean,5,Q5
EKTAb.ST,2014,0.4829938708823466,0.3115235249398034,0.5533958980507222,0.7199923344718306,0.0942185399625217,32689.03,Method2_PostMean,theta_post_mean,5,Q5
ELANb.ST,2014,0.2136574003126245,0.2125311377932112,0.1317640233351563,0.988566629469606,0.0097019171588773,499.93,Method2_PostMean,theta_post_mean,5,Q5
ELISA.HE,2014,0.2732813936634716,0.2227180671665933,0.4376960169298817,0.6683928081259211,0.0630440890455414,26578.69,Method2_PostMean,theta_post_mean,5,Q5
ENEA.ST,2014,0.4450002858613001,0.3832727459162318,0.7050657385723894,0.8948960996231864,0.0500480127874578,779.88,Method2_PostMean,theta_post_mean,5,Q5
EQNR.OL,2014,0.3938500678151782,0.3694962971335435,0.760430365660548,0.961463975818641,0.0321097345729598,468731.12,Method2_PostMean,theta_post_mean,5,Q5
ERICb.ST,2014,0.3387522448309887,0.2375610925222794,0.467629895255801,0.6536644098344222,0.0855570446782417,243529.93,Method2_PostMean,theta_post_mean,5,Q5
EWRK.ST,2014,0.3232450609499807,0.2709937036235382,0.5107677046753714,0.7491800116952577,0.0566068855261071,669.08,Method2_PostMean,theta_post_mean,5,Q5
EXL1V.HE,2014,0.2732475715410867,0.2454420030613678,0.4616883688692624,0.7588059027843418,0.0439286002746888,570.38,Method2_PostMean,theta_post_mean,5,Q5
FRO.OL,2014,6.37406392694064,6.036682048843054,1.0,1.0,0.0275522304714836,1962.77,Method2_PostMean,theta_post_mean,5,Q5
GMAB.CO,2014,0.8430667824011284,0.3498600605871722,0.5770784790805257,0.7097453468489501,0.1491777083640712,12266.55,Method2_PostMean,theta_post_mean,5,Q5
GYLDb.CO,2014,0.5956632653061225,0.5491867139379605,0.9599460856759496,0.9967123144672552,0.0354593056122861,688.67,Method2_PostMean,theta_post_mean,5,Q5
HAGA.IC,2014,0.3880767700875108,0.2935889096001365,0.5394039493562213,0.7365180745090438,0.0724839830029639,1498.23,Method2_PostMean,theta_post_mean,5,Q5
HEX.OL,2014,0.3585035574936879,0.2637697094870077,0.4991824907811683,0.6939315077296859,0.0775061995743621,2989.4,Method2_PostMean,theta_post_mean,5,Q5
HMb.ST,2014,0.378875400087119,0.2692694381530905,0.5060254091013846,0.6928088197666499,0.0823093709722802,379079.44,Method2_PostMean,theta_post_mean,5,Q5
ITERA.OL,2014,0.252587991718427,0.2164687709096157,0.4195048870072729,0.678729135344347,0.0542830790012432,228.48,Method2_PostMean,theta_post_mean,5,Q5
JBTM.IC,2014,0.3727472668261016,0.344735507206793,0.6874398303121495,0.9259478665116598,0.035860828826629,5152.3,Method2_PostMean,theta_post_mean,5,Q5
