Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04322415018862045,0.1819434147408967,0.23756919287337444,-0.34208077576122625
Method1_Raw,Q2,0.02812787953366183,0.16820101469760343,0.16722776366260889,-0.4335939464155151
Method1_Raw,Q3,0.07738533108898486,0.1405970388226844,0.550405127568727,-0.2860569702804705
Method1_Raw,Q4,0.07762387307707772,0.14446095554905314,0.5373346229232144,-0.28464747362657683
Method1_Raw,Q5,0.07279931851216193,0.12739657294573098,0.5714385939029407,-0.23127774166238058
Method2_PostMean,Q1,0.05539536387725171,0.16865917042334896,0.3284456086093902,-0.3413378023973242
Method2_PostMean,Q2,0.015364264446364484,0.1646076156515202,0.09333872181765358,-0.361338293856719
Method2_PostMean,Q3,0.07484960866270761,0.15405135348357693,0.4858743981803909,-0.3901325698468644
Method2_PostMean,Q4,0.07294440447157956,0.14643652733121426,0.49812984370075813,-0.2891402987464749
Method2_PostMean,Q5,0.07255700786819877,0.1276868031054676,0.5682420273946999,-0.23124028243815772
Method3_ProbQ5,Q1,0.07434469430600596,0.14301360493826895,0.5198435095604816,-0.2533771462227181
Method3_ProbQ5,Q2,0.04233893046204497,0.15235075659143185,0.2779043006369034,-0.3225879294930756
Method3_ProbQ5,Q3,0.0471140531261618,0.1597495983705442,0.2949243917150845,-0.3468643123847499
Method3_ProbQ5,Q4,0.09730810104360127,0.15766976813664718,0.6171639762878801,-0.3121035399404871
Method3_ProbQ5,Q5,0.06598994582811397,0.12837847194430213,0.5140265718129451,-0.2377171996201462
