FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Method1_ObservedQuality,1,Q1,Observed Quality,63,501070.10000000003,-0.5379163118699314,-0.3445726960433394,-0.5637589928285657,0.02978995175734265,0.7755746891348312,0.09484828933742294
2010,Method1_ObservedQuality,2,Q2,Observed Quality,62,477072.39,0.03459740512129471,0.05117468189858864,0.01375555365456302,0.09107137012423944,0.3357727855209123,0.07957264604938542
2010,Method1_ObservedQuality,3,Q3,Observed Quality,62,988980.02,0.14222386428949813,0.1379038264154507,0.12421320925191076,0.13966796011747357,0.165354727715721,0.0712570606021598
2010,Method1_ObservedQuality,4,Q4,Observed Quality,62,689406.95,0.26763504026353463,0.24411121282585288,0.25247397002736455,0.2961942289623471,0.07102484527035072,0.06318547242539817
2010,Method1_ObservedQuality,5,Q5,Observed Quality,63,2103071.69,0.6704510193622414,0.5367363637009108,0.6477255580328145,0.7751837578285383,0.02816672997893641,0.087330104850905
2010,Method2_LatentQuality,1,Q1,Latent Quality,63,606488.39,-0.535651425902048,-0.3474303778193024,-0.5586801295335726,0.02084224390267642,0.769842326846258,0.08669250638404132
2010,Method2_LatentQuality,2,Q2,Latent Quality,62,351893.22,0.03247461586197183,0.05400187555981376,0.009974486769107066,0.09379270330232611,0.33444414860681837,0.08443022957079599
2010,Method2_LatentQuality,3,Q3,Latent Quality,62,886801.93,0.14299329421132873,0.13792151424146035,0.12294947215405665,0.1526697803512927,0.1766097322031086,0.07732675559701858
2010,Method2_LatentQuality,4,Q4,Latent Quality,62,633465.41,0.27073118043457,0.2363219694357244,0.25222176735616647,0.29542917887469916,0.07844681389908854,0.07398354225741526
2010,Method2_LatentQuality,5,Q5,Latent Quality,63,2280952.2,0.666471015748649,0.5444599254448009,0.6478596219216232,0.7694107925704428,0.016826126481383447,0.07410538625517935
2010,Method3_ConservativeQuality,1,Q1,Conservative Quality,63,498554.47000000003,-0.5379086195224263,-0.3440939135159762,-0.5640530711847423,0.030935997025879278,0.7755633427469495,0.09565509930333749
2010,Method3_ConservativeQuality,2,Q2,Conservative Quality,62,468704.92,0.03606345006487811,0.0522852269657455,0.012405067917720454,0.10678268382892092,0.3527996006378119,0.08885059381675882
2010,Method3_ConservativeQuality,3,Q3,Conservative Quality,62,878858.06,0.14099368653895378,0.13627874021568354,0.12577544680852962,0.1268996819157533,0.15093003119447942,0.06235452285529937
2010,Method3_ConservativeQuality,4,Q4,Conservative Quality,62,634564.08,0.26842155598024936,0.23741802672422682,0.25049024572459194,0.29400916019681994,0.07779834041320136,0.07202206753329336
2010,Method3_ConservativeQuality,5,Q5,Conservative Quality,63,2278919.62,0.6694371724051373,0.5433509000389866,0.6497634823246383,0.7732917770406221,0.01895128189400006,0.07745751206020783
2010,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,62,498383.66000000003,-0.5459168381814536,-0.34982590626126214,-0.5719398986875983,0.02968341557568844,0.7800160997355012,0.09535022120851024
2010,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,62,2098966.48,0.6755652571434015,0.5421321370454304,0.6534964944247157,0.7796202493769824,0.02559103119008637,0.08514581766322384
2011,Method1_ObservedQuality,1,Q1,Observed Quality,65,535274.47,-0.6651320626156536,-0.42737762141743096,-0.6906624616625442,0.08024639578239628,0.7246537553440568,0.09064927867153941
2011,Method1_ObservedQuality,2,Q2,Observed Quality,64,380291.48,0.05819580131910903,0.07102649197138892,0.03799675373482607,0.17319620864401614,0.37604967823385926,0.07697010736992248
2011,Method1_ObservedQuality,3,Q3,Observed Quality,65,646445.24,0.16369084887467747,0.15631720012736094,0.14582689833587706,0.23766604659835244,0.2404758951298648,0.06827264353103672
2011,Method1_ObservedQuality,4,Q4,Observed Quality,64,1497818.03,0.2784963967247076,0.2551078722354183,0.26342038446886545,0.36651061699706555,0.14512949778893888,0.06065621971825775
