Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio
AKVA.OL,2010,-0.1317019950124689,-0.1199550417635509,-0.1364619848866123,0.0024587791784223,0.821698174694815,0.0318240048620733,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4143844589823808,0.4337320341705332,0.7393283258502077,0.0063686120024153,0.0456215826882926,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2335316426656156,0.2440632480246294,0.3223406348509686,0.0989542318100517,0.0806387315372855,4193.19,4,Q4,4,Q4,,,4,Q4
AMBUb.CO,2010,0.296143174760671,0.2797145307938541,0.2870695793278563,0.3338760848087007,0.0284162400013328,0.0468219056346209,1268.2,4,Q4,4,Q4,,,4,Q4
ANODb.ST,2010,0.1014981890023048,0.1045812318405641,0.0788038478048445,0.1569029031958559,0.2759199990524076,0.0853517654903366,435.05,3,Q3,3,Q3,,,3,Q3
ANOT.ST,2010,-0.0553134162770425,0.0303679114977109,-0.1055968658115488,0.1497191067684938,0.5139671852611731,0.1669403090461874,407.83,1,Q1,2,Q2,1,Q1,1,Q1
AOJb.CO,2010,0.8479012879513235,0.6278595953954546,0.8178745030210577,0.944920890530436,0.0041454616485752,0.1044563354280201,283.52,5,Q5,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,0.0049031724623692,-0.0775729607534781,0.0993259138643102,0.5056675431529549,0.1087338436217346,820.01,1,Q1,2,Q2,1,Q1,1,Q1
AQ.ST,2010,0.1390188392970034,0.1343539700141595,0.1195295692353687,0.1762119085507183,0.2135410222990033,0.0767050475845691,672.99,3,Q3,3,Q3,,,3,Q3
ARRA.OL,2010,-0.1187142145880011,-0.048580347892388,-0.1487119150304451,0.0625675024574958,0.60621360029018,0.1044271436459805,18.04,1,Q1,1,Q1,1,Q1,1,Q1
ASPO.HE,2010,0.0557998702328599,0.0742217082210939,0.0247256732083685,0.162410679872419,0.3699597925277472,0.1073748106770588,1142.93,2,Q2,2,Q2,,,2,Q2
ASSAb.ST,2010,0.2857785758439517,0.2808235392292398,0.2828757213333533,0.1935838382318938,0.0042911819385755,0.0247590362261031,38660.27,4,Q4,4,Q4,,,4,Q4
ATCOa.ST,2010,0.4152508100352901,0.3623355093855721,0.3976222219311502,0.6185621253348326,0.0307524846701448,0.0717348718196172,70074.61,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.0839402687775624,0.0723039525272106,0.0481201854057695,0.1912633353834277,0.0458032424681334,4322.57,2,Q2,2,Q2,,,2,Q2
ATLA.CO,2010,0.1290395189555933,0.1256773601409324,0.1049488272547871,0.1941343020938573,0.2527839204330565,0.0887672439501595,474.39,3,Q3,3,Q3,,,3,Q3
ATRAV.HE,2010,0.2776042299073878,0.2643242744211073,0.2694330039637083,0.2866627149938998,0.0284064936778648,0.0445124073787305,1698.75,4,Q4,4,Q4,,,4,Q4
ATRLJb.ST,2010,0.1145559804733623,0.1146613184992176,0.0945784157915162,0.1495044082353105,0.2386263413882318,0.0779264638705612,7005.12,3,Q3,3,Q3,,,3,Q3
AUSS.OL,2010,0.146994988358786,0.1390023786381504,0.1219489922471706,0.2172800502561892,0.2363934989736533,0.0912858695111714,7318.1,3,Q3,3,Q3,,,3,Q3
AXFO.ST,2010,0.3508895361654028,0.2917545470524219,0.3258117517236424,0.4961689393793446,0.0779825367907203,0.0914179538133651,8893.74,4,Q4,4,Q4,,,4,Q4
AZN.ST,2010,0.781804557254512,0.7514375342377042,0.777249877025005,0.9959645353283372,0.000121708121172,0.030893034874196,394961.01,5,Q5,5,Q5,5,Q5,5,Q5
AZT.OL,2010,-0.6333605887162715,-0.4718393775152592,-0.6549415277576176,0.0010076662379647,0.9828411760304202,0.0824413405988752,120.55,1,Q1,1,Q1,1,Q1,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.2145628472139114,-0.2778420046548526,0.0056439457861196,0.8836408245831707,0.0591273577283351,1272.1,1,Q1,1,Q1,1,Q1,1,Q1
BEIAb.ST,2010,0.2386938755107905,0.2188720757769137,0.2226581976792541,0.2851103160214865,0.0971899811649403,0.0674943975776109,1784.29,4,Q4,4,Q4,,,4,Q4
BEIJb.ST,2010,0.1497060076693651,0.1398500368102428,0.1212392564225717,0.2373000176448766,0.2501658440019055,0.1002642304766089,2717.8,3,Q3,3,Q3,,,3,Q3
BERGb.ST,2010,0.0721706269522535,0.081472255842924,0.050494892378996,0.1304587278965383,0.3164656590429004,0.0824401179180896,677.17,2,Q2,2,Q2,,,2,Q2
BETSb.ST,2010,0.7788891734329573,0.6931099107166412,0.7659668325422806,0.9768455442426164,0.000734434197626,0.0588631344617655,1447.76,5,Q5,5,Q5,5,Q5,5,Q5
BIF.CO,2010,0.1673374856654599,0.1562207524261687,0.1460631608770283,0.220819277324984,0.1948411765471663,0.0814761566669736,160.37,3,Q3,3,Q3,,,3,Q3
BILIa.ST,2010,0.1199240229665749,0.1193651283649132,0.1083784288788568,0.0994668401886036,0.1768662857323661,0.0551399204800384,1350.41,3,Q3,3,Q3,,,3,Q3
BILL.ST,2010,0.0313203811409479,0.0382138565339279,0.0230906315013186,0.0284733407259626,0.2899627547263559,0.0444674615349791,4596.59,2,Q2,2,Q2,,,2,Q2
BINV.ST,2010,0.8262608309264607,0.3141495821356219,0.7542519162431566,0.8381292225814249,0.036022637913301,0.2696890565786584,1143.91,5,Q5,5,Q5,5,Q5,5,Q5
BIOBV.HE,2010,0.8539952718676123,0.6360316397333938,0.8244973574678195,0.9484885634156078,0.0043615977766097,0.1039222897637383,93.48,5,Q5,5,Q5,5,Q5,5,Q5
BIOGb.ST,2010,0.4629885057471263,0.3940117803992907,0.4431622091893041,0.6916211103913894,0.0269175647827228,0.0775931186453399,1026.75,5,Q5,5,Q5,5,Q5,5,Q5
BIOPOR.CO,2010,-0.5029103608847496,-0.2000559858666629,-0.5519164288698314,0.0176526043167619,0.882136715834136,0.1642481255797494,331.14,1,Q1,1,Q1,1,Q1,1,Q1
BITTI.HE,2010,0.072443090390268,0.0883664725294353,0.0350994740192906,0.2014705633640479,0.3654005432728027,0.1239284459931183,778.37,2,Q2,2,Q2,,,2,Q2
BNOR.OL,2010,-0.077674076223329,-0.0225110118439139,-0.1062919565397618,0.0736450051803883,0.5535047067296586,0.1013065017457698,3409.22,1,Q1,1,Q1,1,Q1,1,Q1
BO.CO,2010,-1.0411098383606978,-0.9357955215283954,-1.050218551843882,4.737679140356457e-06,0.99986668038399,0.0468600445207324,1924.6,1,Q1,1,Q1,1,Q1,1,Q1
BOL.ST,2010,0.2228038912186057,0.1927898666119775,0.1949410530146385,0.3178747881897666,0.1744373433824634,0.0987952290488393,17939.47,4,Q4,4,Q4,,,4,Q4
BOLJ.ST,2010,0.0469253657327048,0.0555459784600558,0.0342773628039401,0.0596370181861039,0.3026463308616723,0.0579276482235018,223.07,2,Q2,2,Q2,,,2,Q2
BONHR.OL,2010,0.2640777094561875,0.257066939478305,0.2593723193548952,0.192442646800868,0.0132310007452126,0.0324258239381036,6689.45,4,Q4,4,Q4,,,4,Q4
BOR.OL,2010,-0.0253126787179551,0.0156490610530144,-0.0544885505668714,0.0990027292219853,0.4755352954542477,0.1031943060769649,346.22,2,Q2,2,Q2,,,2,Q2
BOREO.HE,2010,-0.0453757680794075,0.0066828239734161,-0.0778193095853783,0.1032874827220059,0.5047180748367622,0.1107284414566527,59.42,1,Q1,2,Q2,1,Q1,1,Q1
BORG.ST,2010,0.4971183487468168,0.460585783766694,0.4875557283865417,0.8293279133779848,0.0052897487261459,0.0485734592914492,572.49,5,Q5,5,Q5,5,Q5,5,Q5
BOUV.OL,2010,0.4474950690335308,0.3330881969830001,0.4130778583146345,0.624350678884221,0.0679262185542787,0.1183197815316375,524.76,5,Q5,5,Q5,5,Q5,5,Q5
BRIMH.IC,2010,0.2342223978096489,0.2321316106512463,0.2324674856678412,0.0485680973455989,0.0032349568216391,0.0189598139519848,409.54,4,Q4,4,Q4,,,4,Q4
BTSb.ST,2010,0.3185756450537942,0.2935131849978756,0.3062594788706725,0.4190917799881114,0.0368660870850493,0.0571824536716404,538.4,4,Q4,4,Q4,,,4,Q4
CARLb.CO,2010,-0.3373168662278126,-0.2959256262086274,-0.3464661209314252,0.0011333217191249,0.9576186330749664,0.0475392644588498,65590.11,1,Q1,1,Q1,1,Q1,1,Q1
CAST.ST,2010,0.1753692659058826,0.1752084929694717,0.1751025822210606,0.0003320003123956,0.0001156972406267,0.0072304634285536,10090.02,3,Q3,3,Q3,,,3,Q3
CATE.ST,2010,-0.0017503570728428,0.0323146387816556,-0.0309072008810091,0.1058492261998024,0.4281339464349794,0.1054936587581903,821.07,2,Q2,2,Q2,,,2,Q2
CBRAIN.CO,2010,0.3214398484370066,0.2401055588889073,0.2820254100672009,0.4618126608529227,0.145035675457455,0.1317928524973067,131.55,4,Q4,4,Q4,,,4,Q4
CEMAT.CO,2010,0.2427117834870049,0.1850007233260102,0.1974937871262182,0.3809576668429276,0.2200747260658019,0.1494295098061948,568.5,4,Q4,4,Q4,,,4,Q4
CEVI.ST,2010,0.3640118968935888,0.2793924535954437,0.3300184419563403,0.5139544663368271,0.1038038608643092,0.1156313504707215,192.99,5,Q5,4,Q4,5,Q5,4,Q4
CHEMM.CO,2010,0.0467399267399267,0.0731983030916563,0.0080260181831957,0.1797690996904611,0.3925229501493521,0.1309893825688589,248.2,2,Q2,2,Q2,,,2,Q2
CLASb.ST,2010,0.3479708019575213,0.3162506197661994,0.3343504158221116,0.4879862236768741,0.0341514670673215,0.0606599471235555,4572.67,4,Q4,5,Q5,,,5,Q5
CMBT.OL,2010,-0.0318182843189366,-0.0238571789551179,-0.0372376318741362,0.0070634894581849,0.4615482112077568,0.0351018598164148,5105.55,2,Q2,1,Q1,,,2,Q2
COLOb.CO,2010,0.5878556806867167,0.5687841327984586,0.5838217000359772,0.9754578386293016,0.0002812022105314,0.0297924284727397,19988.83,5,Q5,5,Q5,5,Q5,5,Q5
COLUM.CO,2010,1.6884441525325504,1.5569126179455492,1.680084243792858,0.9999962534729252,7.480539685695151e-08,0.0449607689921224,124.63,5,Q5,5,Q5,5,Q5,5,Q5
CONTX.OL,2010,0.1270130659374051,0.120679596840042,0.0739236004446018,0.2867375766258727,0.3369129759625177,0.1769777279583709,141.11,3,Q3,3,Q3,,,2,Q2
COREa.ST,2010,0.1031891420987925,0.1122381731634588,0.0271092717764783,0.3059419537434523,0.3842639828824438,0.3014535142573518,129.36,3,Q3,3,Q3,,,2,Q2
CRADb.ST,2010,-0.4199834162520729,-0.1243295831085987,-0.4752389283426478,0.0342267292272241,0.8198696318123984,0.1859562534725508,132.63,1,Q1,1,Q1,1,Q1,1,Q1
CTH1V.HE,2010,-0.2510521175530496,-0.2021874160295003,-0.2643981923222515,0.0060794337302382,0.868115369537916,0.0596347010117189,596.54,1,Q1,1,Q1,1,Q1,1,Q1
CTY1S.HE,2010,0.0760601068783085,0.0785168552836567,0.0697644898476696,0.0297064255000836,0.1604744555441659,0.0377670393971025,4696.58,2,Q2,2,Q2,,,2,Q2
DANT.CO,2010,-0.2057528617552099,-0.1580060407052202,-0.2206348583576707,0.0114765943915573,0.8082667660765467,0.0640363004182445,32.0,1,Q1,1,Q1,1,Q1,1,Q1
DEMANT.CO,2010,1.321725532339953,1.234524711872692,1.3144987988981385,0.9999060235443716,4.044670523951696e-06,0.0408813402920653,25797.37,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2010,0.1939108099298991,0.1863849758270555,0.1843635966662706,0.1526113040147389,0.0773944828572305,0.048826160360572,3188.39,4,Q4,4,Q4,,,4,Q4
DIGIA.HE,2010,0.3779140850032122,0.344795663143066,0.3653134236755349,0.5591397939028787,0.0237205373432273,0.0577754488883583,246.77,5,Q5,5,Q5,5,Q5,5,Q5
DIGIGR.HE,2010,0.2926123860421256,0.2507942454185607,0.2690567351762717,0.3964230194896511,0.0992432356790403,0.0878482458406381,210.1,4,Q4,4,Q4,,,4,Q4
DIOS.ST,2010,0.1130677742926573,0.1132519743375773,0.1039285453061226,0.0673222681906222,0.1434019163621287,0.0468447118047012,769.55,3,Q3,3,Q3,,,3,Q3
DNO.OL,2010,-0.0682206879077721,-0.0391167770662097,-0.0840980930820994,0.0336539487963603,0.5538215610668252,0.06707828292387,4587.62,1,Q1,1,Q1,1,Q1,1,Q1
DNORD.CO,2010,0.049532551191765,0.0594944232060108,0.0343353521410388,0.0766696598807527,0.3158102995783316,0.0650599010143008,10416.57,2,Q2,2,Q2,,,2,Q2
DOV1V.HE,2010,0.2895746009096591,0.2170124216497007,0.2479896261192423,0.4274042529761039,0.1750794573744004,0.1367962001525628,148.03,4,Q4,4,Q4,,,4,Q4
DSV.CO,2010,0.6085852810313757,0.5680134031197231,0.6003640628084783,0.9462583270662174,0.0012109367387566,0.0447706639882493,21917.53,5,Q5,5,Q5,5,Q5,5,Q5
DUNI.ST,2010,0.2586943005181346,0.2362436840600709,0.2430613681867047,0.3094937457047472,0.0799817420853929,0.0661598489865811,2224.61,4,Q4,4,Q4,,,4,Q4
EIOF.OL,2010,0.210122481606723,0.2024800596437065,0.2020811466696173,0.1484792582341056,0.053559466156854,0.0435241774539633,801.83,4,Q4,4,Q4,,,4,Q4
EKTAb.ST,2010,0.5488510035964814,0.5165578399719258,0.5414061983390999,0.9203029985863956,0.0027378535149209,0.0411400109471639,6749.47,5,Q5,5,Q5,5,Q5,5,Q5
ELANb.ST,2010,0.0616105322671836,0.0660010395986557,0.0533997913042898,0.0375585472608869,0.2259715545289121,0.0446261168134266,256.3,2,Q2,2,Q2,,,2,Q2
ELEAV.HE,2010,0.0672499049068089,0.072472413257498,0.0563317744256513,0.0583553110952182,0.2432615123687646,0.0526881790135027,61.14,2,Q2,2,Q2,,,2,Q2
ELISA.HE,2010,0.2679732170129306,0.2531536519944079,0.2582802551529368,0.28816206031087,0.0402896401641748,0.0495883177449949,20788.07,4,Q4,4,Q4,,,4,Q4
ELUXb.ST,2010,0.2612422734276757,0.2281735976755113,0.2386171369757193,0.3494390753961476,0.1172787299604725,0.0850953526432903,32621.01,4,Q4,4,Q4,,,4,Q4
EMBLA.CO,2010,0.1782910594635235,0.1643882533197682,0.1562956621845837,0.2326253534314197,0.1827511135716236,0.0835207812843999,2711.53,3,Q3,3,Q3,,,3,Q3
EMGS.OL,2010,-2.862136328751831,-1.546620689033026,-2.9063223754837,2.5300188194465887e-12,0.9999999996451446,0.1469203674624765,622.46,1,Q1,1,Q1,1,Q1,1,Q1
ENEA.ST,2010,0.2386701159336972,0.2201935674843658,0.2237198620235386,0.2703733041510149,0.0874432692790202,0.0642704539012288,384.29,4,Q4,4,Q4,,,4,Q4
ENH.OL,2010,-0.2429445665735843,-0.2190800884712321,-0.2496101037726028,0.0011803745156214,0.9270690932920328,0.039712214063387,458.43,1,Q1,1,Q1,1,Q1,1,Q1
ENRO.ST,2010,0.1653387823078105,0.1649148752246341,0.1644952787855468,0.0040879161368441,0.0028663002004605,0.0125499918052707,4680.41,3,Q3,3,Q3,,,3,Q3
ENSG.CO,2010,0.4036912293477765,0.3461668010464673,0.3837595452547437,0.58843024756815,0.0403611850416803,0.077902359378229,33.89,5,Q5,5,Q5,5,Q5,5,Q5
EPEND.ST,2010,0.1782423106075718,0.1566313826967255,0.1440256331594407,0.2867582754327675,0.2407891175776929,0.1164525486400815,669.51,3,Q3,3,Q3,,,3,Q3
EQNR.OL,2010,0.5921456340758953,0.5183505193022397,0.576676982782702,0.8771081716799427,0.0063669399432934,0.0657219539473636,461716.1,5,Q5,5,Q5,5,Q5,5,Q5
ERICb.ST,2010,0.3423875016475828,0.3214026622270804,0.3331554523636476,0.4690007847732132,0.0189584962476289,0.0478582951550048,174345.96,4,Q4,5,Q5,,,5,Q5
ETTE.HE,2010,-0.1777413740145388,-0.1095202728772922,-0.201038970161156,0.0297173578004435,0.7113979389835167,0.0866417474644267,463.6,1,Q1,1,Q1,1,Q1,1,Q1
EWRK.ST,2010,0.1488463278540165,0.1324489532893845,0.1002803158726369,0.2952445192435411,0.3077248040296118,0.1613716836787971,307.26,3,Q3,3,Q3,,,3,Q3
EXL1V.HE,2010,0.3642705632806977,0.341725746664261,0.3552232255918831,0.5326065252909612,0.0152538561360713,0.0470880335603248,491.48,5,Q5,5,Q5,5,Q5,5,Q5
FIA1S.HE,2010,-0.2639959324401593,-0.1148468445480909,-0.3033410323676964,0.0419263421808052,0.7410410207060235,0.1296115144590283,3847.34,1,Q1,1,Q1,1,Q1,1,Q1
FLS.CO,2010,0.3227967779878798,0.2899918119370005,0.3070034070515002,0.437461335584174,0.0513289285065315,0.0667560873947215,21766.25,4,Q4,4,Q4,,,4,Q4
FLUGb.CO,2010,0.1021669916331416,0.1037880333664908,0.0896166061417074,0.0896621389445333,0.2012542958510706,0.0573514620663337,607.38,3,Q3,3,Q3,,,3,Q3
FORTUM.HE,2010,0.2716453923187421,0.2416870474881641,0.2525102765748201,0.3572716349916268,0.094082394105143,0.0759627491963184,135148.09,4,Q4,4,Q4,,,4,Q4
FRO.OL,2010,0.1938690112153915,0.1852818231246636,0.1829695932547003,0.1724868745768022,0.0914182863412195,0.0531682047652026,12323.11,4,Q4,4,Q4,,,4,Q4
FSKRS.HE,2010,0.0967201054763633,0.0977865704924952,0.09091247099054,0.0329189268942696,0.1234446885257835,0.0363677306312469,5366.78,2,Q2,2,Q2,,,3,Q3
GABR.CO,2010,0.0656538667073823,0.0747256647483291,0.0473008240070304,0.1059627443743098,0.3090801088007645,0.0736822356880353,159.65,2,Q2,2,Q2,,,2,Q2
GJ.CO,2010,-0.000728803951737,0.0316454333036804,-0.0286829182009204,0.1096146253209889,0.4391409363981942,0.0990792253112722,55.49,2,Q2,2,Q2,,,2,Q2
GLA1V.HE,2010,0.4838253275109169,0.4181258138886285,0.4660081268757935,0.729824933318421,0.0187039038838078,0.0722763998063857,543.38,5,Q5,5,Q5,5,Q5,5,Q5
GMAB.CO,2010,0.3533682769303109,0.2021984163407017,0.2899275017349439,0.5001212818250081,0.1878600548876388,0.2227559104871379,4105.21,5,Q5,4,Q4,,,4,Q4
GN.CO,2010,0.0927200135915731,0.1033745415290049,0.0450769891956643,0.2440661770585087,0.3589804148427509,0.1584901019104534,6457.52,2,Q2,3,Q3,,,2,Q2
GOD.OL,2010,0.128756170852114,0.1284309501162436,0.1263775933196461,0.0139324712654612,0.0296130889609051,0.0212634067493922,349.94,3,Q3,3,Q3,,,3,Q3
GSFG.OL,2010,0.1052807729806026,0.1087524562644742,0.0698644287702956,0.2195115835307418,0.3211604070888798,0.119506506072911,1138.95,3,Q3,3,Q3,,,2,Q2
GYL.OL,2010,0.079911191780378,0.0813160353101838,0.0759169897971802,0.0146806231842172,0.1121898112781202,0.0296844131925064,693.91,2,Q2,2,Q2,,,3,Q3
GYLDb.CO,2010,0.8382052031569716,0.8124378331707243,0.8346418525624364,0.9990219544297898,1.6501039935200654e-05,0.0278403928571898,905.24,5,Q5,5,Q5,5,Q5,5,Q5
HAPD.IC,2010,0.2736605710619184,0.2638578880926843,0.2674789281568032,0.2504299710993349,0.0185177304167563,0.038069190856756,81.13,4,Q4,4,Q4,,,4,Q4
HARBb.CO,2010,-0.012291585886002,0.0006917331069465,-0.0224845864660524,0.0273223732540542,0.4161580262246555,0.050184122730721,699.01,2,Q2,2,Q2,,,2,Q2
HAVI.OL,2010,0.1557841074127863,0.145910112488058,0.1315241814917855,0.2219790854855045,0.2218462681030361,0.0891579619914499,949.62,3,Q3,3,Q3,,,3,Q3
HEX.OL,2010,0.193175649476541,0.1821609489114049,0.1790709448649382,0.2026865256452764,0.119158360595591,0.0622727259018966,897.75,3,Q3,4,Q4,,,4,Q4
HHDC.CO,2010,0.3648312145438205,0.3585862449831777,0.3623307057311297,0.5717668455781617,0.0013632406081372,0.0225858036102905,710.87,5,Q5,5,Q5,5,Q5,5,Q5
HIAB.HE,2010,0.1178197237040078,0.1177081700829557,0.1137431592659188,0.025120252926901,0.0684527460792187,0.0299982771916448,5095.0,3,Q3,3,Q3,,,3,Q3
HKFOODS.HE,2010,0.105303108197197,0.1058888302739236,0.0993142241448995,0.0378875020788137,0.1149177058554573,0.0369227094990835,2946.72,3,Q3,3,Q3,,,3,Q3
HLUNa.CO,2010,0.7069144540488433,0.4596619383358994,0.6651369135825764,0.8406679084218102,0.0227107115326276,0.1387905281327094,20715.7,5,Q5,5,Q5,5,Q5,5,Q5
HMb.ST,2010,0.5423572128428505,0.3958093415251146,0.5080588730869994,0.7237995159524171,0.0400344215622975,0.115449252693464,245100.69,5,Q5,5,Q5,5,Q5,5,Q5
HONBS.HE,2010,-0.0847192330268049,-0.0731753654474163,-0.0904968723764473,0.0044829413245407,0.652279806526092,0.0365058665895346,70.91,1,Q1,1,Q1,1,Q1,1,Q1
HUH1V.HE,2010,0.1434611459396415,0.1400445557858538,0.1314215232116332,0.1215917811167836,0.1470936452301668,0.0561639890896242,8532.8,3,Q3,3,Q3,,,3,Q3
ICP1V.HE,2010,-0.8482410179640716,-0.7603504049185359,-0.8573646967569144,1.1042818486419484e-05,0.9995947112407556,0.0475542419131616,67.69,1,Q1,1,Q1,1,Q1,1,Q1
ILKKA2.HE,2010,0.1001983530684618,0.1011454408310385,0.0938356150681249,0.0390906390034777,0.1311929630175038,0.0385547248167286,1529.07,3,Q3,2,Q2,,,3,Q3
INVEST.HE,2010,0.0614467202488981,0.0756106318813932,0.0350395151112654,0.1437956273958017,0.3465810572081118,0.0953211677164736,25.52,2,Q2,2,Q2,,,2,Q2
IOX.OL,2010,-0.0018004776777509,0.0248856239143314,-0.0246317984801954,0.0872059059889606,0.4329508031941633,0.0855365005168958,170.17,2,Q2,2,Q2,,,2,Q2
ITAB.ST,2010,0.1385705355282344,0.126024460522354,0.08515405430731,0.2977402590006215,0.3275927308243588,0.1762784352659696,712.19,3,Q3,3,Q3,,,3,Q3
ITERA.OL,2010,0.3122694275853862,0.3055738039356249,0.3088738426908221,0.2817639238641772,0.0052603505005653,0.025900237233239,401.1,4,Q4,4,Q4,,,4,Q4
JBTM.IC,2010,1.273664218082283,1.1257080528456678,1.2608937539665654,0.9994504780142978,2.166096221495933e-05,0.0576507345577799,2720.97,5,Q5,5,Q5,5,Q5,5,Q5
JDAN.CO,2010,0.0596653035339398,0.060092239815986,0.0588949101575385,0.0007299835262863,0.0248048862667488,0.0117174171108276,3488.97,2,Q2,2,Q2,,,2,Q2
KABEb.ST,2010,0.3603993245845307,0.306293748966584,0.3383438688318228,0.5120614140943849,0.062785496598154,0.0835080580088924,475.76,5,Q5,4,Q4,5,Q5,5,Q5
KBHL.CO,2010,0.2872404728770436,0.2863350895949079,0.2867145679335381,0.0455198209712781,0.0001208924823046,0.0101209583123353,10717.78,4,Q4,4,Q4,,,4,Q4
KCRA.HE,2010,0.9221153077271635,0.8292826396510948,0.9106123359953934,0.994823019748726,0.0001475043920172,0.0548856056689253,9560.22,5,Q5,5,Q5,5,Q5,5,Q5
KELAS.HE,2010,0.4791907514450866,0.3741049700702741,0.4503295540111332,0.6715811570841922,0.0442003505568042,0.1012707652736831,90.41,5,Q5,5,Q5,5,Q5,5,Q5
KEMIRA.HE,2010,0.972145651428208,0.7771447652803143,0.9493934120844298,0.9854160948570136,0.0006341740589992,0.0852702456825762,9397.73,5,Q5,5,Q5,5,Q5,5,Q5
KESKOB.HE,2010,0.0385453083484825,0.0461484430773916,0.0286114985752712,0.0398268346367119,0.2969004176368201,0.0500366207186847,18957.72,2,Q2,2,Q2,,,2,Q2
KIT.OL,2010,0.1420039519548856,0.1329916727646982,0.1085268039503415,0.2416726303201283,0.2697127523855365,0.1154217541386292,650.34,3,Q3,3,Q3,,,3,Q3
KNEBV.HE,2010,0.9629155791480936,0.6835159957371135,0.9299609986503604,0.9677531637481818,0.0022174557535856,0.1121876949883528,54559.04,5,Q5,5,Q5,5,Q5,5,Q5
KNOW.ST,2010,0.2367494296662159,0.2235664842402144,0.2259140876080761,0.217624485907079,0.0597212240593833,0.0517697966674537,697.29,4,Q4,4,Q4,,,4,Q4
KOA.OL,2010,-0.5161357681245325,-0.3637375850849798,-0.5402792390506165,0.0026114665345165,0.955162011687533,0.0888821079206052,2261.63,1,Q1,1,Q1,1,Q1,1,Q1
KOG.OL,2010,0.4476650563607085,0.3915332760219908,0.4307874697622982,0.679109115461242,0.0224160165322687,0.0696815928217064,9564.11,5,Q5,5,Q5,5,Q5,5,Q5
