FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2010,Method1_Raw,1,Q1,65,478495.0,-0.48591939605906603,-0.28408751140308947,0.03217344254854658,0.13576145146079766
2010,Method1_Raw,2,Q2,64,465314.33,0.025584241651524314,0.04832895191997802,0.05860476866031155,0.12026065821573431
2010,Method1_Raw,3,Q3,64,1029611.49,0.13924947924507766,0.13485035306310608,0.07359506861835266,0.09422447566725288
2010,Method1_Raw,4,Q4,64,692018.57,0.2652132212053949,0.23753692434824522,0.18006496164505104,0.0822780451303485
2010,Method1_Raw,5,Q5,64,2103158.47,0.6369523834375436,0.5097018973483561,0.7044517710626518,0.11110841941053343
2010,Method2_PostMean,1,Q1,65,688399.28,-0.4535717345502612,-0.29195285336326876,0.012106483331021132,0.09498840188407756
2010,Method2_PostMean,2,Q2,64,274237.52,-0.005770779632789766,0.0557359825204694,0.06525998188693205,0.1335768113586509
2010,Method2_PostMean,3,Q3,64,845590.16,0.15184380532339906,0.13315677475862217,0.11273379149147336,0.1569293857891329
2010,Method2_PostMean,4,Q4,64,665001.26,0.26933815851245,0.22632167458597333,0.15149301074727145,0.08299459371941602
2010,Method2_PostMean,5,Q5,64,2295369.64,0.6187350476166013,0.5231919327429276,0.7076102913159895,0.07578093603302564
2010,Method3_ProbQ5,1,Q1,65,821622.09,-0.3007652930970715,-0.22380879733735717,3.6499495647621264e-05,0.04740224084434319
2010,Method3_ProbQ5,2,Q2,64,867202.41,0.016553682768995964,0.07208241910259101,0.012380467277485239,0.06697894427269883
2010,Method3_ProbQ5,3,Q3,64,327502.43,0.03937983683717743,0.097146329185257,0.09367440081559987,0.12539021288615265
2010,Method3_ProbQ5,4,Q4,64,472602.66,0.19749609460496836,0.17783142973211322,0.2314749021716191,0.22313616936345382
2010,Method3_ProbQ5,5,Q5,64,2279668.27,0.6255225755076231,0.5221373796867149,0.7118258825097633,0.08210609518390038
2011,Method1_Raw,1,Q1,68,538602.13,-0.396393672919879,-0.20273679853013382,0.031039601310637557,0.1382462665386354
2011,Method1_Raw,2,Q2,67,360395.68,0.0495181211528287,0.06964447114580363,0.04471611601677733,0.10385570756744833
2011,Method1_Raw,3,Q3,67,631304.4400000001,0.1563442086401896,0.15395555267163563,0.06348817543877787,0.07903364090793413
2011,Method1_Raw,4,Q4,67,1535712.73,0.27310675665227613,0.2517086751098052,0.18624902623918208,0.07505774124569357
2011,Method1_Raw,5,Q5,68,2679578.01,0.6182267971994707,0.49305109792243906,0.7271255569100847,0.12276173154755199
2011,Method2_PostMean,1,Q1,68,546807.06,-0.35611781485185456,-0.21221615846107492,0.00708453697453033,0.08862631046817761
2011,Method2_PostMean,2,Q2,67,364218.49,0.012356313496800575,0.07844951203846967,0.05741010891133611,0.13023401961262365
2011,Method2_PostMean,3,Q3,67,636266.93,0.16747960662238784,0.1524526837672922,0.10258240458813439,0.13917349910434254
2011,Method2_PostMean,4,Q4,67,1131464.1,0.2778398878483737,0.23881291506467023,0.15931305576173305,0.08746125012672935
2011,Method2_PostMean,5,Q5,68,3066836.41,0.5989310811609767,0.5080417872622982,0.7265938439674678,0.07491473907072288
2011,Method3_ProbQ5,1,Q1,68,750969.38,-0.22004263522019074,-0.14684946841490343,1.1026500425755175e-05,0.04550859135549693
2011,Method3_ProbQ5,2,Q2,67,610594.85,0.002569148968826116,0.06549196642974114,0.008949543404320439,0.07478995037709048
2011,Method3_ProbQ5,3,Q3,67,323821.74,0.1205524515937187,0.14558781439709886,0.08534993962576713,0.10248506543946508
2011,Method3_ProbQ5,4,Q4,67,1040163.5599999999,0.19284627112538844,0.19430122685964957,0.22269769094301278,0.21600278594655778
2011,Method3_ProbQ5,5,Q5,68,3020043.46,0.6024798975695355,0.5060631106473642,0.7359418027401448,0.0821588522186831
2012,Method1_Raw,1,Q1,70,556187.38,-0.5143327944842373,-0.3184933170602931,0.02746286570425783,0.11579367785967506
2012,Method1_Raw,2,Q2,69,680430.59,0.054566940157149454,0.0656255612777594,0.05153681939793731,0.09360444113724507
2012,Method1_Raw,3,Q3,69,393251.06,0.166569714804102,0.1574500732764783,0.09331697782009554,0.07910305955043866
2012,Method1_Raw,4,Q4,69,519485.41,0.2807041362718156,0.2517575768479149,0.23544152509888294,0.08382976030315158
2012,Method1_Raw,5,Q5,69,2689171.37,0.5821230524187202,0.46347116306687486,0.7154669499459833,0.10349955328819924
2012,Method2_PostMean,1,Q1,70,554908.59,-0.5047793336924645,-0.32147305503629164,0.01721446509579163,0.09790663452323448
2012,Method2_PostMean,2,Q2,69,681709.38,0.044875023411872744,0.06864848386210576,0.06193374755145374,0.11175071698580799
