Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method1_Raw_PortfolioNum,Method1_Raw_Portfolio,Method2_PostMean_PortfolioNum,Method2_PostMean_Portfolio,Method3_ProbQ5_PortfolioNum,Method3_ProbQ5_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.4048685183716758,1.24926714883955e-06,0.0867654553434384,46.67,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.2909627188860214,0.4037391165576752,0.1697800858136633,5195.33,5,Q5,4,Q4,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.153589450982987,0.0,0.0664036007230479,244254.6,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-1.0388354347070818,0.0,0.074648683074843,53.81,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.062072072064129,0.0104891471045469,0.0998770451172638,5221.41,1,Q1,1,Q1,2,Q2
ADDTb.ST,2010,0.4013059207623751,0.3786521606571684,0.5994500616071234,0.0520236206629069,1193.13,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,0.0927166812875539,0.2273746471993556,0.5313860466080413,4536.01,1,Q1,2,Q2,4,Q4
AFGA.OL,2010,0.3347653090225401,0.3030154280993837,0.3605656071131831,0.0728957878431781,2107.01,4,Q4,5,Q5,5,Q5
AFK.OL,2010,0.056797323631971,0.0797951305925778,0.1195727097551684,0.144990380884436,2736.16,2,Q2,2,Q2,3,Q3
AFRY.ST,2010,0.2271955287605978,0.2223700639838956,0.0428395958802696,0.0375566168997435,2566.5,4,Q4,4,Q4,3,Q3
AGATE.CO,2010,0.0901279155578415,0.1033227241477402,0.1784855708484152,0.1944687605029809,726.11,2,Q2,3,Q3,4,Q4
AGFEb.CO,2010,-0.8359167404783003,0.0282615638920067,0.1767794664072999,0.5685774742770818,248.02,1,Q1,2,Q2,4,Q4
AKAST.OL,2010,0.3014359311629946,0.2840446237834731,0.269604266052869,0.0568863875976007,4308.16,4,Q4,4,Q4,4,Q4
AKRBP.OL,2010,-0.3267558667400766,-0.3065015023562019,0.0,0.0389842149253773,3755.56,1,Q1,1,Q1,1,Q1
AKVA.OL,2010,-0.1317019950124689,-0.1204528809860275,7.994624962037732e-10,0.0388960401783315,344.46,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4344194709321946,0.9253784562786098,0.0277924772346647,33806.22,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2009329424362505,0.2629446085101613,0.1529855212802344,4193.19,4,Q4,4,Q4,4,Q4
AMBUb.CO,2010,0.296143174760671,0.2913306670537638,0.15186103068654,0.0293021579448979,1268.2,4,Q4,4,Q4,4,Q4
ANODb.ST,2010,0.1014981890023048,0.104333408140838,0.0747407034341089,0.0945878350697436,435.05,3,Q3,3,Q3,3,Q3
ANOT.ST,2010,-0.0553134162770425,0.0412107906549915,0.1300673853683143,0.2041554686746908,407.83,1,Q1,2,Q2,3,Q3
AOJb.CO,2010,0.8479012879513235,0.5052143726990014,0.7285724501285971,0.1663868937814745,283.52,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0074611971323075,0.0225560241748109,0.099931588950472,820.01,2,Q2,2,Q2,2,Q2
AQ.ST,2010,0.1390188392970034,0.1369683030468689,0.0206359382253528,0.0534931612563443,672.99,3,Q3,3,Q3,2,Q2
ARP.ST,2010,0.1870980113295886,0.1840546413097995,0.0122724793553786,0.0371282756130075,1713.87,4,Q4,4,Q4,2,Q2
ARRA.OL,2010,-0.1187142145880011,-0.0523108998576978,0.0192726865275982,0.112170763239966,18.04,1,Q1,1,Q1,2,Q2
ASPO.HE,2010,0.0557998702328599,0.0766171759755096,0.1033937001427642,0.1320073188276649,1142.93,2,Q2,2,Q2,3,Q3
ASSAb.ST,2010,0.2857785758439517,0.2845569137617636,0.0138652738225542,0.0110849892913913,38660.27,4,Q4,4,Q4,2,Q2
ATCOa.ST,2010,0.4152508100352901,0.3876722440869509,0.6236398818555249,0.0564455097920212,70074.61,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.0828305046419718,0.0008877158219725,0.043050280130529,4322.57,2,Q2,2,Q2,2,Q2
ATLA.CO,2010,0.1290395189555933,0.1240524834010828,0.1422165468589245,0.1273353096622592,474.39,3,Q3,3,Q3,3,Q3
ATRAV.HE,2010,0.2776042299073878,0.2643303969401586,0.1990360634841668,0.0528634562888414,1698.75,4,Q4,4,Q4,4,Q4
ATRLJb.ST,2010,0.1145559804733623,0.1145073021022586,0.0857232606825483,0.0959031982043327,7005.12,3,Q3,3,Q3,3,Q3
