Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04170702878307127,0.18261254700093357,0.2283908168854249,-0.34223235511809286
Method1_Raw,Q2,0.03407379106575103,0.16672504298835694,0.20437116377370215,-0.422346103688706
Method1_Raw,Q3,0.07493817064485604,0.13969943022181036,0.5364243112936937,-0.2928738832683034
Method1_Raw,Q4,0.07893355336553659,0.1443736101594948,0.5467311739197753,-0.290700861221453
Method1_Raw,Q5,0.07240244740891387,0.12772100976216366,0.5668796977391461,-0.2325769750176624
Method2_PostMean,Q1,0.046419494760947824,0.18243517944556645,0.25444376957349996,-0.34223235511809286
Method2_PostMean,Q2,0.028087321240633917,0.1685353739846456,0.1666553470441927,-0.4489025833561302
Method2_PostMean,Q3,0.08291562244241873,0.14344727069986726,0.5780216105742573,-0.26389405759122936
Method2_PostMean,Q4,0.09063733321160185,0.14619264918063743,0.6199855719120956,-0.2873838147954572
Method2_PostMean,Q5,0.06807831787534901,0.12904478153740429,0.5275557605994022,-0.23022454046128124
Method3_ProbQ5,Q1,0.07041967778574616,0.14011454857341815,0.5025864801530384,-0.24011309312195653
Method3_ProbQ5,Q2,0.025117646005507026,0.1762168126814491,0.14253830621095578,-0.3106336754683953
Method3_ProbQ5,Q3,0.06297988474378333,0.15283384569332079,0.4120807433594253,-0.3485280853966148
Method3_ProbQ5,Q4,0.08033711973884655,0.15331841880238115,0.5239887051170062,-0.30777169193690057
Method3_ProbQ5,Q5,0.07248897975716345,0.12723252687929992,0.5697362265384437,-0.2300228786097772
