SizeGroup,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
SmallCap,LongShort,FF3,Method4_ProbabilisticQuality,0.26778926327798735,0.02231577193983228,5.68188838211517,5.10161572986334e-08,0.025352027349349493,189
SmallCap,LongShort,FF3+MOM,Method4_ProbabilisticQuality,0.24799288531426666,0.020666073776188888,4.712327031250134,4.81723117551347e-06,0.027739833464195174,189
SmallCap,LongShort,FF5,Method4_ProbabilisticQuality,0.1874381987780191,0.015619849898168258,6.496530872045647,7.541911539732382e-10,0.3791882225254575,189
SmallCap,LongShort,FF5+MOM,Method4_ProbabilisticQuality,0.21011095488923054,0.017509246240769213,8.088321071471167,8.260059303211165e-14,0.3826283851681188,189
LargeCap,LongShort,CAPM,Method1_ObservedQuality,0.06982921688945931,0.005819101407454942,1.3661571942039632,0.17353026094446333,0.019043981728158688,189
LargeCap,LongShort,FF3,Method1_ObservedQuality,0.09505099108218987,0.007920915923515822,2.112422324305617,0.03599200234503308,0.25096236058465526,189
LargeCap,LongShort,FF3+MOM,Method1_ObservedQuality,0.0056090452139612515,0.00046742043449677094,0.12780231884194443,0.8984449842685143,0.3063991955955164,189
LargeCap,LongShort,FF5,Method1_ObservedQuality,0.03873827840190967,0.0032281898668258062,0.9950458475634072,0.3210278510022344,0.4610078863834187,189
LargeCap,LongShort,FF5+MOM,Method1_ObservedQuality,-0.01784472069426435,-0.0014870600578553623,-0.4923233493152599,0.6230841295863931,0.48537648934509625,189
LargeCap,LongShort,CAPM,Method2_LatentQuality,0.04668181659474653,0.0038901513828955444,0.8864515408403352,0.3765128267467426,0.015687584718080183,189
LargeCap,LongShort,FF3,Method2_LatentQuality,0.0697916614200268,0.005815971785002233,1.5500750556059677,0.12283250147663449,0.23552816769209883,189
LargeCap,LongShort,FF3+MOM,Method2_LatentQuality,0.0031897310860136943,0.00026581092383447453,0.0742261438216809,0.9409110760767958,0.27030385839259663,189
LargeCap,LongShort,FF5,Method2_LatentQuality,0.018665699897902545,0.0015554749914918787,0.49219394384638404,0.6231721809854509,0.4518618691812779,189
LargeCap,LongShort,FF5+MOM,Method2_LatentQuality,-0.017370386042324437,-0.0014475321701937032,-0.48890606949879994,0.6254968304293929,0.46304388535293517,189
LargeCap,LongShort,CAPM,Method3_ConservativeQuality,0.0700502168663284,0.005837518072194034,1.3744034593143029,0.17096133678216918,0.01826662227767617,189
LargeCap,LongShort,FF3,Method3_ConservativeQuality,0.09581516687462072,0.007984597239551727,2.1382459929043707,0.03380880324921498,0.25774176619920763,189
LargeCap,LongShort,FF3+MOM,Method3_ConservativeQuality,-0.0007473639560761468,-6.228032967301223e-05,-0.017090735106142473,0.9863827479406102,0.3211883273878413,189
LargeCap,LongShort,FF5,Method3_ConservativeQuality,0.036702667123786434,0.0030585555936488693,0.9683230382971073,0.3341610753583566,0.4638804317703126,189
LargeCap,LongShort,FF5+MOM,Method3_ConservativeQuality,-0.026686366895225223,-0.002223863907935435,-0.7547334330901234,0.4513844366626789,0.49391088126092486,189
LargeCap,LongShort,CAPM,Method4_ProbabilisticQuality,0.06922637611651841,0.005768864676376534,1.3262242031020133,0.1863829699651638,0.01981945631675497,189
LargeCap,LongShort,FF3,Method4_ProbabilisticQuality,0.09470283241045899,0.007891902700871582,2.106218054713209,0.036534230455162575,0.25577244746956085,189
LargeCap,LongShort,FF3+MOM,Method4_ProbabilisticQuality,0.005671278069091014,0.0004726065057575845,0.12898203310454642,0.8975127438514301,0.3106578157154458,189
LargeCap,LongShort,FF5,Method4_ProbabilisticQuality,0.03812930096811442,0.003177441747342868,0.9840534486568948,0.3263884686678449,0.4574906363210697,189
LargeCap,LongShort,FF5+MOM,Method4_ProbabilisticQuality,-0.018576376498079382,-0.0015480313748399486,-0.5152247607148569,0.6070211890804496,0.4819454588133386,189
