SizeGroup,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
SmallCap,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.002156828758316966,-0.00017973572985974717,-0.03532518701192258,0.9718392854694795
SmallCap,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.01556366590907241,0.0012969721590893675,0.26444953151973366,0.7915792183969417
SmallCap,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0020238476435543895,0.00016865397029619913,0.033735927456698296,0.9731057263880325
SmallCap,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.0013858844485204686,-0.00011549037071003905,-0.021423579668671786,0.9829193124490672
SmallCap,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.017830159417851602,0.0014858466181543002,0.2847480485000741,0.775996483182444
SmallCap,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.002144243394787035,0.00017868694956558627,0.03348075999759488,0.9733092623613506
SmallCap,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.002228207582450523,0.00018568396520421025,0.029694505667647995,0.976326791077063
SmallCap,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.011683398642842978,0.0009736165535702481,0.15727421384668008,0.8751149957797129
SmallCap,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008879218068557743,7.399348390464786e-05,0.01211141293186885,0.9903432899853937
SmallCap,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.0031069877561243076,0.0002589156463436923,0.08187087039564063,0.9347941519690248
SmallCap,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.014913677409619262,0.0012428064508016052,0.4040079621181175,0.6864428241554705
SmallCap,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0012765976325919137,0.00010638313604932614,0.033257821898396905,0.9734871177999265
SmallCap,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.006650986338640301,0.0005542488615533584,0.1914512375092248,0.8482788281447671
SmallCap,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.010188836294693433,0.0008490696912244527,0.28725685045450233,0.7740791172052026
SmallCap,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,3.211104850914595e-05,2.675920709095496e-06,0.0009035367407342231,0.9992795770481255
LargeCap,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.01666921773236925,-0.0013891014776974374,-0.2372112982725461,0.8126227533764152
LargeCap,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.018941481723336907,0.0015784568102780758,0.2747883486023028,0.7836305796145044
LargeCap,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0005530344865943664,-4.6086207216197196e-05,-0.00791901283922439,0.9936858302416078
LargeCap,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.01680731324022525,-0.0014006094366854375,-0.27911017453965753,0.7803162163997013
LargeCap,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.018539622219730927,0.0015449685183109105,0.30366931602610986,0.7615505258196038
LargeCap,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0005706937619201283,-4.755781349334402e-05,-0.009494482026798515,0.992429730269204
LargeCap,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.008699310943540477,0.000724942578628373,0.13157862387533606,0.8953894998061682
LargeCap,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.017660876593912828,0.0014717397161594023,0.26392120727440505,0.7919883638510712
LargeCap,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0023585627882011205,0.00019654689901676004,0.036105044085898715,0.9712181768353096
LargeCap,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.015808120264626534,-0.0013173433553855445,-0.3100848706687671,0.756672903382966
LargeCap,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.01613401421254093,0.001344501184378411,0.30943483919502973,0.7571668591610197
LargeCap,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0007769523185215821,-6.474602654346517e-05,-0.015104922658497548,0.9879567040441202
LargeCap,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.009495489322635216,0.000791290776886268,0.1714844187302646,0.8639381720497772
LargeCap,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.015206892840153391,0.0012672410700127826,0.27653627951886284,0.782293151473082
LargeCap,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.001553813847772808,0.00012948448731440066,0.028414219057209297,0.9773473554491607
