SizeGroup,Method,Portfolio,Date,n_firms,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
LargeCap,Method2_LatentQuality,Q2,2014-03-31,27,1.0,0.9999999999999999,0.25983869953728683,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-03-31,40,1.0,1.0,0.1751790971284172,0.1,0.0,0.34375398668664936,4,1,False
LargeCap,Method2_LatentQuality,Q4,2014-03-31,37,1.0000000000000002,0.9999999999999999,0.17472039158716918,0.1,0.0,0.3635598119349588,4,2,False
LargeCap,Method2_LatentQuality,Q5,2014-03-31,49,1.0,1.0,0.14044522063562245,0.1,0.0,0.3970521928002728,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-03-31,19,0.9999999999999998,1.0,0.6083501981613684,0.1,0.0,0.37196652733792407,4,2,False
LargeCap,Method3_ConservativeQuality,Q2,2014-03-31,25,1.0,1.0,0.2461807986425289,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-03-31,40,0.9999999999999999,1.0,0.18479114949339367,0.1,0.0,0.35476083682117066,4,1,False
LargeCap,Method3_ConservativeQuality,Q4,2014-03-31,39,1.0,1.0,0.16609624112780638,0.1,0.0,0.3526157052769502,4,1,False
LargeCap,Method3_ConservativeQuality,Q5,2014-03-31,48,0.9999999999999999,0.9999999999999999,0.14053527868945634,0.1,0.0,0.39715059752918436,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-03-31,18,0.9999999999999997,1.0,0.6054262071934892,0.1,0.0,0.3887930601781521,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-03-31,47,0.9999999999999999,1.0,0.1440078132460159,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-04-30,19,1.0000000000000002,1.0,0.5548262744532945,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-04-30,27,1.0,1.0,0.25995713753722427,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-04-30,39,0.9999999999999999,1.0,0.1674078765002923,0.1,0.0,0.4,5,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-04-30,39,1.0,1.0,0.1495469715036619,0.1,0.0,0.3682372409440281,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2014-04-30,47,1.0,1.0,0.13884066992491953,0.1,0.0,0.395718810581569,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-04-30,18,1.0,1.0,0.5572496105904474,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-04-30,27,0.9999999999999999,1.0,0.25998075001791515,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-04-30,40,0.9999999999999999,1.0,0.16764169054757735,0.1,0.0,0.4,5,2,False
LargeCap,Method2_LatentQuality,Q4,2014-04-30,37,1.0,1.0,0.17346014485958597,0.1,0.0,0.3610723397256348,4,1,False
LargeCap,Method2_LatentQuality,Q5,2014-04-30,49,1.0,1.0,0.1352584298289611,0.1,0.0,0.39183007867067565,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-04-30,19,1.0,1.0,0.6072559677990513,0.1,0.0,0.3876230189524947,4,2,False
LargeCap,Method3_ConservativeQuality,Q2,2014-04-30,25,0.9999999999999999,1.0,0.24443986404769977,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-04-30,40,1.0,0.9999999999999999,0.17651967199059151,0.1,0.0,0.4,5,2,False
LargeCap,Method3_ConservativeQuality,Q4,2014-04-30,39,1.0,1.0,0.16513936730977308,0.1,0.0,0.35062905913719566,4,1,False
LargeCap,Method3_ConservativeQuality,Q5,2014-04-30,48,1.0,1.0,0.1353419382492199,0.1,0.0,0.39191938406705484,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-04-30,18,1.0000000000000002,1.0,0.6057286177570571,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-04-30,47,1.0,1.0,0.13884066992491953,0.1,0.0,0.395718810581569,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-05-31,19,0.9999999999999999,1.0,0.534701181721202,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-05-31,27,1.0000000000000002,1.0,0.2521779946268577,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-05-31,39,1.0000000000000002,1.0,0.1663076238029362,0.1,0.0,0.3456648954226694,4,1,False
LargeCap,Method1_ObservedQuality,Q4,2014-05-31,39,1.0000000000000002,1.0000000000000002,0.14676321957413094,0.1,0.0,0.36573362490138744,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2014-05-31,47,0.9999999999999999,1.0,0.13313077338910942,0.1,0.0,0.39179847559362324,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-05-31,18,0.9999999999999999,1.0,0.537186601273408,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-05-31,27,1.0,1.0,0.25220171224663096,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-05-31,40,1.0,1.0,0.16748705079091059,0.1,0.0,0.34707286791142067,4,1,False
LargeCap,Method2_LatentQuality,Q4,2014-05-31,37,1.0000000000000002,1.0,0.16933561173993414,0.1,0.0,0.4,5,1,False
LargeCap,Method2_LatentQuality,Q5,2014-05-31,49,0.9999999999999999,1.0,0.12974417197967997,0.1,0.0,0.3880211361262528,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-05-31,19,1.0,1.0,0.5950007901325588,0.1,0.0,0.3947810512093391,4,2,False
LargeCap,Method3_ConservativeQuality,Q2,2014-05-31,25,0.9999999999999999,0.9999999999999999,0.23504077630742698,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-05-31,40,1.0,1.0,0.17596092557750578,0.1,0.0,0.3574043569400983,4,2,False
LargeCap,Method3_ConservativeQuality,Q4,2014-05-31,39,1.0000000000000002,1.0,0.16140988235018386,0.1,0.0,0.4,5,1,False
LargeCap,Method3_ConservativeQuality,Q5,2014-05-31,48,1.0,0.9999999999999999,0.12982641742812512,0.1,0.0,0.38811142743629534,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-05-31,18,1.0,1.0,0.5916304315906913,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-05-31,47,0.9999999999999999,1.0,0.13313077338910942,0.1,0.0,0.39179847559362324,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-06-30,19,1.0000000000000002,1.0,0.5177044122374257,0.10000000000000002,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q2,2014-06-30,27,1.0,1.0,0.25067297015400775,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-06-30,39,0.9999999999999999,0.9999999999999999,0.16996286260482318,0.1,0.0,0.28152461828938413,3,1,False
LargeCap,Method1_ObservedQuality,Q4,2014-06-30,39,1.0,1.0,0.15452458000935615,0.1,0.0,0.3681290777741161,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2014-06-30,47,0.9999999999999999,1.0,0.1323827361076703,0.1,0.0,0.39422194693960666,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-06-30,18,1.0,1.0,0.5200652398537083,0.10000000000000002,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q2,2014-06-30,27,0.9999999999999999,1.0,0.25068014956193424,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-06-30,40,1.0,1.0,0.1703770142683786,0.1,0.0,0.2817964368223346,3,1,False
LargeCap,Method2_LatentQuality,Q4,2014-06-30,37,1.0000000000000002,1.0,0.17751195366146727,0.1,0.0,0.35836971942752316,4,1,False
LargeCap,Method2_LatentQuality,Q5,2014-06-30,49,1.0,1.0,0.12908489732075565,0.1,0.0,0.390513110493668,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-06-30,19,1.0,1.0,0.5871540477549343,0.1,0.0,0.39236727067445343,4,2,False
LargeCap,Method3_ConservativeQuality,Q2,2014-06-30,25,0.9999999999999999,1.0,0.23066186875032138,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-06-30,40,0.9999999999999999,1.0,0.17867966154886045,0.1,0.0,0.35250708782257695,4,2,False
LargeCap,Method3_ConservativeQuality,Q4,2014-06-30,39,0.9999999999999998,1.0000000000000002,0.1694247684872312,0.1,0.0,0.4,5,1,False
LargeCap,Method3_ConservativeQuality,Q5,2014-06-30,48,0.9999999999999999,0.9999999999999999,0.12916499030203704,0.1,0.0,0.39060188216634495,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-06-30,18,1.0000000000000002,1.0,0.5832213950992701,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-06-30,47,0.9999999999999999,1.0,0.1323827361076703,0.1,0.0,0.39422194693960666,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-07-31,17,1.0000000000000002,1.0,0.5685585143053112,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-07-31,27,1.0,1.0,0.24387547402608878,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-07-31,36,1.0,0.9999999999999999,0.19022483648087052,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-07-31,45,1.0,0.9999999999999999,0.2120035441302981,0.1,0.0,0.3682302142113648,4,3,False
LargeCap,Method1_ObservedQuality,Q5,2014-07-31,52,0.9999999999999999,1.0,0.13968978546118174,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-07-31,16,1.0000000000000002,1.0,0.5708318996645388,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-07-31,28,0.9999999999999999,1.0,0.24337086849797934,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-07-31,34,1.0,1.0,0.1595521632170727,0.10000000000000002,0.0,0.4000000000000001,4,3,False
LargeCap,Method2_LatentQuality,Q4,2014-07-31,47,1.0,1.0,0.17302265840512818,0.1,0.0,0.4,5,2,False
LargeCap,Method2_LatentQuality,Q5,2014-07-31,52,0.9999999999999999,1.0,0.13092248775351156,0.1,0.0,0.39704380502358905,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-07-31,15,1.0000000000000002,1.0,0.5848810597656522,0.1,0.0,0.9034328347639404,10,2,True
LargeCap,Method3_ConservativeQuality,Q2,2014-07-31,27,0.9999999999999999,1.0,0.24037435085255004,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-07-31,37,1.0,1.0,0.1578087836310614,0.10000000000000002,0.0,0.4000000000000001,4,3,False
LargeCap,Method3_ConservativeQuality,Q4,2014-07-31,46,1.0,1.0,0.17457661599943458,0.1,0.0,0.4,5,2,False
LargeCap,Method3_ConservativeQuality,Q5,2014-07-31,52,0.9999999999999999,1.0,0.13080014282587424,0.1,0.0,0.3968962033780511,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-07-31,16,1.0,1.0,0.5774714786267214,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-07-31,51,0.9999999999999998,1.0,0.1405148237806702,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-08-31,17,1.0,1.0,0.5796819389351529,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-08-31,27,0.9999999999999999,1.0,0.25083167067446693,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-08-31,36,0.9999999999999999,1.0000000000000002,0.19074905060026387,0.1,0.0,0.3995512088306451,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-08-31,45,0.9999999999999999,0.9999999999999999,0.2222854114304125,0.1,0.0,0.36631626381527915,4,3,False
LargeCap,Method1_ObservedQuality,Q5,2014-08-31,52,0.9999999999999999,1.0,0.14392307258174133,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-08-31,16,1.0,1.0,0.5819577640564945,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-08-31,28,0.9999999999999999,1.0,0.25066890727000846,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-08-31,34,0.9999999999999999,1.0,0.14952599616105447,0.10000000000000002,0.0,0.4000000000000001,4,4,False
LargeCap,Method2_LatentQuality,Q4,2014-08-31,47,1.0,0.9999999999999999,0.1763373290987666,0.1,0.0,0.4,5,2,False
LargeCap,Method2_LatentQuality,Q5,2014-08-31,52,1.0000000000000002,1.0,0.13458221587503025,0.1,0.0,0.39434889140411467,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-08-31,15,1.0,1.0,0.5963146427033738,0.1,0.0,0.8573509748278874,9,2,True
LargeCap,Method3_ConservativeQuality,Q2,2014-08-31,27,1.0,0.9999999999999999,0.2478327495980439,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-08-31,37,1.0,1.0,0.1477672725649812,0.10000000000000002,0.0,0.4000000000000001,4,3,False
LargeCap,Method3_ConservativeQuality,Q4,2014-08-31,46,0.9999999999999999,1.0,0.17728602315219422,0.1,0.0,0.4,5,2,False
LargeCap,Method3_ConservativeQuality,Q5,2014-08-31,52,1.0000000000000002,1.0,0.13453791813411323,0.1,0.0,0.39429816321439437,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-08-31,16,1.0,1.0,0.5879363584212177,0.10000000000000002,0.0,0.4000000000000001,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-08-31,51,0.9999999999999999,1.0,0.14478719927886652,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-09-30,17,1.0000000000000002,1.0,0.5694669331148483,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-09-30,28,0.9999999999999999,1.0,0.2403416977021264,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-09-30,36,1.0,1.0,0.19143109266276392,0.1,0.0,0.39974508818081816,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-09-30,45,1.0,1.0,0.22138696277357323,0.1,0.0,0.36629092222761905,4,3,False
LargeCap,Method1_ObservedQuality,Q5,2014-09-30,52,1.0,1.0,0.14094236562071,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-09-30,16,1.0,1.0,0.5715139926536038,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-09-30,29,1.0000000000000002,1.0,0.23988090265396,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-09-30,34,1.0,1.0,0.14594087504734882,0.10000000000000002,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q4,2014-09-30,47,0.9999999999999999,0.9999999999999999,0.17446360162831093,0.1,0.0,0.4,5,2,False
LargeCap,Method2_LatentQuality,Q5,2014-09-30,52,1.0,1.0,0.1317350929396728,0.1,0.0,0.3967327389194638,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-09-30,15,1.0,1.0,0.5855158404901329,0.1,0.0,0.9091840766403843,10,2,True
LargeCap,Method3_ConservativeQuality,Q2,2014-09-30,28,0.9999999999999999,1.0,0.23713646694520732,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-09-30,37,0.9999999999999999,1.0,0.14427833143651522,0.10000000000000002,0.0,0.4,4,3,False
LargeCap,Method3_ConservativeQuality,Q4,2014-09-30,46,1.0000000000000002,0.9999999999999999,0.17507569461278782,0.1,0.0,0.4,5,2,False
LargeCap,Method3_ConservativeQuality,Q5,2014-09-30,52,1.0,1.0,0.13173315399992122,0.1,0.0,0.39673042438377015,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-09-30,16,1.0,1.0,0.5778196188665402,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-09-30,51,1.0,1.0,0.1417308343942906,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-10-31,17,1.0000000000000002,1.0,0.5838706762464024,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-10-31,28,0.9999999999999999,1.0,0.247146239489069,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-10-31,36,1.0,1.0,0.19578579592789705,0.1,0.0,0.3939540231668264,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-10-31,45,0.9999999999999999,1.0,0.21993063579162872,0.1,0.0,0.3682232261810522,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2014-10-31,52,1.0,1.0,0.1509274857484144,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-10-31,16,1.0,1.0,0.5861455681901182,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-10-31,29,1.0,1.0,0.2466981990864411,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-10-31,34,1.0,1.0,0.15002896837162263,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q4,2014-10-31,47,0.9999999999999999,0.9999999999999999,0.17755180436401247,0.1,0.0,0.35000591400913084,4,2,False
LargeCap,Method2_LatentQuality,Q5,2014-10-31,52,0.9999999999999999,1.0,0.14107171702726834,0.1,0.0,0.39654026669035547,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-10-31,15,1.0000000000000002,1.0,0.5980746275016398,0.1,0.0,0.9063365098136136,10,2,True
LargeCap,Method3_ConservativeQuality,Q2,2014-10-31,28,1.0,1.0,0.2441345624167348,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-10-31,37,1.0,1.0,0.14851351882845804,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q4,2014-10-31,46,0.9999999999999998,0.9999999999999999,0.17799330601680236,0.1,0.0,0.3505341241063955,4,2,False
LargeCap,Method3_ConservativeQuality,Q5,2014-10-31,52,0.9999999999999999,1.0,0.14110014076340593,0.1,0.0,0.3965720913828441,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-10-31,16,1.0,1.0,0.5910817347260805,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-10-31,51,1.0,1.0,0.15180021822970263,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-11-30,17,1.0,1.0,0.600426692206515,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-11-30,28,1.0,1.0,0.25318045057298416,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q3,2014-11-30,36,1.0,1.0,0.19152803419747394,0.1,0.0,0.3992082820342798,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-11-30,45,0.9999999999999999,1.0,0.22043578770775066,0.1,0.0,0.3689543942360395,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2014-11-30,52,1.0,1.0,0.1480888364909307,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q1,2014-11-30,16,1.0,1.0,0.602522517519376,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-11-30,29,0.9999999999999999,1.0,0.25366685130928046,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q3,2014-11-30,34,1.0,1.0,0.15141581280855904,0.1,0.0,0.3901757236712633,4,3,False
LargeCap,Method2_LatentQuality,Q4,2014-11-30,47,1.0000000000000002,0.9999999999999999,0.16797580850462362,0.1,0.0,0.4,5,2,False
LargeCap,Method2_LatentQuality,Q5,2014-11-30,52,1.0,1.0,0.13788085955942017,0.1,0.0,0.3936277357975073,4,3,False
LargeCap,Method3_ConservativeQuality,Q1,2014-11-30,15,0.9999999999999999,1.0,0.6153504757496293,0.1,0.0,0.8623856107275617,9,2,True
LargeCap,Method3_ConservativeQuality,Q2,2014-11-30,28,1.0,1.0,0.2511408095862858,0.1,0.0,0.4,4,2,False
LargeCap,Method3_ConservativeQuality,Q3,2014-11-30,37,1.0,1.0,0.14969604337919545,0.1,0.0,0.38860038209000436,4,2,False
LargeCap,Method3_ConservativeQuality,Q4,2014-11-30,46,0.9999999999999999,1.0,0.16872595634797954,0.1,0.0,0.4,5,2,False
LargeCap,Method3_ConservativeQuality,Q5,2014-11-30,52,0.9999999999999999,1.0,0.1378660630813046,0.1,0.0,0.39361168267849966,4,3,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-11-30,16,1.0,1.0,0.6084258848059648,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-11-30,51,1.0,1.0,0.14897412125713713,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2014-12-31,17,1.0000000000000002,1.0,0.6038604751363026,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2014-12-31,28,1.0,1.0,0.25631182970702987,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q3,2014-12-31,36,0.9999999999999998,1.0,0.20210278254326466,0.1,0.0,0.3954070532647362,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2014-12-31,45,0.9999999999999999,1.0,0.20767647392055427,0.1,0.0,0.37031852615614436,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2014-12-31,52,1.0,1.0,0.15097171794606723,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q1,2014-12-31,16,1.0,1.0,0.6062295601513052,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2014-12-31,29,0.9999999999999999,1.0,0.25751806337741107,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q3,2014-12-31,34,0.9999999999999999,1.0,0.15082287474117695,0.1,0.0,0.39708084845076397,4,2,False
LargeCap,Method2_LatentQuality,Q4,2014-12-31,47,1.0,1.0,0.17709478701590184,0.1,0.0,0.4,5,2,False
LargeCap,Method2_LatentQuality,Q5,2014-12-31,52,0.9999999999999998,1.0,0.14064179307732844,0.1,0.0,0.39796838146084945,4,2,False
LargeCap,Method3_ConservativeQuality,Q1,2014-12-31,15,1.0000000000000002,1.0,0.6179119892096765,0.1,0.0,0.8520913795673882,9,2,True
LargeCap,Method3_ConservativeQuality,Q2,2014-12-31,28,0.9999999999999999,0.9999999999999999,0.2547583458974242,0.1,0.0,0.4,4,3,False
LargeCap,Method3_ConservativeQuality,Q3,2014-12-31,37,0.9999999999999998,1.0,0.14955358470873875,0.1,0.0,0.39582983292911683,4,2,False
LargeCap,Method3_ConservativeQuality,Q4,2014-12-31,46,0.9999999999999999,1.0,0.17686838293343585,0.1,0.0,0.4,5,2,False
LargeCap,Method3_ConservativeQuality,Q5,2014-12-31,52,0.9999999999999999,1.0,0.14076830710080046,0.1,0.0,0.3981083342680084,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q1,2014-12-31,16,1.0,1.0,0.6110220154305227,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2014-12-31,51,1.0,1.0,0.15197289294985536,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q1,2015-01-31,17,1.0000000000000002,1.0,0.6069293947276355,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2015-01-31,28,1.0000000000000002,1.0,0.24914782176074673,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q3,2015-01-31,36,1.0,1.0,0.18643642143319636,0.1,0.0,0.3990874868129022,4,2,False
LargeCap,Method1_ObservedQuality,Q4,2015-01-31,45,0.9999999999999999,1.0,0.20419785976701973,0.1,0.0,0.3693299183369837,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2015-01-31,52,1.0000000000000002,1.0,0.1466012171314792,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q1,2015-01-31,16,0.9999999999999999,1.0,0.6095213644938258,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2015-01-31,29,1.0000000000000002,1.0,0.2504902941529657,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q3,2015-01-31,34,1.0,1.0,0.13796985844468337,0.10000000000000002,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q4,2015-01-31,47,1.0,1.0,0.15991077407633836,0.1,0.0,0.3567683480060267,4,2,False
LargeCap,Method2_LatentQuality,Q5,2015-01-31,52,1.0,1.0,0.1365364476361291,0.1,0.0,0.39398419357578884,4,2,False
LargeCap,Method3_ConservativeQuality,Q1,2015-01-31,15,0.9999999999999999,1.0000000000000002,0.6207594600260324,0.1,0.0,0.7965691714872325,8,2,True
LargeCap,Method3_ConservativeQuality,Q2,2015-01-31,28,1.0,1.0,0.24784879882211003,0.1,0.0,0.4,4,3,False
LargeCap,Method3_ConservativeQuality,Q3,2015-01-31,37,1.0,1.0,0.136865168164281,0.1,0.0,0.3997350747764312,4,3,False
LargeCap,Method3_ConservativeQuality,Q4,2015-01-31,46,0.9999999999999999,1.0000000000000002,0.15977488992108207,0.1,0.0,0.35658792927055233,4,2,False
LargeCap,Method3_ConservativeQuality,Q5,2015-01-31,52,1.0,1.0,0.13664914183269278,0.1,0.0,0.39410649191198877,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q1,2015-01-31,16,0.9999999999999999,1.0,0.6137454337719873,0.10000000000000002,0.0,0.4,4,2,False
LargeCap,Method4_ProbabilisticQuality,Q5,2015-01-31,51,1.0000000000000002,1.0,0.1476192324531471,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q1,2015-02-28,17,0.9999999999999999,1.0,0.5766899354743248,0.1,0.0,0.4,4,2,False
LargeCap,Method1_ObservedQuality,Q2,2015-02-28,28,1.0,1.0,0.24369468482189346,0.1,0.0,0.4,4,3,False
LargeCap,Method1_ObservedQuality,Q3,2015-02-28,36,1.0,1.0,0.18183064765411835,0.10000000000000002,0.0,0.4000000000000001,4,3,False
LargeCap,Method1_ObservedQuality,Q4,2015-02-28,45,0.9999999999999998,1.0,0.207774365851828,0.1,0.0,0.37281045703610327,4,2,False
LargeCap,Method1_ObservedQuality,Q5,2015-02-28,52,0.9999999999999997,1.0,0.1534161012851718,0.1,0.0,0.3983733513575747,4,2,False
LargeCap,Method2_LatentQuality,Q1,2015-02-28,16,1.0,1.0,0.5797033279674981,0.1,0.0,0.4,4,2,False
LargeCap,Method2_LatentQuality,Q2,2015-02-28,29,1.0,0.9999999999999999,0.2452790339834049,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q3,2015-02-28,34,1.0,1.0,0.12813076998108755,0.1,0.0,0.4,4,3,False
LargeCap,Method2_LatentQuality,Q4,2015-02-28,47,0.9999999999999999,1.0,0.15377460994636657,0.1,0.0,0.35921615721182903,4,2,False
