SizeGroup,PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
SmallCap,Q5,Method1_ObservedQuality,Observed Quality,0.11937902664815221,0.09985318553704156,0.16879792487203274,0.1693175839606763,0.5897390170664866,-0.36332213115803447,189
SmallCap,Q5,Method2_LatentQuality,Latent Quality,0.12324857241148213,0.10372273130037146,0.17042978929341887,0.1709097027301177,0.606886148904953,-0.3736672224336055,189
SmallCap,Q5,Method3_ConservativeQuality,Conservative Quality,0.11978213272627139,0.10025629161516075,0.16818170575375543,0.16862033613524433,0.5945682111245988,-0.3557170687145552,189
SmallCap,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,0.1186335660685201,0.09910772495740945,0.168730026392092,0.16923092320709335,0.5856360237196611,-0.3633221311580346,189
LargeCap,Q5,Method1_ObservedQuality,Observed Quality,0.13680007095828928,0.11727422984717867,0.11773512358537239,0.1180059121575745,0.9937996131124447,-0.1994815812132681,189
LargeCap,Q5,Method2_LatentQuality,Latent Quality,0.13591471402049426,0.11638887290938366,0.11865673019865904,0.11892791945810575,0.9786505426119346,-0.19971020279931861,189
LargeCap,Q5,Method3_ConservativeQuality,Conservative Quality,0.13602928857945779,0.11650344746834716,0.12038239211433858,0.12064017411707603,0.9657102065791586,-0.20572690311818131,189
LargeCap,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,0.1372784756176994,0.1177526345065888,0.11747174076696282,0.11773877791650916,1.0001176892636805,-0.19948158121326776,189
